datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable
2018-07-01T00:00:00;1110;468;584;3874;0;39;2236;3067;311;591;179;151;10748;6291;268;6356;6254
2018-07-01T00:15:00;1110;466;583;3864;0;39;2235;2969;310;596;143;154;10560;6113;260;6264;6205
2018-07-01T00:30:00;1108;466;579;3824;0;39;2238;2951;309;595;165;154;10426;6024;334;6247;6181
2018-07-01T00:45:00;1110;464;592;3794;0;39;2230;2942;309;593;150;154;10286;5900;402;6228;6149
2018-07-01T01:00:00;1103;467;586;3743;0;39;2239;2920;299;595;212;153;10119;5789;349;6206;6150
2018-07-01T01:15:00;1106;467;573;3692;0;39;2237;2900;300;590;226;154;10022;5757;370;6181;6103
2018-07-01T01:30:00;1109;467;560;3650;0;39;2238;2902;298;593;240;153;9923;5712;383;6184;6065
2018-07-01T01:45:00;1112;464;543;3644;0;39;2237;2888;297;589;209;153;9798;5612;429;6164;6011
2018-07-01T02:00:00;1111;464;523;3620;0;39;2236;2816;289;583;97;154;9746;5603;451;6078;5854
2018-07-01T02:15:00;1111;462;506;3569;0;39;2229;2792;296;584;98;155;9662;5587;534;6056;5785
2018-07-01T02:30:00;1112;461;506;3548;0;39;2227;2754;317;590;98;154;9575;5521;552;6042;5764
2018-07-01T02:45:00;1114;461;486;3528;0;39;2227;2712;316;591;97;153;9482;5469;627;5999;5725
2018-07-01T03:00:00;1110;460;462;3469;0;39;2230;2642;318;589;87;154;9429;5499;620;5933;5627
2018-07-01T03:15:00;1113;460;432;3408;0;39;2237;2624;320;591;88;155;9412;5572;609;5927;5540
2018-07-01T03:30:00;1115;459;424;3362;0;39;2245;2619;320;592;107;156;9312;5527;620;5932;5506
2018-07-01T03:45:00;1110;460;407;3279;0;39;2244;2613;323;589;116;155;9349;5662;646;5924;5411
2018-07-01T04:00:00;1112;460;386;3196;0;39;2250;2627;322;595;108;155;9304;5723;527;5949;5301
2018-07-01T04:15:00;1110;459;368;3134;0;39;2250;2629;321;593;107;156;9227;5725;499;5949;5217
2018-07-01T04:30:00;1114;460;367;3082;0;39;2252;2623;321;594;110;154;9256;5808;607;5944;5172
2018-07-01T04:45:00;1117;459;366;3035;2;39;2252;2618;321;589;103;152;9237;5835;583;5932;5121
2018-07-01T05:00:00;1113;458;380;2992;11;39;2252;2629;319;588;88;152;9214;5832;657;5940;5081
2018-07-01T05:15:00;1110;456;378;2965;29;39;2254;2634;319;589;88;153;9139;5767;686;5949;5065
2018-07-01T05:30:00;1114;456;369;2924;76;39;2250;2626;315;589;87;152;9129;5760;762;5932;5065
2018-07-01T05:45:00;1116;458;342;2834;149;39;2229;2610;313;582;87;153;9112;5787;623;5887;5025
2018-07-01T06:00:00;1121;457;311;2776;248;39;2242;2709;315;584;87;151;9256;5921;651;6001;5039
2018-07-01T06:15:00;1116;455;296;2650;389;39;2245;2757;315;581;87;151;9336;6001;593;6049;5032
2018-07-01T06:30:00;1113;454;278;2524;563;39;2241;2768;315;585;88;152;9331;5966;560;6061;5059
2018-07-01T06:45:00;1119;455;274;2329;818;39;2247;2752;315;578;89;152;9523;6102;409;6044;5123
2018-07-01T07:00:00;1126;455;274;2130;1100;39;2272;2721;316;583;286;152;9717;6213;229;6044;5410
2018-07-01T07:15:00;1128;456;277;1912;1420;39;2290;2720;316;579;470;154;9978;6371;199;6059;5702
2018-07-01T07:30:00;1132;455;272;1656;1796;39;2297;2749;320;590;499;153;10229;6505;176;6109;5849
2018-07-01T07:45:00;1134;456;263;1526;2182;39;2299;2766;321;577;525;152;10447;6476;174;6115;6125
2018-07-01T08:00:00;1139;456;256;1464;2617;39;2297;2767;321;575;555;152;10660;6323;220;6112;6526
2018-07-01T08:15:00;1141;459;238;1522;3031;39;2301;2776;321;577;552;153;10972;6181;216;6128;6982
2018-07-01T08:30:00;1139;457;227;1619;3444;39;2299;2774;322;582;375;151;11131;5841;268;6128;7300
2018-07-01T08:45:00;1138;455;209;1772;3880;39;2291;2746;322;577;259;152;11332;5471;406;6088;7752
2018-07-01T09:00:00;1137;455;199;1916;4281;39;2264;2697;322;574;222;150;11488;5094;404;6007;8249
2018-07-01T09:15:00;1134;455;188;2084;4653;38;2223;2692;324;574;126;151;11624;4699;462;5964;8678
2018-07-01T09:30:00;1140;455;182;2214;5002;38;2187;2691;324;579;88;152;11822;4425;625;5933;9119
2018-07-01T09:45:00;1127;456;174;2324;5325;38;2101;2673;323;578;87;153;11939;4116;786;5828;9531
2018-07-01T10:00:00;1141;456;169;2345;5589;38;1974;2581;324;571;87;150;12030;3928;630;5600;9825
2018-07-01T10:15:00;1145;454;159;2377;5832;38;1883;2522;323;574;87;150;12226;3858;617;5452;10092
2018-07-01T10:30:00;1146;452;156;2427;6089;38;1843;2483;325;580;87;150;12390;3718;680;5381;10395
2018-07-01T10:45:00;1149;451;164;2407;6296;38;1851;2439;327;569;87;151;12510;3643;757;5337;10592
2018-07-01T11:00:00;1145;450;166;2414;6508;38;1905;2355;328;561;87;150;12657;3570;586;5299;10808
2018-07-01T11:15:00;1145;451;163;2474;6624;38;1959;2349;328;559;88;151;12761;3500;637;5346;10983
2018-07-01T11:30:00;1146;450;171;2499;6774;38;2032;2327;329;562;88;152;12852;3409;744;5402;11166
2018-07-01T11:45:00;1146;450;182;2556;6879;38;2072;2310;329;557;88;149;12845;3229;881;5417;11339
2018-07-01T12:00:00;1136;450;191;2589;6988;38;2076;2270;327;565;88;149;12768;3000;701;5387;11480
2018-07-01T12:15:00;1133;450;194;2646;7046;38;2072;2268;327;564;88;150;12730;2844;812;5381;11595
2018-07-01T12:30:00;1133;450;192;2725;7078;38;2043;2250;327;572;89;152;12628;2633;877;5344;11705
2018-07-01T12:45:00;1135;451;190;2677;7118;38;1992;2259;327;567;89;150;12514;2529;995;5295;11698
2018-07-01T13:00:00;1126;450;195;2711;7159;38;1934;2247;327;562;88;152;12420;2355;1060;5222;11767
2018-07-01T13:15:00;1130;449;206;2750;7139;38;1890;2209;332;559;87;150;12283;2189;1160;5140;11799
2018-07-01T13:30:00;1128;451;219;2754;7152;38;1859;2133;332;567;87;152;12176;2052;1164;5043;11829
2018-07-01T13:45:00;1121;449;228;2708;7112;38;1849;2142;329;558;87;152;12095;2047;1124;5030;11743
2018-07-01T14:00:00;1118;450;229;2676;7031;38;1844;2159;318;564;87;150;11988;2053;1094;5035;11629
2018-07-01T14:15:00;1119;451;243;2592;6935;38;1828;2159;309;557;87;152;11886;2116;1090;5005;11465
2018-07-01T14:30:00;1119;451;257;2525;6820;38;1832;2169;308;563;87;151;11875;2273;1028;5023;11297
2018-07-01T14:45:00;1123;453;249;2502;6708;38;1849;2174;304;557;87;150;11880;2422;906;5034;11160
2018-07-01T15:00:00;1123;453;233;2474;6592;38;1884;2179;306;562;87;150;11850;2551;859;5081;11000
2018-07-01T15:15:00;1125;451;235;2429;6388;38;1889;2188;307;562;88;158;11772;2721;783;5104;10754
2018-07-01T15:30:00;1126;453;243;2451;6187;38;1922;2187;310;568;98;163;11787;2907;527;5150;10596
2018-07-01T15:45:00;1126;453;253;2440;6026;38;1976;2190;314;565;111;164;11709;2991;518;5209;10447
2018-07-01T16:00:00;1127;451;264;2402;5735;38;2022;2197;314;566;92;160;11712;3311;495;5259;10109
2018-07-01T16:15:00;1123;451;268;2351;5541;38;2094;2213;316;563;96;161;11711;3552;434;5347;9868
2018-07-01T16:30:00;1123;452;250;2385;5273;38;2180;2415;319;569;87;161;11748;3840;584;5644;9608
2018-07-01T16:45:00;1128;450;245;2378;4936;38;2227;2688;324;567;87;161;11773;4215;500;5967;9262
2018-07-01T17:00:00;1129;448;258;2346;4667;38;2220;3045;330;575;87;162;11907;4636;473;6332;8973
2018-07-01T17:15:00;1131;447;283;2342;4313;38;2240;3200;366;574;93;161;11965;5028;362;6541;8647
