datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable
2015-02-01T00:00:00;1023;364;19;1421;0;36;2843;4314;2064;388;381;1679;12544;11104;354;11288;3244
2015-02-01T00:15:00;1023;363;19;1419;0;36;2844;4380;2001;390;357;1678;12377;10940;550;11293;3217
2015-02-01T00:30:00;1022;361;17;1377;0;36;2840;4374;1969;389;334;1669;12204;10810;598;11241;3147
2015-02-01T00:45:00;1021;358;15;1318;0;36;2832;4389;1936;388;313;1620;12019;10686;649;11165;3061
2015-02-01T01:00:00;1021;358;15;1297;0;36;2840;4422;1925;386;195;1545;11900;10589;386;11118;2922
2015-02-01T01:15:00;1020;356;16;1287;0;36;2831;4434;1881;386;182;1530;11804;10501;449;11062;2897
2015-02-01T01:30:00;1020;356;15;1282;0;36;2831;4422;1789;382;177;1484;11698;10401;415;10908;2886
2015-02-01T01:45:00;1021;357;16;1270;0;36;2830;4421;1778;382;181;1540;11589;10304;565;10951;2881
2015-02-01T02:00:00;1019;362;15;1248;0;36;2842;4437;1785;385;73;1525;11524;10262;325;10974;2753
2015-02-01T02:15:00;1020;357;15;1207;0;36;2837;4426;1802;385;58;1482;11458;10237;332;10932;2693
2015-02-01T02:30:00;1021;355;15;1183;0;36;2837;4431;1803;384;62;1469;11351;10154;380;10924;2672
2015-02-01T02:45:00;1023;353;15;1158;0;36;2840;4424;1789;385;60;1481;11339;10167;396;10919;2645
2015-02-01T03:00:00;1025;351;15;1102;0;36;2845;4425;1819;387;233;1532;11339;10222;372;11008;2762
2015-02-01T03:15:00;1024;350;15;1073;0;36;2839;4421;1803;386;188;1508;11288;10200;384;10957;2686
2015-02-01T03:30:00;1023;349;16;1031;0;36;2842;4424;1779;384;183;1505;11264;10217;393;10934;2638
2015-02-01T03:45:00;1022;351;17;1018;0;36;2829;4427;1761;384;185;1500;11239;10205;400;10901;2629
2015-02-01T04:00:00;1018;349;17;991;0;36;2823;4426;1762;385;96;1497;11221;10213;409;10893;2507
2015-02-01T04:15:00;1019;349;18;979;0;36;2820;4425;1603;385;27;1436;11191;10194;402;10669;2428
2015-02-01T04:30:00;1018;348;18;988;0;36;2820;4426;1583;386;61;1458;11226;10221;384;10673;2469
2015-02-01T04:45:00;1018;346;16;979;0;36;2822;4415;1594;387;62;1488;11181;10186;380;10706;2457
2015-02-01T05:00:00;1017;345;15;967;0;36;2828;4421;1714;398;70;1569;11189;10206;353;10930;2450
2015-02-01T05:15:00;1019;343;15;965;0;36;2826;4417;1768;399;29;1536;11036;10057;387;10946;2407
2015-02-01T05:30:00;1019;343;14;947;0;36;2828;4403;1769;401;49;1510;11029;10069;388;10911;2408
2015-02-01T05:45:00;1017;342;13;944;0;36;2830;4371;1749;403;34;1489;10930;9972;406;10842;2386
2015-02-01T06:00:00;1014;340;14;938;0;36;2829;4346;1716;411;42;1570;10712;9761;528;10872;2384
2015-02-01T06:15:00;1013;339;13;945;0;36;2817;4344;1723;412;36;1483;10724;9766;383;10779;2382
2015-02-01T06:30:00;1019;338;14;959;0;36;2809;4350;1745;412;6;1493;10820;9848;327;10809;2372
2015-02-01T06:45:00;1019;337;14;953;0;36;2808;4348;1749;415;10;1510;10895;9928;307;10830;2369
2015-02-01T07:00:00;1022;338;15;938;0;36;2805;4347;1762;418;9;1470;11069;10117;355;10802;2358
2015-02-01T07:15:00;1020;337;16;943;0;36;2807;4342;1761;418;37;1502;11200;10242;304;10830;2389
2015-02-01T07:30:00;1021;336;16;955;0;36;2800;4345;1811;419;43;1530;11351;10380;160;10905;2407
2015-02-01T07:45:00;1020;338;15;961;2;36;2786;4357;1835;419;34;1534;11476;10498;121;10931;2406
2015-02-01T08:00:00;1019;338;14;941;23;36;2773;4345;1830;418;38;1540;11740;10762;314;10906;2409
2015-02-01T08:15:00;1021;337;15;915;58;36;2763;4355;1837;419;37;1600;11944;10957;274;10974;2419
2015-02-01T08:30:00;1020;339;15;890;108;36;2781;4360;1918;420;11;1602;12152;11139;219;11081;2419
2015-02-01T08:45:00;1021;337;16;884;169;36;2782;4348;1976;420;49;1656;12391;11322;183;11182;2512
2015-02-01T09:00:00;1021;338;18;872;246;36;2813;4354;2104;419;213;1629;12665;11530;87;11319;2744
2015-02-01T09:15:00;1022;337;17;863;394;36;2824;4365;2184;419;257;1601;12870;11595;68;11393;2926
2015-02-01T09:30:00;1021;336;19;844;508;36;2829;4363;2249;419;292;1599;13058;11687;8;11459;3056
2015-02-01T09:45:00;1022;334;19;825;623;36;2834;4369;2306;419;268;1628;13234;11767;10;11556;3127
2015-02-01T10:00:00;1029;335;23;808;717;36;2833;4381;2314;419;67;1678;13347;11800;65;11625;3015
2015-02-01T10:15:00;1029;334;29;799;834;36;2837;4391;2302;419;90;1725;13537;11875;178;11674;3151
2015-02-01T10:30:00;1028;334;39;775;895;36;2835;4373;2292;420;113;1694;13712;12003;67;11614;3220
2015-02-01T10:45:00;1029;333;37;755;978;36;2834;4375;2298;420;150;1663;13821;12051;24;11590;3318
2015-02-01T11:00:00;1027;333;48;790;1037;36;2835;4384;2362;418;394;1705;14035;12161;25;11704;3665
2015-02-01T11:15:00;1027;333;58;795;1089;36;2836;4374;2370;418;495;1729;14257;12317;5;11727;3833
2015-02-01T11:30:00;1029;333;62;792;1116;36;2831;4377;2371;418;574;1684;14413;12444;2;11681;3942
2015-02-01T11:45:00;1028;333;68;804;1131;36;2832;4391;2352;419;542;1717;14433;12431;12;11711;3942
2015-02-01T12:00:00;1028;332;78;767;1154;36;2836;4396;2282;418;613;1661;14362;12364;20;11593;4008
2015-02-01T12:15:00;1030;333;90;756;1188;36;2833;4387;2238;418;537;1685;14291;12256;22;11561;3970
2015-02-01T12:30:00;1028;336;91;758;1200;36;2831;4388;2228;418;449;1627;14183;12134;25;11492;3898
2015-02-01T12:45:00;1030;337;82;790;1197;36;2829;4395;2157;417;419;1636;14071;12003;76;11434;3891
2015-02-01T13:00:00;1031;337;88;787;1167;36;2828;4403;2117;417;261;1681;13963;11921;69;11446;3707
2015-02-01T13:15:00;1026;336;90;815;1121;36;2826;4396;2081;416;251;1682;13840;11815;93;11401;3675
