New date,Biomass avg,Hydrop avg,windOFFshore avg,windONshore avg,photovoltaics avg,other renewable avg,nuclear avg,brown coal avg,hard coal avg,fossil gas avg,hydro pumped storage avg,other conventional avg,total grid load avg,residual load avg,reverse hydro pumbed avg,sum conventional avg,sum renewable avg
2022-01-01T00:00:00,965.25,371.13,1366.79,5619.71,0,38,834.63,892.42,507.29,663.29,76.92,370.96,10152.71,3166.46,631.92,3268.58,8437.79
2022-01-01T06:00:00,1011.29,364.21,1086.17,3969.46,553.5,37.58,834.75,1030.83,594.79,684.33,36.96,371,10476.42,4867.46,540.29,3515.71,7059.17
2022-01-01T12:00:00,1018,366.96,1443.42,2485.71,881.5,36.08,835.04,1435,815.21,704.46,484,369.92,11848.67,7038.67,132.88,4159.63,6715.67
2022-01-01T18:00:00,1008.58,362,1605,4393.21,0,37.63,838.5,1539.96,830.13,702.46,636.25,374.33,12223.17,6225.21,49.88,4285.38,8042.67
2022-02-01T00:00:00,962.88,370.96,1632.92,4598.38,0,38.38,823.88,884.33,553.83,670.42,59,371.96,10294.67,4063.46,899.54,3304.42,7662.5
2022-02-01T06:00:00,1005.75,352.54,1401.83,5688.04,504.29,37.92,838.25,883.63,543.5,675.67,242.96,369.75,11693.92,4100.04,395.21,3310.79,9233.33
2022-02-01T12:00:00,999,355.54,1520.21,8084.38,564.21,37,838.21,882,570.58,657.38,127.67,372.42,13666.13,3497.58,371.5,3320.58,11688
2022-02-01T18:00:00,1011.25,358.46,1621.46,8184.08,0,37,832.92,891.58,569.25,651.71,286.79,374.46,13421.33,3616.08,255.96,3319.92,11499.04
2022-03-01T00:00:00,956.08,364.96,1483.17,6827.92,0,37.79,805.08,987.63,519.96,648.04,52,367.96,11158.75,2848,860.88,3328.67,9721.92
2022-03-01T06:00:00,1007.92,359.29,1484.29,9086.63,417.25,37.88,841.92,1850.5,829,1024.58,318.96,345.63,16074.63,5086.96,116.29,4891.63,12712.21
2022-03-01T12:00:00,1019.08,350.42,1409.5,8518.67,526.17,38.71,1006.29,2571.25,914.79,1115.79,421.21,352.33,17208.5,6754.42,113.04,5960.46,12283.75
2022-03-01T18:00:00,1011.83,361.33,1334,6951.46,0,39.96,1014.42,2957.67,1133.46,1075.29,380.33,361.08,15551.88,7266.75,263.17,6541.92,10078.92
2022-04-01T00:00:00,967.13,374.79,947.21,4557.79,0,40.08,1016.5,3079.38,1199.17,925.75,27.29,358.67,12343.42,6838.54,891.88,6579.46,6914.29
2022-04-01T06:00:00,1037.92,367.79,813.71,3143.67,158.54,51.08,1016.08,3239.13,2658.83,1861.71,728.88,384.92,16279.46,12163.75,66.79,9160.67,6301.58
2022-04-01T12:00:00,1033.79,369.42,1405.75,3386.83,280,51,1014.08,3343.33,2774.33,2078.79,450.42,380.88,17185.58,12113.21,48.08,9591.42,6977.21
2022-04-01T18:00:00,1013.33,355.63,1643.17,3889.71,0,51.38,1020.33,3385.46,2527.67,1668.92,393.21,374.08,15713.46,10180.83,84.04,8976.46,7346.42
2022-05-01T00:00:00,960.25,354.33,1640.38,5417.79,0,42,1023.92,3116.25,1431,851.21,38.42,350.38,12960.04,5902.08,1066.33,6772.75,8453.17
2022-05-01T06:00:00,1013.92,364.83,1463.13,8201.96,436.04,44.21,1021.42,3171.25,1781.79,1095.04,198.92,349.58,17386.29,7285.79,241.5,7419.08,11723
2022-05-01T12:00:00,1008.96,369.29,1343.25,9048.54,664.25,45.25,1021.88,2918.42,1755.5,1160.17,254.54,348.13,18170.83,7115.04,234.71,7204.08,12734.08
2022-05-01T18:00:00,1003.21,361.96,1292.96,7350.75,0,46.13,1023.5,3001.71,1686.96,1058.04,191.92,369.13,16440.63,7797.29,407.75,7139.33,10246.92
2022-06-01T00:00:00,959.42,358.08,1415.08,4719.17,0,47.96,1016.79,2960.04,1844,958.33,43.29,362.54,13332.63,7198.63,707.04,7141.71,7543
2022-06-01T06:00:00,1050.75,362.29,394.88,2410.46,813.38,50.92,995.58,2985.96,2977,1973.63,798.08,380.25,15917.96,12299.79,44.46,9312.42,5880.75
2022-06-01T12:00:00,1057.79,355.63,552.96,1233.67,1278.63,51.67,1014.92,3068.96,2930.71,2108.75,443.13,391.58,16111.71,13046.67,46.83,9514.92,4973.46
2022-06-01T18:00:00,1043.83,353.54,1466.88,3759.83,0,52.63,1024.29,3174.96,2489.08,1680.92,292.21,384.5,15767.17,10540.75,280.21,8753.75,6968.92
2022-07-01T00:00:00,1002.38,355.38,1529.21,5407.67,0,43.21,1024.58,3199.58,1765.67,927.92,28.29,349.08,13274.58,6338,1053.83,7266.83,8366.13
