datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable
2019-04-01T00:00:00;1185;394;277;3312;0;50;2315;3169;485;886;28;304;11168;7579;436;7159;5246
2019-04-01T00:15:00;1185;389;270;3301;0;50;2314;3112;490;887;11;306;11055;7484;628;7109;5206
2019-04-01T00:30:00;1185;404;248;3254;0;50;2308;3070;487;888;10;303;11003;7501;629;7056;5151
2019-04-01T00:45:00;1180;386;233;3198;0;50;2301;3033;477;887;10;305;10916;7485;664;7003;5057
2019-04-01T01:00:00;1176;409;229;3172;0;50;2318;2951;477;884;11;305;10770;7370;730;6935;5047
2019-04-01T01:15:00;1172;391;225;3120;0;50;2313;2881;474;879;11;305;10658;7314;733;6852;4969
2019-04-01T01:30:00;1178;384;232;3069;0;50;2313;2880;476;882;11;305;10601;7301;746;6856;4924
2019-04-01T01:45:00;1181;384;226;3034;0;50;2312;2866;476;877;11;306;10547;7288;765;6837;4886
2019-04-01T02:00:00;1176;417;205;3067;0;50;2318;2867;479;882;10;306;10509;7238;615;6852;4925
2019-04-01T02:15:00;1175;409;186;3091;0;50;2314;2886;473;882;52;305;10513;7236;598;6860;4963
2019-04-01T02:30:00;1177;397;177;3084;0;50;2315;2913;474;881;51;306;10507;7246;646;6889;4936
2019-04-01T02:45:00;1177;391;175;3051;0;50;2315;2915;499;888;44;305;10545;7319;627;6922;4888
2019-04-01T03:00:00;1176;392;167;3009;0;50;2321;2906;519;918;45;306;10585;7409;664;6970;4839
2019-04-01T03:15:00;1173;391;161;2961;0;50;2318;2906;524;915;33;308;10607;7485;629;6971;4769
2019-04-01T03:30:00;1175;406;153;2939;0;50;2323;2979;545;925;14;305;10761;7669;587;7077;4737
2019-04-01T03:45:00;1176;401;148;2912;0;50;2319;3030;560;936;21;305;10815;7756;659;7150;4708
2019-04-01T04:00:00;1175;411;152;2879;0;50;2322;3044;583;962;21;300;11012;7981;638;7211;4688
2019-04-01T04:15:00;1177;435;153;2852;0;50;2321;3063;583;973;29;301;11193;8188;450;7241;4696
2019-04-01T04:30:00;1179;431;144;2825;0;50;2323;3115;585;976;61;303;11371;8402;277;7302;4690
2019-04-01T04:45:00;1180;431;141;2833;0;50;2324;3186;600;1005;82;303;11614;8641;267;7418;4717
2019-04-01T05:00:00;1185;427;137;2818;0;51;2326;3309;645;1118;113;305;11911;8956;153;7703;4731
2019-04-01T05:15:00;1182;423;127;2809;0;51;2339;3471;687;1152;140;305;12106;9170;205;7954;4732
2019-04-01T05:30:00;1192;435;116;2820;0;50;2347;3646;740;1205;153;305;12529;9593;207;8243;4766
2019-04-01T05:45:00;1186;443;110;2835;0;51;2346;3756;830;1257;224;305;12945;10001;244;8494;4849
2019-04-01T06:00:00;1199;420;111;2880;0;51;2345;3828;894;1446;99;305;13819;10828;70;8818;4760
2019-04-01T06:15:00;1205;414;101;2899;0;51;2347;3894;950;1477;242;305;14430;11430;38;8973;4912
2019-04-01T06:30:00;1208;423;108;2911;0;51;2350;3924;984;1481;481;304;14913;11894;5;9043;5182
2019-04-01T06:45:00;1206;415;110;2916;11;51;2349;3895;1009;1486;722;303;15172;12135;1;9042;5431
2019-04-01T07:00:00;1217;411;117;2929;59;51;2343;3890;1026;1532;861;315;15528;12424;0;9106;5645
2019-04-01T07:15:00;1221;417;125;2897;181;51;2350;3940;1010;1526;1012;314;15774;12571;0;9140;5904
2019-04-01T07:30:00;1221;418;119;2831;421;51;2350;3970;992;1522;977;312;15975;12606;0;9146;6038
2019-04-01T07:45:00;1220;420;129;2762;732;51;2353;3989;989;1526;932;314;16149;12526;0;9171;6246
2019-04-01T08:00:00;1222;423;137;2697;1099;51;2357;3996;982;1549;1051;315;16315;12383;0;9199;6680
2019-04-01T08:15:00;1226;422;145;2557;1496;51;2360;4001;989;1554;1032;316;16455;12257;0;9220;6929
2019-04-01T08:30:00;1226;418;154;2326;1924;51;2359;4003;1000;1555;997;314;16559;12156;0;9231;7096
2019-04-01T08:45:00;1230;425;160;2040;2399;51;2360;3986;993;1553;889;314;16592;11993;0;9206;7194
2019-04-01T09:00:00;1221;441;162;1757;2885;50;2360;4012;956;1517;1077;314;16460;11656;0;9159;7593
