Date,Biomass,Hydro,Wind Offshore,Wind Onshore,Solar,Other renewable,Nuclear,Brown coal,Hard coal,Fossil Gas,Hydro pumped storage,Other Conventional,Total grid load,Residual load,Reverse hydro pumped,Sum conventional,Sum renewable,CW,Season,Net exp MWh
19/05/2020,1170,504,460,1552,2365,41,1286,1693,606,1812,370,358,13633,9257,284,5755,6462,21,2,-1354
20/05/2020,1172,533,13,433,1862,40,1311,2224,535,2179,502,368,13014,10706,240,6617,4555,21,2,-1964
21/05/2020,1187,487,123,515,2780,37,1278,1157,387,1352,330,368,10625,7208,429,4543,5458,21,2,-941
22/05/2020,1177,471,1043,2252,1618,36,1276,1009,423,1212,392,356,12061,7147,365,4276,6989,21,2,-847
23/05/2020,1176,475,1177,3369,1166,35,1248,915,516,696,245,294,11562,5850,342,3668,7644,21,2,-243
24/05/2020,1184,427,1003,4345,1870,36,1328,911,547,481,163,241,11005,3786,592,3508,9029,22,2,1427
25/05/2020,1186,505,723,3546,1614,36,1595,1333,586,1430,412,305,13480,7598,285,5250,8022,22,2,-335
26/05/2020,1191,489,15,444,2370,37,1652,2054,666,2250,481,339,13327,10498,302,6960,5025,22,2,-1558
27/05/2020,1188,475,341,1008,2666,37,1618,1535,548,2059,357,338,13515,9500,350,6098,6071,22,2,-1476
28/05/2020,1189,454,296,2382,2524,36,1620,1318,445,1923,324,374,13496,8294,383,5679,7206,22,2,-701
29/05/2020,1199,461,147,1337,2557,37,1572,1387,416,1897,348,355,12867,8826,217,5628,6087,22,2,-1191
30/05/2020,1188,422,215,2383,2314,37,1581,880,498,775,313,323,11213,6302,366,4058,6873,22,2,-262
31/05/2020,1182,367,572,2611,2474,37,1653,832,576,603,239,311,10398,4742,504,3975,7482,23,2,1114
01/06/2020,1176,353,606,2089,3025,38,1880,937,455,694,188,322,10252,4532,432,4289,7476,23,2,1535
02/06/2020,1170,398,157,997,2883,38,1950,1574,578,1785,435,244,13067,9031,212,6130,6077,23,2,-693
03/06/2020,1160,450,797,957,2433,37,1951,1920,445,2067,424,246,13493,9307,283,6628,6259,23,2,-625
04/06/2020,1169,483,925,1484,1067,37,1967,1920,578,2095,311,262,13874,10399,323,6823,5476,23,2,-1459
05/06/2020,1189,496,685,3872,1480,38,1949,1201,369,1694,282,239,13645,7608,293,5452,8042,23,2,116
06/06/2020,1163,454,1261,4172,1705,38,1860,886,325,665,238,234,11940,4802,449,3968,9031,23,2,1303
07/06/2020,1112,452,478,2315,1377,38,1945,1072,358,889,151,241,10808,6639,375,4506,5924,24,2,-73
08/06/2020,1112,512,165,414,1892,37,1970,2271,395,2139,300,184,13097,10626,216,6959,4434,24,2,-1169
09/06/2020,1101,529,22,881,1347,38,1969,2861,731,2468,304,235,13482,11232,190,8265,4223,24,2,-731
10/06/2020,1097,535,192,1163,1202,38,1962,2748,543,2505,310,246,13447,10889,211,8004,4538,24,2,-587
11/06/2020,1088,553,1159,1222,1322,38,1945,1764,306,1961,177,237,11860,8157,234,6212,5560,24,2,372
12/06/2020,1084,544,1071,1793,2602,37,1849,1345,299,1553,195,244,12410,6944,306,5290,7326,24,2,479
13/06/2020,1072,518,1024,2068,2315,37,1576,988,348,1157,191,261,11472,6067,260,4331,7224,24,2,391
14/06/2020,1078,550,777,2127,919,38,1602,1100,309,1197,187,247,10899,7077,354,4456,5675,25,2,-310
15/06/2020,1057,558,353,1196,1433,38,1623,2888,571,2158,285,290,13176,10195,191,7530,4920,25,2,-468
16/06/2020,1026,543,50,238,1705,38,1630,3250,768,2321,298,295,13538,11545,155,8265,3898,25,2,-994
17/06/2020,1050,572,208,640,1967,38,1623,3262,808,2517,188,272,13564,10749,211,8482,4664,25,2,-360
18/06/2020,1117,604,315,1198,1791,38,1615,3081,739,2486,210,281,13635,10331,167,8202,5272,25,2,-35
19/06/2020,1119,603,97,1345,1597,38,1429,2830,469,2404,236,279,13128,10090,172,7411,5035,25,2,-414
20/06/2020,1112,579,179,2430,1774,38,1304,1460,360,1507,211,265,11427,7045,233,4896,6322,25,2,78
21/06/2020,1110,557,288,928,2358,38,1277,1400,323,1101,115,265,10524,6950,379,4366,5393,26,2,-668
22/06/2020,1106,583,136,1386,2355,37,1322,2368,545,1973,294,207,13304,9427,182,6416,5898,26,2,-571
23/06/2020,1109,579,102,746,2912,37,1324,2842,520,2186,267,202,13595,9837,214,7073,5752,26,2,-452
24/06/2020,1118,564,170,1238,2807,37,1314,2876,740,2316,241,252,13517,9303,190,7499,6176,26,2,267
25/06/2020,1119,561,598,1940,2424,38,1316,2842,704,2340,244,266,13743,8782,195,7469,6923,26,2,779
26/06/2020,1125,546,451,1451,2610,37,1315,2829,663,2213,277,280,13305,8794,250,7300,6495,26,2,495
27/06/2020,1115,560,195,1520,2371,36,1312,1900,412,1728,231,275,11448,7363,204,5626,6028,26,2,164
28/06/2020,1115,550,765,2425,1720,36,1265,1464,389,1044,153,202,10675,5765,435,4363,6766,27,2,520
29/06/2020,1122,557,947,2508,1999,36,1262,1898,425,1878,336,201,13319,7865,248,5663,7505,27,2,60
30/06/2020,1111,576,848,4793,2181,36,1229,1504,547,1470,270,257,14016,6195,380,5007,9813,27,2,626
01/07/2020,1118,607,472,2901,2125,36,1319,2346,506,2057,304,220,13998,8501,240,6448,7563,27,3,319
02/07/2020,1111,610,180,1684,1864,40,1325,2545,614,2274,368,227,13817,10090,262,6986,5856,27,3,-617
03/07/2020,1128,582,520,1971,2132,37,1327,2290,369,2185,349,237,13266,8644,307,6408,6717,27,3,-141
04/07/2020,1114,564,1346,4890,2178,36,1175,981,240,723,339,253,11945,3532,459,3372,10467,27,3,1868
05/07/2020,1110,503,1021,5666,1759,36,1032,993,247,509,254,252,11376,2930,515,3032,10348,28,3,2206
06/07/2020,1112,570,1287,5747,2143,36,1228,1251,485,946,273,266,14064,4887,409,4176,11168,28,3,1203
07/07/2020,1122,570,969,2283,2321,37,1330,1961,453,2073,326,267,14052,8479,343,6084,7629,28,3,-224
08/07/2020,1130,567,336,1067,1528,37,1334,2668,832,2327,437,269,13977,11046,219,7430,5103,28,3,-1156
09/07/2020,1119,576,101,1615,1740,37,1326,2727,914,2275,248,271,13984,10529,314,7514,5434,28,3,-947
10/07/2020,1113,534,566,3094,1777,37,1220,2366,606,2220,288,303,13599,8162,379,6715,7409,28,3,493
11/07/2020,1108,535,616,1427,2019,38,1074,1740,451,2008,218,344,11530,7467,298,5616,5961,28,3,100
12/07/2020,1115,525,366,949,2527,37,1201,1411,483,1714,165,342,10510,6669,479,5152,5684,29,3,214
13/07/2020,1112,509,230,476,2820,37,1235,2359,591,2227,306,322,13057,9533,243,6735,5490,29,3,-880
14/07/2020,1140,509,290,865,2228,37,1220,2658,725,2343,245,330,13606,10224,213,7276,5315,29,3,-1055
15/07/2020,1145,524,56,531,1323,38,1265,2784,1100,2393,420,328,13763,11852,230,7870,4038,29,3,-1820
16/07/2020,1147,547,45,506,1125,38,1427,2833,1340,2156,352,317,13793,12118,256,8073,3759,29,3,-1672
17/07/2020,1152,554,60,451,1877,38,1628,2872,825,2234,277,272,13211,10824,304,7831,4409,29,3,-829
18/07/2020,1135,540,191,148,2252,38,1523,2094,500,1963,198,333,11098,8506,291,6412,4502,29,3,-112
19/07/2020,1115,510,165,556,2364,37,1599,1728,405,1821,148,335,10289,7204,492,5888,4895,30,3,228
20/07/2020,1115,511,283,1310,2243,41,1609,2526,423,2133,262,354,13114,9278,226,7044,5766,30,3,-330
21/07/2020,1124,503,376,1238,2478,43,1612,2485,425,2327,259,360,13459,9367,342,7208,6022,30,3,-390
22/07/2020,1130,510,199,738,2522,44,1627,2657,444,2366,312,375,13542,10084,227,7469,5454,30,3,-537
23/07/2020,1134,511,520,448,2489,40,1618,2672,510,2333,326,362,13379,9922,345,7495,5467,30,3,-578
24/07/2020,1132,508,438,2185,1907,37,1619,2352,319,2249,292,288,13295,8766,398,6828,6498,30,3,-41
25/07/2020,1121,491,549,998,1933,37,1616,1726,285,1913,258,393,11151,7672,258,5932,5386,30,3,-31
26/07/2020,1115,429,850,2615,1729,37,1591,1422,268,1374,197,386,10558,5364,512,5042,6973,31,3,1112
27/07/2020,1122,465,766,1309,2084,37,1611,2033,411,2230,348,365,12983,8824,219,6650,6130,31,3,-370
28/07/2020,1111,456,1357,4295,2065,38,1553,1334,461,1749,293,283,13926,6209,484,5379,9615,31,3,806
29/07/2020,1106,469,1342,3016,2482,37,1591,1627,551,1696,363,347,13703,6864,384,5813,8816,31,3,701
30/07/2020,1123,471,543,1036,2704,37,1617,2289,343,2351,335,363,13456,9174,395,6963,6248,31,3,-370
31/07/2020,1098,470,273,647,2729,36,1614,2596,333,2169,378,359,13090,9441,304,7072,5632,31,3,-508
01/08/2020,1102,448,761,1613,2224,36,1603,2171,325,1778,290,365,11498,6900,394,6241,6474,31,3,727
02/08/2020,1105,451,338,1026,1219,37,1508,2224,332,1876,151,332,10548,7966,413,6273,4327,32,3,-172
03/08/2020,1124,517,101,773,1444,37,1490,2886,496,2418,332,362,12901,10583,261,7652,4329,32,3,-1110
04/08/2020,1126,457,202,675,1611,36,1566,2931,497,2468,302,358,13125,10638,264,7819,4409,32,3,-968
05/08/2020,1115,470,977,1372,2620,36,1843,2295,464,2156,314,348,13348,8379,480,7106,6905,32,3,113
06/08/2020,1116,524,278,998,2711,36,1946,2665,457,2242,367,322,13345,9359,388,7632,6030,32,3,146
07/08/2020,1105,546,132,674,2613,36,1948,2645,475,2232,418,312,13224,9806,330,7611,5524,32,3,-201
08/08/2020,1092,526,83,527,2514,36,1936,2499,448,1889,296,314,11527,8403,307,7087,5074,32,3,453
09/08/2020,1090,494,368,986,2230,36,1927,2233,446,1475,197,317,10791,7208,421,6399,5400,33,3,685
10/08/2020,1092,517,650,1414,2114,36,1936,3247,707,1921,412,328,13740,9562,290,8138,6236,33,3,522
11/08/2020,1090,520,878,2230,2264,36,1928,3111,776,1980,338,330,14410,9039,385,8125,7354,33,3,984
12/08/2020,1097,496,1000,2099,2345,35,1906,3041,775,1825,317,331,14268,8825,387,7879,7389,33,3,763
13/08/2020,1114,518,805,1437,1550,35,1933,2933,996,1869,374,324,14183,10392,346,8056,5833,33,3,-512
14/08/2020,1107,518,310,606,1483,36,1945,2897,1093,1979,375,343,13665,11266,329,8257,4435,33,3,-1202
15/08/2020,1106,504,295,336,1699,37,1947,2486,633,1762,226,339,11415,9085,300,7167,4203,33,3,-328
16/08/2020,1104,451,243,1128,2291,37,1936,2055,645,1444,129,341,10811,7150,499,6420,5382,34,3,605
17/08/2020,1108,496,150,1072,1570,37,1948,3075,1031,1925,477,336,13610,10817,176,8315,4910,34,3,-377
18/08/2020,1108,508,95,771,1748,36,1946,3250,1213,1994,371,313,13826,11213,321,8716,4637,34,3,-677
19/08/2020,1100,488,201,453,2240,37,1955,3238,1026,1978,318,309,13762,10868,292,8506,4837,34,3,-561
20/08/2020,1079,488,559,1469,2028,37,1941,3066,865,1831,384,308,14031,9976,345,8010,6044,34,3,-170
21/08/2020,1078,468,1061,2619,1972,36,1892,2586,566,1551,305,285,14068,8417,361,6880,7540,34,3,211
22/08/2020,1084,440,1298,3193,1278,37,1929,1556,451,886,257,293,11947,6178,310,5116,7586,34,3,622
23/08/2020,1106,458,904,3944,1664,37,1848,1339,471,751,118,295,11082,4569,512,4705,8232,35,3,1830
24/08/2020,1118,426,234,2137,1538,37,1967,2795,1235,1764,320,301,13513,9605,236,8061,5809,35,3,628
25/08/2020,1116,438,760,2200,1696,37,1947,3113,1068,1738,246,297,13976,9320,209,8162,6493,35,3,873
