datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable
2017-03-01T00:00:00;1188;360;779;4957;0;57;1591;3875;1017;588;242;1159;13742;8005;489;8230;7583
2017-03-01T00:15:00;1188;361;777;5021;0;56;1593;4086;961;587;187;1120;13497;7699;731;8347;7590
2017-03-01T00:30:00;1187;366;780;5063;0;56;1593;4158;916;589;16;1162;13370;7527;989;8418;7468
2017-03-01T00:45:00;1188;361;782;5104;0;56;1592;4183;879;584;12;1121;13199;7313;1064;8359;7503
2017-03-01T01:00:00;1186;367;783;5104;0;56;1593;4202;909;582;14;1181;13162;7275;761;8467;7510
2017-03-01T01:15:00;1187;368;789;5080;0;56;1593;4161;927;586;186;1149;13084;7216;824;8416;7666
2017-03-01T01:30:00;1187;369;795;5093;0;56;1593;4145;923;588;10;1170;12991;7103;865;8419;7510
2017-03-01T01:45:00;1187;371;801;5060;0;56;1593;4137;934;585;17;1140;13057;7197;855;8389;7492
2017-03-01T02:00:00;1185;361;811;5018;0;56;1594;4086;1001;582;8;1015;12794;6966;728;8278;7439
2017-03-01T02:15:00;1184;362;823;4980;0;56;1594;4099;1028;579;174;998;12861;7058;725;8298;7579
2017-03-01T02:30:00;1181;363;831;4915;0;56;1595;4059;1080;576;158;990;12853;7107;692;8300;7504
2017-03-01T02:45:00;1179;367;827;4858;0;56;1595;4061;1098;562;18;1008;12934;7249;650;8324;7305
2017-03-01T03:00:00;1170;366;817;4781;0;56;1595;4186;1065;559;16;1080;12872;7274;962;8485;7206
2017-03-01T03:15:00;1176;369;805;4706;0;56;1595;4219;1054;555;4;1020;12935;7425;796;8443;7116
2017-03-01T03:30:00;1180;371;773;4662;0;56;1595;4228;1083;556;3;982;12988;7554;750;8444;7045
2017-03-01T03:45:00;1181;371;755;4625;0;56;1595;4228;1083;558;115;1021;13040;7661;664;8485;7103
2017-03-01T04:00:00;1183;367;755;4548;0;57;1595;4228;1128;589;3;1037;12927;7624;799;8577;6913
2017-03-01T04:15:00;1179;368;746;4559;0;58;1617;4215;1146;590;6;1074;12993;7688;830;8642;6916
2017-03-01T04:30:00;1179;372;751;4552;0;58;1622;4214;1115;590;7;1025;13191;7888;711;8566;6919
2017-03-01T04:45:00;1179;376;740;4547;0;58;1623;4220;1125;598;131;1013;13426;8139;555;8579;7031
2017-03-01T05:00:00;1186;362;722;4506;0;58;1622;4161;1134;628;9;1175;13490;8262;774;8720;6843
