datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable
2022-05-01T00:00:00;1077;296;27;1020;0;32;990;3164;1427;974;171;249;10436;9389;27;6804;2623
2022-05-01T00:15:00;1078;297;22;977;0;32;991;3153;1386;948;78;250;10286;9287;37;6728;2484
2022-05-01T00:30:00;1065;299;22;921;0;32;990;3154;1360;945;47;250;10131;9189;60;6699;2386
2022-05-01T00:45:00;1080;300;19;886;0;32;991;3156;1341;946;59;249;10140;9236;199;6683;2376
2022-05-01T01:00:00;1081;315;19;863;0;32;991;3160;1330;960;96;249;9937;9055;152;6690;2406
2022-05-01T01:15:00;1080;304;20;849;0;32;991;3154;1316;966;63;250;9781;8913;170;6677;2348
2022-05-01T01:30:00;1079;307;18;851;0;32;990;3152;1304;971;50;250;9705;8836;170;6667;2337
2022-05-01T01:45:00;1080;308;17;831;0;32;991;3150;1293;971;30;249;9582;8735;225;6654;2298
2022-05-01T02:00:00;1079;339;13;809;0;32;991;3150;1290;944;80;250;9537;8715;146;6625;2352
2022-05-01T02:15:00;1079;314;13;776;0;32;991;3151;1287;933;47;250;9441;8653;140;6612;2261
2022-05-01T02:30:00;1079;314;14;737;0;32;991;3155;1288;939;43;250;9401;8650;153;6623;2219
2022-05-01T02:45:00;1078;314;16;724;0;32;991;3178;1285;938;45;248;9369;8628;162;6640;2209
2022-05-01T03:00:00;1079;309;15;718;0;32;991;3218;1284;954;39;247;9313;8581;164;6694;2192
2022-05-01T03:15:00;1079;309;14;702;0;32;992;3247;1283;948;38;246;9316;8601;207;6716;2174
2022-05-01T03:30:00;1079;309;12;685;0;32;991;3275;1286;937;38;249;9373;8676;251;6738;2155
2022-05-01T03:45:00;1077;309;10;652;0;32;991;3276;1283;945;41;249;9372;8711;200;6744;2121
2022-05-01T04:00:00;1078;311;9;664;0;33;991;3279;1281;926;41;250;9446;8773;178;6727;2136
2022-05-01T04:15:00;1077;309;7;656;0;34;991;3282;1287;937;32;252;9477;8815;196;6749;2115
2022-05-01T04:30:00;1077;310;6;626;0;35;991;3278;1289;925;51;253;9463;8831;172;6736;2105
2022-05-01T04:45:00;1075;311;5;629;0;35;991;3270;1287;924;42;252;9425;8792;161;6724;2097
2022-05-01T05:00:00;1075;338;5;610;0;35;991;3290;1294;972;59;251;9413;8799;152;6798;2122
2022-05-01T05:15:00;1075;333;8;587;0;35;991;3294;1293;981;54;252;9395;8800;158;6811;2092
2022-05-01T05:30:00;1075;334;14;594;2;35;992;3299;1293;987;49;252;9364;8755;166;6823;2103
2022-05-01T05:45:00;1074;322;11;603;14;35;992;3299;1292;981;45;253;9361;8733;176;6817;2104
2022-05-01T06:00:00;1074;322;9;579;41;35;991;3289;1278;928;50;253;9296;8668;187;6739;2110
2022-05-01T06:15:00;1073;320;8;561;88;35;991;3288;1278;919;48;253;9347;8691;198;6729;2133
2022-05-01T06:30:00;1072;311;9;547;179;35;991;3297;1273;913;8;254;9399;8664;213;6728;2161
2022-05-01T06:45:00;1070;308;9;542;320;35;991;3293;1266;921;10;253;9484;8614;207;6724;2294
2022-05-01T07:00:00;1073;314;11;493;500;35;991;3291;1282;952;11;252;9597;8593;186;6768;2437
2022-05-01T07:15:00;1074;324;14;464;703;35;992;3298;1286;937;8;253;9754;8573;178;6766;2622
2022-05-01T07:30:00;1075;332;12;418;923;35;991;3298;1288;944;12;253;9930;8577;227;6774;2807
2022-05-01T07:45:00;1075;320;12;371;1170;35;991;3306;1284;948;16;253;10093;8541;244;6782;2999
2022-05-01T08:00:00;1077;321;13;310;1468;35;991;3313;1278;951;8;252;10272;8480;219;6785;3232
2022-05-01T08:15:00;1077;314;11;260;1775;35;991;3310;1276;951;10;252;10505;8459;195;6780;3482
2022-05-01T08:30:00;1078;312;9;229;2106;35;991;3310;1292;942;8;249;10691;8348;277;6784;3777
2022-05-01T08:45:00;1077;312;7;220;2435;35;991;3302;1301;937;3;249;10822;8160;357;6780;4089
2022-05-01T09:00:00;1080;325;5;199;2764;35;991;3304;1309;849;43;249;11109;8141;268;6702;4451
2022-05-01T09:15:00;1081;311;4;181;3106;35;991;3312;1307;781;15;249;11257;7966;416;6640;4733
2022-05-01T09:30:00;1081;309;4;167;3453;35;991;3292;1280;778;2;250;11459;7836;547;6591;5051
2022-05-01T09:45:00;1082;308;3;164;3786;35;990;3287;1233;749;2;251;11727;7776;666;6510;5380
2022-05-01T10:00:00;1082;310;2;171;4098;35;990;3269;1190;696;4;252;11889;7619;629;6397;5702
2022-05-01T10:15:00;1083;310;0;174;4381;35;990;3225;1141;682;7;252;12075;7520;758;6290;5990
