datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable;price;priceNeighboringCountry;netExport
2022-08-06T21:30:00;1049;333;177;1066;0;27;998;3330;1773;726;1450;165;11559;10316;4;6992;4102;380,64;338,7;70
2022-08-06T21:45:00;1050;328;184;1178;0;27;998;3327;1779;724;1292;165;11485;10124;4;6993;4059;380,64;338,7;70
2022-08-06T22:00:00;1049;330;192;1242;0;27;998;3317;1772;736;1419;165;11480;10046;4;6988;4259;369,08;324,99;432
2022-08-06T22:15:00;1049;325;190;1342;0;27;997;3320;1773;732;1122;165;11289;9757;41;6987;4055;369,08;324,99;432
2022-08-06T22:30:00;1050;321;205;1401;0;27;997;3330;1772;730;885;165;11063;9457;59;6994;3889;369,08;324,99;432
2022-08-06T22:45:00;1050;307;188;1450;0;27;996;3342;1772;712;754;165;11065;9428;60;6987;3776;369,08;324,99;431
2022-08-06T23:00:00;1051;308;179;1493;0;27;998;3329;1747;713;678;165;10911;9239;60;6952;3736;324,98;280,13;571
2022-08-06T23:15:00;1052;308;170;1507;0;27;997;3317;1748;702;496;165;10807;9130;60;6929;3560;324,98;280,13;572
2022-08-06T23:30:00;1052;307;179;1504;0;27;997;3318;1743;693;360;165;10650;8967;59;6916;3429;324,98;280,13;571
2022-08-06T23:45:00;1052;297;190;1510;0;27;994;3316;1745;693;261;165;10599;8900;60;6913;3337;324,98;280,13;571
2022-08-07T00:00:00;1051;299;203;1496;0;27;999;3346;1753;759;455;159;10427;8729;60;7016;3531;277,89;243,37;771
2022-08-07T00:15:00;1051;295;206;1504;0;27;1000;3359;1741;744;356;159;10306;8596;77;7003;3439;277,89;243,37;771
2022-08-07T00:30:00;1052;294;215;1518;0;27;999;3370;1731;683;165;159;10222;8489;107;6942;3271;277,89;243,37;770
2022-08-07T00:45:00;1053;292;224;1520;0;27;998;3370;1677;655;90;159;10157;8413;120;6859;3206;277,89;243,37;771
2022-08-07T01:00:00;1053;292;232;1504;0;27;1000;3338;1604;587;147;159;9996;8260;114;6688;3255;232,85;204,88;679
2022-08-07T01:15:00;1054;291;228;1475;0;27;1000;3304;1566;567;137;159;9958;8255;143;6596;3212;232,85;204,88;679
2022-08-07T01:30:00;1055;290;226;1465;0;27;999;3293;1545;575;135;159;9870;8180;146;6571;3198;232,85;204,88;679
2022-08-07T01:45:00;1055;289;223;1474;0;27;999;3263;1523;574;180;159;9806;8110;183;6518;3248;232,85;204,88;677
2022-08-07T02:00:00;1056;290;217;1446;0;27;1002;3218;1473;564;117;160;9801;8138;124;6417;3153;218,28;192,33;593
2022-08-07T02:15:00;1056;288;222;1428;0;27;1001;3213;1466;533;114;160;9783;8132;122;6373;3135;218,28;192,33;589
2022-08-07T02:30:00;1055;289;220;1403;0;27;1001;3208;1483;527;106;160;9726;8103;180;6379;3100;218,28;192,33;589
2022-08-07T02:45:00;1055;288;203;1389;0;27;1001;3206;1480;524;68;160;9707;8116;191;6371;3030;218,28;192,33;589
2022-08-07T03:00:00;1055;287;189;1356;0;27;1002;3215;1492;516;23;160;9575;8030;218;6385;2937;206,4;182,53;261
2022-08-07T03:15:00;1055;286;186;1350;0;27;1002;3202;1495;521;42;160;9677;8141;317;6380;2946;206,4;182,53;261
2022-08-07T03:30:00;1055;285;185;1325;0;27;1002;3127;1494;526;31;160;9633;8123;228;6309;2908;206,4;182,53;259
2022-08-07T03:45:00;1052;284;188;1292;0;27;1002;3097;1502;529;44;160;9611;8131;250;6290;2887;206,4;182,53;260
2022-08-07T04:00:00;1054;286;195;1277;0;27;986;3042;1515;534;79;160;9620;8148;198;6237;2918;200,47;178,28;237
2022-08-07T04:15:00;1055;286;195;1235;0;27;983;3021;1535;528;94;160;9615;8186;191;6227;2892;200,47;178,28;238
2022-08-07T04:30:00;1055;285;201;1188;0;27;982;3006;1552;521;102;160;9640;8251;176;6221;2858;200,47;178,28;238
2022-08-07T04:45:00;1053;286;204;1171;0;27;982;3016;1552;525;103;160;9596;8221;152;6235;2844;200,47;178,28;238
2022-08-07T05:00:00;1053;282;208;1163;0;27;981;3024;1562;518;98;158;9649;8279;148;6243;2831;205,23;181,97;206
2022-08-07T05:15:00;1053;283;199;1174;1;27;982;3023;1563;518;64;158;9630;8256;142;6244;2801;205,23;181,97;207
2022-08-07T05:30:00;1052;291;198;1162;3;27;981;3020;1563;517;56;158;9630;8267;143;6239;2789;205,23;181,97;207
2022-08-07T05:45:00;1052;290;207;1147;17;27;976;3016;1565;515;56;158;9565;8194;144;6230;2796;205,23;181,97;208
2022-08-07T06:00:00;1054;292;219;1150;55;27;963;3014;1586;527;75;158;9553;8130;211;6248;2872;205;181,13;172
2022-08-07T06:15:00;1054;294;228;1124;138;27;961;3027;1587;537;46;158;9624;8134;238;6270;2911;205;181,13;170
2022-08-07T06:30:00;1054;308;220;1075;286;27;962;3014;1585;532;22;158;9781;8200;297;6251;2992;205;181,13;170
2022-08-07T06:45:00;1052;310;215;1044;499;27;962;3019;1589;529;31;158;9850;8092;354;6257;3178;205;181,13;169
2022-08-07T07:00:00;1054;316;209;1011;792;27;959;3022;1590;545;156;158;9960;7948;175;6274;3565;206,29;183,15;684
2022-08-07T07:15:00;1055;313;211;950;1159;27;959;3010;1594;539;73;158;10031;7712;173;6260;3788;206,29;183,15;681
2022-08-07T07:30:00;1056;313;205;884;1577;27;960;2994;1565;536;39;158;10198;7533;231;6213;4101;206,29;183,15;677
2022-08-07T07:45:00;1057;314;200;786;2060;27;959;2982;1525;533;4;158;10406;7361;314;6157;4448;206,29;183,15;676
2022-08-07T08:00:00;1058;315;188;682;2572;27;960;3000;1428;534;148;158;10698;7256;226;6080;4990;162,27;150,24;1.148
2022-08-07T08:15:00;1059;320;177;573;3117;27;958;3006;1293;537;133;158;10981;7114;233;5952;5406;162,27;150,24;1.126
2022-08-07T08:30:00;1060;317;173;488;3691;27;958;2992;1145;533;68;158;11229;6878;378;5786;5824;162,27;150,24;1.105
2022-08-07T08:45:00;1059;312;175;431;4239;27;957;2984;1035;534;34;158;11331;6487;482;5668;6277;162,27;150,24;1.104
2022-08-07T09:00:00;1062;309;173;393;4794;27;959;3005;945;513;78;158;11352;5993;278;5580;6836;142,7;132,75;1.480
2022-08-07T09:15:00;1061;313;176;380;5348;27;955;2989;913;514;5;158;11726;5822;512;5529;7310;142,7;132,75;1.454
2022-08-07T09:30:00;1062;313;177;384;5841;27;954;2936;885;513;2;158;11893;5491;926;5446;7806;142,7;132,75;1.440
2022-08-07T09:45:00;1062;314;173;380;6282;27;955;2886;827;510;1;158;12237;5402;1291;5336;8239;142,7;132,75;1.426
2022-08-07T10:00:00;1063;316;184;394;6723;27;955;2759;821;501;0;158;12353;5052;1277;5194;8707;100;99,11;1.702
2022-08-07T10:15:00;1063;313;197;423;7049;27;949;2582;811;503;0;158;12448;4780;1301;5003;9072;100;99,11;1.688
2022-08-07T10:30:00;1063;312;196;422;7389;27;949;2471;810;504;9;158;12702;4696;1428;4892;9418;100;99,11;1.643
2022-08-07T10:45:00;1064;313;198;430;7659;27;947;2350;811;505;32;158;12860;4573;1503;4771;9723;100;99,11;1.619
2022-08-07T11:00:00;1067;319;209;455;7888;27;951;2312;811;505;22;159;12895;4343;1328;4738;9987;87,69;91,82;2.246
2022-08-07T11:15:00;1067;329;213;465;8053;27;952;2252;811;508;15;159;12992;4263;1330;4682;10169;87,69;91,82;2.245
2022-08-07T11:30:00;1067;334;219;469;8272;27;950;2209;810;512;11;159;12988;4029;1400;4640;10399;87,69;91,82;2.239
2022-08-07T11:45:00;1069;331;227;468;8376;27;946;2195;808;512;10;159;13068;3997;1461;4620;10508;87,69;91,82;2.234
2022-08-07T12:00:00;1070;333;238;470;8526;27;950;2212;823;501;25;159;12996;3763;1594;4645;10689;86,82;95,98;2.475
2022-08-07T12:15:00;1070;336;250;479;8553;27;956;2165;825;494;28;159;12902;3619;1682;4599;10743;86,82;95,98;2.461
2022-08-07T12:30:00;1069;323;259;482;8624;27;951;2102;824;489;37;159;12750;3385;1699;4525;10821;86,82;95,98;2.471
2022-08-07T12:45:00;1070;324;268;461;8655;27;946;1991;818;496;36;159;12683;3298;1716;4410;10841;86,82;95,98;2.455
2022-08-07T13:00:00;1071;331;285;406;8662;27;945;1886;765;496;30;159;12619;3266;1719;4251;10812;69,74;87,9;2.191
2022-08-07T13:15:00;1070;334;297;402;8661;27;944;1856;750;493;13;159;12536;3176;1762;4202;10804;69,74;87,9;2.188
2022-08-07T13:30:00;1072;336;284;373;8663;27;945;1846;741;489;12;159;12439;3119;1773;4180;10767;69,74;87,9;2.191
2022-08-07T13:45:00;1072;346;274;374;8618;27;938;1848;731;491;21;159;12330;3064;1802;4167;10732;69,74;87,9;2.191
2022-08-07T14:00:00;1074;346;275;407;8558;27;937;1843;741;501;31;159;12199;2959;1792;4181;10718;70,02;86,19;2.352
2022-08-07T14:15:00;1072;338;259;430;8428;27;937;1855;717;497;15;159;12113;2996;1776;4165;10569;70,02;86,19;2.342
2022-08-07T14:30:00;1074;343;253;453;8411;27;934;1852;699;493;12;159;11995;2880;1784;4137;10573;70,02;86,19;2.349
2022-08-07T14:45:00;1075;343;255;469;8281;27;930;1867;668;501;42;159;12008;3005;1692;4125;10492;70,02;86,19;2.347
2022-08-07T15:00:00;1077;342;255;458;8082;27;928;1911;655;489;43;159;12015;3220;1639;4142;10284;86,15;95,97;2.067
2022-08-07T15:15:00;1078;341;246;449;7826;27;931;1946;658;489;36;159;11965;3445;1569;4183;10003;86,15;95,97;2.062
2022-08-07T15:30:00;1078;348;248;449;7564;27;935;1977;672;491;42;159;11910;3649;1431;4234;9756;86,15;95,97;2.065
2022-08-07T15:45:00;1077;327;252;462;7247;27;935;2100;743;489;23;159;11872;3911;1318;4426;9415;86,15;95,97;2.075
2022-08-07T16:00:00;1078;331;265;466;6931;27;948;2205;743;499;13;159;11965;4304;1386;4554;9111;102,82;110,51;1.886
2022-08-07T16:15:00;1079;326;272;459;6552;27;969;2351;757;510;10;159;11910;4627;1157;4746;8725;102,82;110,51;1.919
2022-08-07T16:30:00;1079;333;258;452;6110;27;976;2516;776;514;39;159;11818;4998;932;4941;8298;102,82;110,51;1.914
2022-08-07T16:45:00;1078;333;258;473;5657;27;980;2729;835;517;70;159;11709;5320;835;5220;7896;102,82;110,51;1.919
2022-08-07T17:00:00;1077;328;254;458;5232;27;978;2877;937;564;19;159;11695;5751;956;5515;7395;199,42;189,47;1.369
2022-08-07T17:15:00;1077;329;250;463;4798;27;976;2961;1106;592;44;159;11643;6133;315;5794;6988;199,42;189,47;1.398
2022-08-07T17:30:00;1077;332;223;472;4323;27;990;3022;1280;583;161;159;11738;6721;219;6034;6615;199,42;189,47;1.397
2022-08-07T17:45:00;1076;334;193;510;3825;27;990;3089;1433;606;311;159;11787;7259;173;6277;6276;199,42;189,47;1.395
2022-08-07T18:00:00;1078;323;193;538;3342;27;989;3148;1614;651;67;159;11991;7919;362;6561;5568;301,67;273,24;496
2022-08-07T18:15:00;1077;326;174;534;2830;27;994;3202;1743;685;66;159;11921;8384;84;6783;5034;301,67;273,24;495
2022-08-07T18:30:00;1076;340;153;546;2354;27;995;3213;1809;728;215;159;11895;8842;12;6904;4711;301,67;273,24;495
2022-08-07T18:45:00;1074;344;138;566;1890;27;994;3211;1851;729;522;159;11905;9312;9;6944;4561;301,67;273,24;504
2022-08-07T19:00:00;1076;320;121;579;1452;27;992;3201;1877;740;67;159;11846;9694;67;6969;3642;393,3;350,32;-625
2022-08-07T19:15:00;1076;335;105;603;1080;27;994;3226;1890;738;228;159;11866;10078;53;7007;3454;393,3;350,32;-618
2022-08-07T19:30:00;1077;340;100;622;786;27;995;3225;1904;735;517;159;11869;10362;40;7018;3469;393,3;350,32;-602
2022-08-07T19:45:00;1077;338;105;642;545;27;995;3242;1914;734;731;159;11892;10601;9;7044;3465;393,3;350,32;-597
2022-08-07T20:00:00;1077;336;111;646;352;27;995;3259;1950;747;503;159;11855;10747;9;7110;3052;421,99;375,8;-896
2022-08-07T20:15:00;1080;346;109;685;188;27;995;3262;1956;749;652;159;11837;10856;11;7121;3087;421,99;375,8;-890
2022-08-07T20:30:00;1081;346;96;783;72;27;996;3253;1966;745;654;159;11789;10838;11;7119;3059;421,99;375,8;-888
2022-08-07T20:45:00;1078;343;91;863;17;27;996;3248;1965;747;527;159;11688;10718;9;7115;2946;421,99;375,8;-877
2022-08-07T21:00:00;1077;349;90;896;3;27;996;3263;1958;739;636;159;11873;10884;10;7115;3078;419,92;379,14;-771
2022-08-07T21:15:00;1078;348;81;960;0;27;996;3262;1946;744;599;159;11912;10871;12;7107;3093;419,92;379,14;-756
2022-08-07T21:30:00;1080;345;72;1091;0;27;996;3261;1934;740;616;159;11962;10800;7;7090;3231;419,92;379,14;-756
2022-08-07T21:45:00;1080;359;62;1203;0;27;995;3235;1909;739;455;159;11858;10594;7;7037;3186;419,92;379,14;-755
2022-08-07T22:00:00;1079;386;65;1270;0;27;995;3230;1887;735;628;156;11826;10492;7;7003;3455;401,86;359,77;-382
2022-08-07T22:15:00;1079;352;78;1362;0;27;995;3210;1873;736;488;156;11683;10244;12;6970;3386;401,86;359,77;-380
2022-08-07T22:30:00;1081;317;82;1492;0;27;995;3214;1867;730;346;156;11417;9844;34;6962;3345;401,86;359,77;-380
2022-08-07T22:45:00;1082;327;82;1558;0;27;995;3212;1860;735;254;156;11272;9633;100;6958;3330;401,86;359,77;-380
2022-08-07T23:00:00;1081;311;76;1602;0;27;997;3228;1848;728;339;156;11217;9540;100;6957;3436;359,42;317,08;-115
2022-08-07T23:15:00;1082;311;67;1631;0;27;996;3216;1851;731;126;156;11063;9365;116;6950;3244;359,42;317,08;-116
2022-08-07T23:30:00;1083;314;59;1601;0;27;996;3217;1856;727;75;156;10899;9239;227;6952;3159;359,42;317,08;-110
2022-08-07T23:45:00;1082;331;47;1607;0;27;995;3213;1853;729;89;156;10848;9194;378;6946;3183;359,42;317,08;-117
2022-08-08T00:00:00;1082;374;39;1554;0;27;998;3231;1854;761;27;154;10793;9200;210;6998;3103;310,08;271,61;-36
2022-08-08T00:15:00;1083;336;32;1521;0;27;996;3216;1874;754;64;154;10774;9222;284;6994;3063;310,08;271,61;-36
2022-08-08T00:30:00;1084;331;28;1439;0;27;996;3221;1881;696;36;155;10715;9247;359;6949;2945;310,08;271,61;-36
2022-08-08T00:45:00;1084;329;32;1387;0;27;996;3218;1904;664;7;154;10623;9205;408;6936;2866;310,08;271,61;-36
2022-08-08T01:00:00;1085;316;37;1289;0;27;998;3233;1945;590;7;154;10491;9165;614;6920;2761;271,57;238,47;-431
2022-08-08T01:15:00;1084;315;35;1225;0;27;998;3227;1972;570;7;154;10481;9222;718;6921;2693;271,57;238,47;-432
2022-08-08T01:30:00;1085;318;32;1177;0;27;998;3219;1938;576;7;154;10381;9173;764;6885;2646;271,57;238,47;-430
2022-08-08T01:45:00;1085;315;36;1121;0;27;998;3224;1954;576;6;154;10450;9294;829;6906;2590;271,57;238,47;-434
2022-08-08T02:00:00;1082;292;56;1051;0;27;1000;3236;1986;573;4;154;10441;9335;910;6949;2512;281,49;246,94;-712
2022-08-08T02:15:00;1083;284;64;988;0;27;998;3220;2013;582;4;154;10435;9384;947;6967;2450;281,49;246,94;-709
2022-08-08T02:30:00;1084;300;64;933;0;27;999;3224;2023;575;11;154;10339;9342;981;6975;2419;281,49;246,94;-709
2022-08-08T02:45:00;1083;307;63;884;0;27;999;3226;2027;577;11;154;10307;9360;1005;6983;2375;281,49;246,94;-708
2022-08-08T03:00:00;1084;340;62;827;0;27;1001;3223;2023;579;5;154;10312;9423;1057;6980;2345;278,39;244,55;-966
2022-08-08T03:15:00;1083;336;64;777;0;27;1002;3223;2004;583;5;154;10372;9531;1079;6966;2292;278,39;244,55;-965
2022-08-08T03:30:00;1083;294;66;749;0;27;1002;3229;1979;585;5;154;10381;9567;1041;6949;2224;278,39;244,55;-965
2022-08-08T03:45:00;1083;293;66;707;0;27;1002;3225;1979;587;5;154;10328;9556;1009;6947;2181;278,39;244,55;-967
2022-08-08T04:00:00;1083;288;65;685;0;27;1002;3231;1980;593;6;154;10473;9723;959;6960;2154;272,89;240,17;-1.142
2022-08-08T04:15:00;1083;294;64;655;0;27;1003;3230;1990;595;5;154;10606;9887;851;6972;2128;272,89;240,17;-1.143
2022-08-08T04:30:00;1083;296;62;628;0;27;1003;3231;2013;591;10;154;10672;9983;717;6992;2106;272,89;240,17;-1.144
2022-08-08T04:45:00;1082;296;51;615;0;27;1002;3211;2030;587;9;154;10703;10037;498;6984;2080;272,89;240,17;-1.145
2022-08-08T05:00:00;1082;310;44;607;0;27;1001;3215;2053;620;13;151;11022;10371;407;7040;2083;310,38;286,53;-1.394
2022-08-08T05:15:00;1082;328;44;610;1;27;1002;3212;2066;637;23;151;11095;10441;307;7068;2115;310,38;286,53;-1.394
2022-08-08T05:30:00;1081;306;41;597;2;27;1002;3205;2064;655;21;151;11192;10553;122;7077;2075;310,38;286,53;-1.397
2022-08-08T05:45:00;1080;332;43;577;15;27;1003;3212;2076;675;239;151;11556;10920;58;7117;2313;310,38;286,53;-1.397
2022-08-08T06:00:00;1082;320;40;592;50;27;1003;3198;2103;698;80;150;12021;11339;116;7152;2191;408,54;382,73;-2.129
2022-08-08T06:15:00;1082;341;38;599;123;27;1003;3193;2103;697;295;150;12429;11669;64;7146;2505;408,54;382,73;-2.129
2022-08-08T06:30:00;1081;330;37;580;265;27;1003;3195;2106;687;478;150;12764;11883;25;7141;2798;408,54;382,73;-2.129
2022-08-08T06:45:00;1081;314;37;565;476;27;1003;3197;2107;697;588;150;13108;12030;7;7154;3088;408,54;382,73;-2.123
2022-08-08T07:00:00;1082;314;44;554;760;27;1003;3199;2119;731;617;150;13561;12203;6;7202;3398;419,99;401,17;-2.072
2022-08-08T07:15:00;1084;317;48;536;1126;27;1004;3204;2121;720;623;150;13868;12159;5;7199;3761;419,99;401,17;-2.072
2022-08-08T07:30:00;1084;316;49;497;1554;27;1004;3204;2120;724;563;150;14159;12060;5;7202;4090;419,99;401,17;-2.063
2022-08-08T07:45:00;1084;313;48;454;2022;27;1004;3193;2140;727;332;150;14345;11821;4;7214;4280;419,99;401,17;-2.059
2022-08-08T08:00:00;1087;326;33;401;2528;27;1003;3201;2180;734;1062;156;14622;11660;3;7274;5464;414,68;398,57;-1.026
2022-08-08T08:15:00;1088;328;23;331;3066;27;1004;3203;2161;746;933;156;14780;11359;3;7270;5796;414,68;398,57;-1.025
2022-08-08T08:30:00;1089;324;17;259;3641;27;1003;3208;2142;755;481;156;14961;11045;5;7264;5838;414,68;398,57;-1.030
2022-08-08T08:45:00;1085;322;16;205;4210;27;1003;3202;2110;723;118;156;15029;10598;16;7194;5983;414,68;398,57;-1.028
2022-08-08T09:00:00;1085;336;10;170;4769;27;976;3196;2079;724;788;159;15203;10254;8;7134;7185;384,55;369,47;290
2022-08-08T09:15:00;1087;328;4;153;5308;27;959;3201;2049;713;518;159;15258;9794;3;7081;7425;384,55;369,47;285
2022-08-08T09:30:00;1086;329;3;145;5820;27;959;3194;2026;711;243;159;15377;9409;4;7049;7653;384,55;369,47;275
2022-08-08T09:45:00;1087;321;1;148;6286;27;958;3181;2023;690;65;159;15501;9065;86;7011;7935;384,55;369,47;270
2022-08-08T10:00:00;1087;324;0;158;6731;27;956;3165;1966;738;236;158;15555;8666;54;6983;8563;339,44;327,25;1.065
2022-08-08T10:15:00;1090;320;0;168;7136;27;978;3149;1908;741;52;158;15632;8329;180;6934;8793;339,44;327,25;1.042
2022-08-08T10:30:00;1090;321;0;185;7502;27;996;3160;1900;738;90;158;15903;8217;432;6952;9215;339,44;327,25;1.043
2022-08-08T10:45:00;1090;317;0;209;7821;27;995;3141;1884;673;40;158;15986;7955;515;6851;9504;339,44;327,25;1.028
2022-08-08T11:00:00;1091;316;1;238;8089;27;996;3091;1871;624;60;258;15988;7661;499;6840;9822;307,07;305,2;1.480
2022-08-08T11:15:00;1091;314;1;273;8314;27;997;3072;1801;613;105;160;16155;7567;379;6643;10125;307,07;305,2;1.479
2022-08-08T11:30:00;1092;319;1;295;8519;27;997;3079;1785;601;90;160;16287;7472;356;6622;10343;307,07;305,2;1.475
2022-08-08T11:45:00;1095;319;0;307;8599;27;997;3040;1784;599;88;160;16180;7273;378;6580;10435;307,07;305,2;1.473
2022-08-08T12:00:00;1095;322;0;305;8635;27;997;3043;1784;620;108;162;16172;7233;238;6606;10492;292,66;292,92;1.959
2022-08-08T12:15:00;1094;323;0;301;8706;27;997;3047;1792;618;159;162;16168;7160;477;6616;10610;292,66;292,92;1.949
2022-08-08T12:30:00;1095;323;0;290;8756;27;997;3054;1784;623;122;162;16193;7146;533;6620;10613;292,66;292,92;1.953
2022-08-08T12:45:00;1095;323;0;277;8729;27;996;3055;1783;621;61;162;16295;7289;492;6617;10512;292,66;292,92;1.947
2022-08-08T13:00:00;1096;324;0;275;8695;27;996;3056;1814;624;75;164;16122;7152;390;6654;10492;294,01;296,53;2.041
2022-08-08T13:15:00;1097;324;0;268;8644;27;996;3064;1809;621;63;262;15961;7048;411;6752;10423;294,01;296,53;2.039
2022-08-08T13:30:00;1094;321;0;268;8659;27;996;3073;1790;616;48;261;15775;6848;394;6736;10417;294,01;296,53;2.043
2022-08-08T13:45:00;1096;319;0;273;8586;27;995;3065;1763;617;42;258;15660;6801;437;6698;10343;294,01;296,53;2.038
2022-08-08T14:00:00;1097;322;0;284;8489;27;996;3101;1752;623;9;257;15737;6965;621;6729;10228;294,68;298,35;1.659
2022-08-08T14:15:00;1098;321;0;300;8335;27;995;3110;1776;618;4;259;15649;7013;665;6758;10085;294,68;298,35;1.660
2022-08-08T14:30:00;1098;326;0;323;8217;27;996;3110;1789;609;3;258;15525;6986;654;6762;9994;294,68;298,35;1.661
2022-08-08T14:45:00;1098;325;1;356;8032;27;996;3100;1799;609;3;257;15506;7116;672;6761;9842;294,68;298,35;1.656
2022-08-08T15:00:00;1099;324;2;384;7818;27;996;3107;1798;629;3;263;15498;7295;895;6793;9657;307,77;309,5;1.232
2022-08-08T15:15:00;1099;325;3;416;7620;27;996;3095;1799;615;4;263;15270;7232;799;6768;9494;307,77;309,5;1.230
2022-08-08T15:30:00;1099;318;5;459;7389;27;995;3092;1806;608;8;262;15188;7335;793;6763;9305;307,77;309,5;1.230
2022-08-08T15:45:00;1100;316;5;506;7105;27;995;3088;1805;609;19;262;15156;7540;637;6759;9078;307,77;309,5;1.235
2022-08-08T16:00:00;1101;317;6;521;6773;27;993;3048;1775;642;18;263;15256;7956;789;6721;8763;329,86;331,31;720
2022-08-08T16:15:00;1100;314;8;560;6444;27;993;3069;1824;658;33;265;15070;8059;625;6809;8486;329,86;331,31;722
2022-08-08T16:30:00;1100;316;10;612;6078;27;993;3096;1849;667;40;264;15071;8372;521;6869;8183;329,86;331,31;700
2022-08-08T16:45:00;1093;318;11;639;5669;27;992;3096;1890;689;60;263;15047;8728;325;6930;7817;329,86;331,31;700
2022-08-08T17:00:00;1097;319;11;668;5260;27;992;3109;1923;759;64;261;15011;9072;530;7044;7446;406,02;391,76;67
2022-08-08T17:15:00;1097;322;13;738;4780;27;992;3116;1950;862;81;261;14891;9361;285;7181;7058;406,02;391,76;67
2022-08-08T17:30:00;1099;318;17;761;4311;27;992;3125;1954;986;124;262;14739;9650;102;7319;6657;406,02;391,76;84
2022-08-08T17:45:00;1090;322;26;793;3798;27;991;3119;1959;1013;469;262;14668;10051;15;7344;6525;406,02;391,76;87
2022-08-08T18:00:00;1097;310;35;839;3276;27;990;3160;1974;1039;212;264;14564;10415;140;7427;5796;439,98;423,36;-899
2022-08-08T18:15:00;1099;311;34;863;2771;27;990;3178;1976;1031;493;265;14549;10880;58;7440;5598;439,98;423,36;-887
2022-08-08T18:30:00;1098;318;31;924;2277;27;991;3165;1979;1030;941;265;14530;11298;32;7430;5616;439,98;423,36;-859
2022-08-08T18:45:00;1097;327;25;999;1808;27;991;3089;1987;1040;1537;265;14602;11771;2;7372;5820;439,98;423,36;-857
2022-08-08T19:00:00;1098;324;22;1058;1379;27;988;3095;1997;1062;1228;264;14500;12042;1;7406;5136;495,9;471,62;-1.680
2022-08-08T19:15:00;1099;323;25;1109;1008;27;990;3098;1993;1049;1422;265;14413;12272;2;7395;5013;495,9;471,62;-1.677
2022-08-08T19:30:00;1099;322;27;1180;717;27;991;3090;1993;1043;1580;264;14304;12381;2;7381;4952;495,9;471,62;-1.657
2022-08-08T19:45:00;1099;321;32;1210;481;27;991;3099;1993;1040;1702;262;14277;12556;2;7385;4872;495,9;471,62;-1.657
2022-08-08T20:00:00;1099;325;36;1224;298;27;991;3102;1987;1084;1624;264;14230;12672;2;7428;4633;493,85;469,91;-1.685
2022-08-08T20:15:00;1099;323;40;1260;150;27;992;3101;1991;1023;1563;266;14119;12670;2;7373;4462;493,85;469,91;-1.686
2022-08-08T20:30:00;1099;322;41;1391;52;27;991;3100;1989;1029;1525;266;13982;12498;2;7375;4457;493,85;469,91;-1.686
2022-08-08T20:45:00;1099;314;38;1538;11;27;992;3104;1986;1024;1372;266;13862;12275;2;7372;4399;493,85;469,91;-1.685
2022-08-08T21:00:00;1101;319;34;1607;2;27;993;3109;1981;1099;1584;267;13693;12051;2;7449;4674;455;426,36;-1.157
2022-08-08T21:15:00;1100;317;31;1732;0;27;993;3104;1983;1090;1224;266;13634;11871;2;7436;4431;455;426,36;-1.157
2022-08-08T21:30:00;1101;308;25;1888;0;27;992;3103;1982;1080;1020;267;13516;11603;2;7424;4369;455;426,36;-1.156
2022-08-08T21:45:00;1101;305;20;1985;0;27;993;3105;1978;1084;626;267;13348;11343;3;7427;4064;455;426,36;-1.165
2022-08-08T22:00:00;1101;339;14;2076;0;27;994;3115;1979;1107;1015;268;13137;11048;3;7463;4572;429,15;405,51;-401
2022-08-08T22:15:00;1101;319;9;2176;0;27;993;3114;1978;1100;718;267;12879;10695;3;7452;4350;429,15;405,51;-398
2022-08-08T22:30:00;1102;301;7;2230;0;27;994;3092;1976;1037;604;266;12699;10463;3;7365;4271;429,15;405,51;-399
2022-08-08T22:45:00;1103;295;6;2278;0;27;995;3051;1972;994;304;265;12524;10240;8;7277;4013;429,15;405,51;-406
2022-08-08T23:00:00;1104;297;6;2302;0;27;996;3064;1957;1051;494;268;12295;9987;4;7336;4230;391,2;363,65;-106
2022-08-08T23:15:00;1105;295;6;2310;0;27;994;3063;1942;1005;343;269;12200;9885;12;7273;4086;391,2;363,65;-104
2022-08-08T23:30:00;1106;294;5;2284;0;27;995;3092;1920;1002;138;270;11999;9709;148;7279;3854;391,2;363,65;-115
2022-08-08T23:45:00;1105;291;5;2283;0;27;992;3109;1927;958;52;270;11923;9635;254;7256;3763;391,2;363,65;-117
2022-08-09T00:00:00;1103;326;6;2269;0;27;995;3139;1873;876;100;278;11680;9406;220;7161;3831;330,76;321,86;-265
2022-08-09T00:15:00;1104;326;6;2216;0;27;996;3140;1864;845;58;281;11590;9369;291;7126;3737;330,76;321,86;-270
2022-08-09T00:30:00;1104;323;5;2181;0;27;996;3148;1858;833;51;280;11647;9461;425;7115;3691;330,76;321,86;-269
2022-08-09T00:45:00;1106;323;3;2086;0;27;996;3158;1847;833;63;280;11817;9728;551;7114;3608;330,76;321,86;-271
2022-08-09T01:00:00;1105;326;2;2036;0;27;997;3207;1855;853;39;281;11579;9542;355;7193;3535;298,92;291,14;-189
2022-08-09T01:15:00;1106;323;1;1919;0;27;998;3190;1870;833;36;281;11567;9646;366;7172;3412;298,92;291,14;-188
