datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable;price;priceNeighboringCountry;netExport
2022-08-01T00:00:00;1020;321;784;1536;0;27;989;3014;1672;985;100;186;10450;8131;264;6846;3788;385,06;335,46;-12
2022-08-01T00:15:00;1020;315;798;1578;0;27;987;2987;1700;1018;16;186;10319;7944;385;6878;3754;385,06;335,46;-11
2022-08-01T00:30:00;1014;315;783;1579;0;27;989;2992;1721;942;12;186;10376;8015;514;6830;3730;385,06;335,46;-11
2022-08-01T00:45:00;1019;314;784;1635;0;27;988;2998;1744;912;5;186;10430;8011;714;6828;3784;385,06;335,46;-13
2022-08-01T01:00:00;1020;318;831;1668;0;27;990;3003;1755;848;31;188;10291;7793;528;6784;3895;344,06;299,57;327
2022-08-01T01:15:00;1021;315;872;1691;0;27;990;3011;1761;817;18;188;10264;7701;528;6767;3944;344,06;299,57;327
2022-08-01T01:30:00;1021;313;905;1733;0;27;990;3006;1760;820;18;188;10266;7628;623;6764;4017;344,06;299,57;318
2022-08-01T01:45:00;1021;311;912;1788;0;27;989;2997;1777;821;12;188;10263;7564;795;6772;4071;344,06;299,57;325
2022-08-01T02:00:00;1018;310;898;1819;0;27;991;3006;1807;813;11;188;10240;7523;790;6805;4083;338,81;296,5;293
2022-08-01T02:15:00;1019;308;908;1821;0;27;991;3000;1821;813;4;188;10387;7659;877;6813;4087;338,81;296,5;294
2022-08-01T02:30:00;1018;315;869;1793;0;27;992;2999;1824;819;29;188;10398;7736;942;6822;4051;338,81;296,5;294
2022-08-01T02:45:00;1017;306;843;1818;0;27;992;3000;1819;823;5;188;10346;7685;956;6822;4016;338,81;296,5;294
2022-08-01T03:00:00;1017;310;816;1853;0;27;992;2991;1784;797;34;188;10427;7759;899;6752;4057;320,86;281,48;190
2022-08-01T03:15:00;1018;309;785;1810;0;27;992;2984;1766;804;18;188;10435;7841;874;6734;3967;320,86;281,48;192
2022-08-01T03:30:00;1018;314;783;1769;0;27;992;2987;1764;812;25;188;10484;7933;840;6743;3936;320,86;281,48;192
2022-08-01T03:45:00;1017;308;802;1781;0;27;992;2988;1777;830;6;188;10450;7867;885;6775;3941;320,86;281,48;195
2022-08-01T04:00:00;1016;308;795;1770;0;27;993;2999;1827;874;7;186;10494;7930;799;6879;3923;329,72;290,13;207
2022-08-01T04:15:00;1016;308;784;1755;0;27;992;3016;1852;879;7;186;10617;8079;715;6925;3897;329,72;290,13;208
2022-08-01T04:30:00;1016;307;772;1774;0;27;992;3013;1855;883;5;186;10627;8081;543;6929;3901;329,72;290,13;208
2022-08-01T04:45:00;1015;316;751;1754;0;27;992;3050;1860;889;29;186;10677;8172;512;6977;3892;329,72;290,13;208
2022-08-01T05:00:00;1013;305;718;1753;0;27;992;3167;1870;1045;14;183;10954;8484;556;7257;3830;380;327,03;-3
2022-08-01T05:15:00;1013;305;705;1750;1;27;992;3181;1864;1102;27;183;11022;8566;501;7322;3828;380;327,03;6
2022-08-01T05:30:00;1014;322;706;1729;5;27;993;3199;1878;1136;50;183;11251;8812;349;7389;3853;380;327,03;6
2022-08-01T05:45:00;1012;328;688;1770;19;27;993;3190;1887;1181;36;183;11436;8960;167;7434;3880;380;327,03;8
2022-08-01T06:00:00;1012;310;655;1780;49;27;992;3143;1911;1263;45;184;12001;9517;198;7493;3878;429,66;370,49;-961
2022-08-01T06:15:00;1012;325;634;1778;127;27;993;3137;1904;1273;72;184;12336;9798;50;7491;3975;429,66;370,49;-947
2022-08-01T06:30:00;1012;335;628;1735;244;27;994;3138;1901;1340;110;184;12612;10005;24;7557;4091;429,66;370,49;-943
2022-08-01T06:45:00;1011;345;613;1683;395;27;994;3165;1893;1385;209;184;12903;10212;6;7621;4283;429,66;370,49;-942
2022-08-01T07:00:00;1014;322;572;1616;588;27;994;3190;1875;1461;214;184;13256;10480;8;7704;4353;467,91;432,67;-1.118
2022-08-01T07:15:00;1014;330;550;1565;808;27;995;3199;1871;1543;340;184;13490;10568;19;7792;4634;467,91;432,67;-1.106
2022-08-01T07:30:00;1014;350;525;1521;1062;27;995;3199;1871;1580;376;184;13841;10734;20;7829;4875;467,91;432,67;-1.106
2022-08-01T07:45:00;1014;366;494;1473;1366;27;995;3195;1877;1576;412;184;14124;10792;8;7827;5152;467,91;432,67;-1.103
2022-08-01T08:00:00;1014;364;456;1446;1705;27;994;3185;1876;1612;1081;185;14459;10853;3;7852;6093;474,9;430,71;-614
2022-08-01T08:15:00;1015;377;438;1465;2083;27;995;3192;1877;1617;979;185;14634;10648;3;7866;6384;474,9;430,71;-611
2022-08-01T08:30:00;1015;361;436;1457;2473;27;995;3192;1877;1620;825;185;14861;10495;3;7869;6594;474,9;430,71;-611
2022-08-01T08:45:00;1016;331;423;1487;2850;27;995;3175;1879;1619;596;185;14915;10155;3;7853;6730;474,9;430,71;-613
2022-08-01T09:00:00;1018;368;406;1477;3192;27;994;3167;1882;1611;826;185;15103;10029;3;7839;7314;459,05;413,16;-97
2022-08-01T09:15:00;1017;366;391;1489;3613;27;993;3158;1877;1605;633;185;15318;9824;5;7818;7536;459,05;413,16;-93
2022-08-01T09:30:00;1017;347;372;1476;3963;27;994;3157;1878;1584;482;185;15512;9700;22;7798;7684;459,05;413,16;-90
2022-08-01T09:45:00;1017;357;340;1465;4294;27;994;3144;1878;1560;294;185;15674;9575;37;7761;7794;459,05;413,16;-104
2022-08-01T10:00:00;1019;397;316;1448;4575;27;994;3013;1876;1569;516;185;15852;9513;5;7637;8298;447,89;392,44;186
2022-08-01T10:15:00;1018;370;316;1466;4809;27;993;2993;1884;1578;305;185;15903;9313;5;7633;8311;447,89;392,44;186
2022-08-01T10:30:00;1016;349;310;1471;5039;27;992;2990;1876;1572;143;185;15968;9149;49;7615;8355;447,89;392,44;186
2022-08-01T10:45:00;1017;362;300;1481;5203;27;992;2977;1875;1573;199;185;16239;9254;181;7602;8589;447,89;392,44;173
2022-08-01T11:00:00;1018;386;300;1524;5363;27;992;2971;1873;1586;252;185;16199;9013;12;7607;8870;428,22;368,73;587
2022-08-01T11:15:00;1018;377;285;1541;5504;27;992;2970;1852;1580;234;185;16309;8979;28;7579;8986;428,22;368,73;585
2022-08-01T11:30:00;1019;376;260;1565;5672;27;992;2967;1837;1582;218;185;16468;8972;62;7563;9137;428,22;368,73;582
2022-08-01T11:45:00;1016;356;242;1548;5794;27;992;2967;1835;1590;204;185;16510;8927;106;7569;9187;428,22;368,73;579
2022-08-01T12:00:00;1019;382;219;1602;5919;27;992;2962;1797;1576;220;184;16330;8589;16;7511;9388;392,1;355,49;877
2022-08-01T12:15:00;1020;359;217;1619;5999;27;992;2959;1805;1526;123;184;16188;8353;13;7466;9364;392,1;355,49;875
2022-08-01T12:30:00;1020;356;217;1663;6100;27;992;2957;1812;1402;26;184;16083;8104;45;7347;9409;392,1;355,49;875
2022-08-01T12:45:00;1021;359;208;1690;6121;27;992;2953;1820;1255;37;184;16207;8189;189;7204;9463;392,1;355,49;875
2022-08-01T13:00:00;1020;378;202;1660;6186;27;992;2944;1807;1180;85;184;16123;8075;217;7107;9558;388,2;342,1;676
2022-08-01T13:15:00;1021;360;199;1680;6216;27;989;2936;1814;1142;67;184;16061;7967;343;7065;9570;388,2;342,1;673
2022-08-01T13:30:00;1021;351;183;1728;6117;27;990;2935;1828;1126;38;185;15994;7967;563;7064;9465;388,2;342,1;673
2022-08-01T13:45:00;1020;346;160;1768;6116;27;989;2934;1835;1130;21;185;15919;7875;706;7073;9458;388,2;342,1;673
2022-08-01T14:00:00;1021;334;157;1754;6080;27;990;2924;1838;1118;11;184;15849;7859;764;7054;9384;377,4;312,22;543
2022-08-01T14:15:00;1020;333;153;1798;6011;27;990;2916;1845;1127;19;185;15735;7772;750;7063;9361;377,4;312,22;543
2022-08-01T14:30:00;1020;328;134;1836;5976;27;989;2920;1848;1121;19;185;15535;7590;734;7063;9340;377,4;312,22;543
2022-08-01T14:45:00;1019;330;122;1836;5881;27;987;2916;1861;1117;33;185;15580;7741;802;7066;9248;377,4;312,22;543
2022-08-01T15:00:00;1018;341;112;1825;5786;27;986;2916;1889;1114;34;185;15543;7820;692;7090;9143;385,09;304,53;523
2022-08-01T15:15:00;1017;347;109;1778;5667;27;988;2925;1898;1117;30;185;15432;7878;663;7113;8975;385,09;304,53;523
2022-08-01T15:30:00;1018;355;116;1782;5516;27;989;2916;1911;1103;48;185;15340;7926;616;7104;8862;385,09;304,53;523
2022-08-01T15:45:00;1017;354;144;1722;5401;27;989;2921;1922;1134;68;185;15398;8132;491;7151;8733;385,09;304,53;523
2022-08-01T16:00:00;1016;340;152;1656;5225;27;987;2941;1953;1232;25;185;15197;8164;270;7298;8441;398,9;319,15;518
2022-08-01T16:15:00;1012;366;137;1638;4993;27;987;2988;1961;1334;47;185;14952;8185;155;7455;8220;398,9;319,15;518
2022-08-01T16:30:00;1014;387;130;1598;4753;27;988;3037;1974;1396;88;185;14909;8428;93;7580;7997;398,9;319,15;518
2022-08-01T16:45:00;1012;383;117;1601;4370;27;987;3089;1977;1589;322;185;14999;8912;218;7827;7832;398,9;319,15;518
2022-08-01T17:00:00;1012;351;103;1523;3995;27;987;3177;1974;1783;25;185;14960;9339;368;8106;7036;437,25;367,62;-133
2022-08-01T17:15:00;1011;390;94;1507;3643;27;988;3204;1981;1795;42;185;14921;9677;173;8153;6714;437,25;367,62;-133
2022-08-01T17:30:00;1011;383;95;1453;3296;27;988;3209;2024;1800;289;185;14868;10025;72;8206;6554;437,25;367,62;-133
2022-08-01T17:45:00;1010;376;97;1383;2955;27;988;3223;2050;1843;542;185;14771;10336;26;8289;6390;437,25;367,62;-133
2022-08-01T18:00:00;1011;340;110;1319;2635;27;986;3219;2048;1946;280;185;14552;10487;128;8384;5722;461,06;416,48;-729
2022-08-01T18:15:00;1011;351;113;1262;2251;27;987;3255;2048;1983;468;185;14451;10825;145;8458;5483;461,06;416,48;-729
2022-08-01T18:30:00;1010;361;101;1208;1933;27;989;3298;2048;2000;784;185;14458;11217;65;8520;5424;461,06;416,48;-729
2022-08-01T18:45:00;1008;384;96;1193;1608;27;989;3332;2048;1993;930;185;14342;11445;36;8547;5246;461,06;416,48;-729
2022-08-01T19:00:00;1009;337;87;1168;1289;27;987;3321;2064;2030;846;185;14250;11706;70;8587;4763;510,66;452,4;-1.350
2022-08-01T19:15:00;1009;368;77;1138;1001;27;989;3329;2071;2039;955;185;14114;11898;47;8613;4575;510,66;452,4;-1.350
2022-08-01T19:30:00;1008;371;70;1048;759;27;990;3331;2075;2038;1213;185;14039;12161;8;8619;4496;510,66;452,4;-1.348
2022-08-01T19:45:00;1007;374;64;958;551;27;990;3342;2073;2036;1350;185;13941;12368;1;8626;4331;510,66;452,4;-1.347
2022-08-01T20:00:00;1010;367;61;863;382;27;992;3327;2073;2053;1594;186;13894;12588;1;8631;4304;530,88;459,59;-1.182
2022-08-01T20:15:00;1011;361;59;771;240;27;993;3320;2104;2042;1584;186;13685;12616;1;8645;4053;530,88;459,59;-1.180
2022-08-01T20:30:00;1009;360;54;744;124;27;993;3318;2119;2042;1592;186;13496;12575;1;8658;3910;530,88;459,59;-1.177
2022-08-01T20:45:00;1008;364;45;775;45;27;993;3320;2117;2036;1487;186;13264;12399;1;8652;3751;530,88;459,59;-1.178
2022-08-01T21:00:00;1010;367;43;786;8;27;993;3332;2152;2053;1575;186;13218;12380;1;8716;3816;524,33;451,73;-1.053
2022-08-01T21:15:00;1011;372;39;729;1;27;993;3334;2177;2038;1488;186;13253;12485;1;8728;3667;524,33;451,73;-1.052
2022-08-01T21:30:00;1012;342;35;699;0;27;993;3323;2228;2044;1382;186;13202;12468;2;8774;3497;524,33;451,73;-1.052
2022-08-01T21:45:00;1012;365;32;711;0;27;992;3319;2231;2041;1142;186;13009;12266;3;8769;3289;524,33;451,73;-1.052
2022-08-01T22:00:00;1011;365;30;705;0;27;994;3311;2228;2042;1257;186;12802;12067;2;8761;3395;509,33;438,57;-792
2022-08-01T22:15:00;1010;367;34;732;0;27;994;3312;2231;2038;1088;186;12646;11880;2;8761;3258;509,33;438,57;-787
2022-08-01T22:30:00;1011;345;33;766;0;27;995;3317;2230;2040;769;186;12374;11575;8;8768;2951;509,33;438,57;-789
2022-08-01T22:45:00;1011;372;32;763;0;27;993;3327;2232;2036;467;186;12152;11357;45;8774;2672;509,33;438,57;-796
2022-08-01T23:00:00;1011;391;38;767;0;27;996;3345;2235;1794;281;186;12051;11246;87;8556;2515;469,58;390,77;-1.078
2022-08-01T23:15:00;1012;379;40;738;0;27;996;3330;2235;1729;107;186;11952;11174;198;8476;2303;469,58;390,77;-1.081
2022-08-01T23:30:00;1012;363;47;706;0;27;996;3333;2239;1626;77;186;11864;11111;263;8380;2232;469,58;390,77;-1.083
2022-08-01T23:45:00;1012;369;59;678;0;27;994;3357;2238;1521;84;186;11680;10943;384;8296;2229;469,58;390,77;-1.087
2022-08-02T00:00:00;1012;365;60;638;0;27;996;3413;2239;1316;82;183;11355;10657;142;8147;2184;440,98;358,5;-863
2022-08-02T00:15:00;1013;375;64;608;0;27;996;3430;2253;1191;42;183;11297;10624;123;8053;2129;440,98;358,5;-864
2022-08-02T00:30:00;1012;360;71;587;0;27;996;3437;2249;1122;20;183;11237;10580;238;7987;2077;440,98;358,5;-864
2022-08-02T00:45:00;1012;377;66;568;0;27;996;3437;2255;1063;18;183;11137;10504;279;7934;2068;440,98;358,5;-864
2022-08-02T01:00:00;1012;341;66;529;0;27;996;3445;2247;1026;19;185;10972;10377;49;7899;1994;390,1;322,02;-791
2022-08-02T01:15:00;1012;339;77;487;0;27;994;3444;2240;1002;17;185;10913;10349;54;7865;1959;390,1;322,02;-791
2022-08-02T01:30:00;1012;339;100;445;0;27;995;3440;2224;971;19;185;10807;10263;120;7815;1942;390,1;322,02;-806
2022-08-02T01:45:00;1011;338;123;430;0;27;993;3445;2222;938;15;185;10723;10170;191;7783;1944;390,1;322,02;-814
2022-08-02T02:00:00;1014;339;134;392;0;27;995;3456;2220;939;81;185;10678;10152;119;7795;1987;382,1;315,78;-765
2022-08-02T02:15:00;1014;339;148;361;0;27;995;3441;2217;931;15;185;10641;10132;127;7769;1904;382,1;315,78;-766
2022-08-02T02:30:00;1014;338;160;321;0;27;995;3442;2218;931;15;185;10688;10207;177;7771;1875;382,1;315,78;-766
2022-08-02T02:45:00;1014;338;175;296;0;27;994;3446;2217;925;14;185;10640;10169;197;7767;1864;382,1;315,78;-772
2022-08-02T03:00:00;1014;341;191;300;0;27;997;3460;2217;925;21;185;10645;10154;180;7784;1894;359,89;300,68;-844
2022-08-02T03:15:00;1013;337;207;297;0;27;995;3454;2220;908;15;185;10655;10151;184;7762;1896;359,89;300,68;-845
2022-08-02T03:30:00;1012;339;240;311;0;27;995;3461;2218;906;14;185;10688;10137;239;7765;1943;359,89;300,68;-844
2022-08-02T03:45:00;1010;339;269;316;0;27;994;3449;2215;900;15;185;10750;10166;297;7743;1976;359,89;300,68;-842
2022-08-02T04:00:00;1011;340;310;307;0;27;997;3449;2218;876;13;182;10920;10304;503;7722;2008;352,69;294,81;-1.255
2022-08-02T04:15:00;1012;342;338;302;0;27;996;3447;2216;905;14;182;10979;10339;532;7746;2035;352,69;294,81;-1.247
2022-08-02T04:30:00;1012;341;383;306;0;27;996;3453;2218;907;14;182;11049;10360;565;7756;2083;352,69;294,81;-1.242
2022-08-02T04:45:00;1011;342;414;316;0;27;996;3454;2217;921;15;182;11143;10414;527;7770;2125;352,69;294,81;-1.241
2022-08-02T05:00:00;1012;342;434;350;0;27;995;3449;2218;988;27;177;11267;10483;317;7827;2192;393,03;321,96;-1.217
2022-08-02T05:15:00;1011;341;469;367;1;27;995;3447;2216;1103;31;179;11343;10506;248;7940;2247;393,03;321,96;-1.217
2022-08-02T05:30:00;1012;347;519;365;6;27;996;3453;2217;1123;42;179;11527;10636;222;7968;2318;393,03;321,96;-1.207
2022-08-02T05:45:00;1010;343;573;398;30;27;995;3445;2218;1132;194;178;11706;10705;129;7968;2575;393,03;321,96;-1.205
2022-08-02T06:00:00;1012;346;605;437;80;27;996;3447;2215;1177;28;177;12201;11079;277;8012;2535;457,04;393,06;-1.824
2022-08-02T06:15:00;1013;347;651;450;199;27;996;3448;2227;1175;61;177;12485;11186;60;8023;2748;457,04;393,06;-1.829
2022-08-02T06:30:00;1012;364;674;451;369;27;996;3447;2228;1175;189;177;12803;11309;53;8023;3086;457,04;393,06;-1.817
2022-08-02T06:45:00;1011;364;701;473;593;27;997;3454;2218;1174;233;177;13030;11263;48;8020;3402;457,04;393,06;-1.825
2022-08-02T07:00:00;1013;365;750;507;877;27;997;3432;2219;1179;586;177;13449;11315;50;8004;4125;479,9;407,79;-1.338
2022-08-02T07:15:00;1014;371;789;529;1209;27;997;3450;2228;1162;512;177;13673;11146;45;8014;4451;479,9;407,79;-1.341
2022-08-02T07:30:00;1013;355;827;540;1571;27;997;3445;2226;1164;359;177;13886;10949;36;8009;4692;479,9;407,79;-1.353
2022-08-02T07:45:00;1012;356;849;520;2000;27;998;3440;2229;1151;213;177;14105;10736;34;7995;4977;479,9;407,79;-1.355
2022-08-02T08:00:00;1013;369;873;474;2500;27;997;3441;2203;1089;540;161;14544;10696;20;7891;5796;478,9;419,52;-677
2022-08-02T08:15:00;1015;373;872;413;3010;27;997;3446;2198;1070;289;161;14803;10509;33;7872;5999;478,9;419,52;-686
2022-08-02T08:30:00;1014;364;905;360;3525;27;996;3440;2203;1058;87;161;14949;10160;136;7858;6282;478,9;419,52;-717
2022-08-02T08:45:00;1014;364;915;320;4072;27;996;3398;2168;1025;34;161;15084;9777;328;7748;6746;478,9;419,52;-717
2022-08-02T09:00:00;1015;372;944;310;4667;27;996;3382;2135;1025;218;168;15349;9429;107;7706;7553;397,91;369,71;401
2022-08-02T09:15:00;1015;367;977;333;5230;27;995;3359;2136;891;69;168;15402;8863;233;7549;8018;397,91;369,71;401
2022-08-02T09:30:00;1014;370;1002;356;5705;27;995;3355;2090;787;47;162;15645;8582;376;7389;8521;397,91;369,71;401
2022-08-02T09:45:00;1013;371;1025;381;6199;27;994;3316;1973;719;47;162;15818;8213;469;7164;9063;397,91;369,71;398
2022-08-02T10:00:00;1013;375;1046;410;6631;27;994;3337;1848;705;93;159;15916;7829;300;7043;9595;328,26;333,89;981
2022-08-02T10:15:00;1013;374;1059;451;7075;27;993;3340;1724;668;63;160;16085;7501;363;6885;10062;328,26;333,89;981
2022-08-02T10:30:00;1012;377;1066;492;7437;27;993;3318;1580;666;131;160;16428;7433;646;6717;10542;328,26;333,89;980
2022-08-02T10:45:00;1014;386;1069;559;7738;27;993;3273;1452;667;42;160;16532;7166;706;6545;10835;328,26;333,89;980
2022-08-02T11:00:00;1015;388;1091;622;8021;27;993;3167;1307;664;140;162;16613;6881;1014;6293;11304;307,77;306,08;950
2022-08-02T11:15:00;1015;377;1112;682;8224;27;992;3136;1289;661;83;162;16677;6659;1036;6240;11520;307,77;306,08;949
2022-08-02T11:30:00;1014;386;1111;742;8410;27;993;3122;1278;663;34;162;16691;6429;1197;6218;11724;307,77;306,08;943
2022-08-02T11:45:00;1015;379;1133;785;8524;27;991;3127;1297;659;30;162;16718;6276;1263;6236;11893;307,77;306,08;941
2022-08-02T12:00:00;1015;387;1082;847;8610;27;991;3109;1295;653;78;163;16676;6138;1382;6211;12046;234,87;247,72;1.307
2022-08-02T12:15:00;1014;378;1088;914;8642;27;991;3107;1318;659;24;163;16691;6047;1448;6238;12087;234,87;247,72;1.303
2022-08-02T12:30:00;1014;379;1095;955;8740;27;988;3100;1326;660;4;163;16702;5912;1521;6237;12214;234,87;247,72;1.303
2022-08-02T12:45:00;1014;378;1099;1012;8750;27;987;3062;1321;662;2;163;16705;5844;1592;6195;12282;234,87;247,72;1.302
2022-08-02T13:00:00;1014;379;1214;1070;8757;27;987;3110;1309;651;12;163;16721;5681;1405;6220;12473;227,41;244,19;1.585
2022-08-02T13:15:00;1015;393;1171;1137;8719;27;987;3069;1310;629;2;163;16703;5676;1473;6158;12464;227,41;244,19;1.582
2022-08-02T13:30:00;1013;406;1107;1215;8732;27;986;3044;1317;636;3;163;16292;5238;1511;6146;12503;227,41;244,19;1.584
2022-08-02T13:45:00;1012;402;1111;1290;8657;27;985;3047;1323;639;2;163;16490;5432;1571;6157;12501;227,41;244,19;1.583
2022-08-02T14:00:00;1012;382;1133;1337;8555;27;984;2973;1319;654;15;163;16358;5334;1744;6093;12461;198,39;220,61;1.368
2022-08-02T14:15:00;1010;383;1106;1364;8418;27;985;2947;1311;658;42;163;16357;5470;1622;6064;12350;198,39;220,61;1.364
2022-08-02T14:30:00;1010;378;1084;1378;8281;27;985;2961;1300;650;14;163;16277;5534;1525;6059;12172;198,39;220,61;1.364
2022-08-02T14:45:00;1006;373;1100;1380;8117;27;985;2997;1300;650;29;163;16219;5622;1529;6095;12032;198,39;220,61;1.362
2022-08-02T15:00:00;1008;374;1073;1380;7906;27;985;3023;1309;657;6;163;16065;5707;1421;6137;11774;219;224,58;1.053
2022-08-02T15:15:00;1007;371;1065;1360;7651;27;985;3061;1287;664;47;163;15961;5885;1251;6160;11528;219;224,58;1.049
2022-08-02T15:30:00;1008;373;1094;1322;7394;27;985;3116;1319;695;26;163;15980;6170;1162;6278;11244;219;224,58;1.049
2022-08-02T15:45:00;1006;369;1038;1319;7069;27;984;3164;1393;714;75;163;15930;6505;1111;6418;10903;219;224,58;1.049
2022-08-02T16:00:00;1005;373;1029;1277;6674;27;985;3248;1440;758;11;165;15899;6920;1324;6596;10396;274,71;260,98;479
2022-08-02T16:15:00;1004;371;1031;1252;6302;27;985;3294;1502;794;15;165;15731;7146;1166;6740;10002;274,71;260,98;479
2022-08-02T16:30:00;1005;367;1034;1222;5902;27;986;3333;1612;835;27;165;15638;7481;943;6931;9584;274,71;260,98;479
2022-08-02T16:45:00;1004;364;1028;1134;5441;27;985;3333;1736;853;18;165;15445;7843;585;7072;9016;274,71;260,98;479
2022-08-02T17:00:00;1004;364;991;1050;4980;27;985;3304;1799;958;2;165;15282;8261;698;7211;8418;324,11;291,82;51
2022-08-02T17:15:00;1002;369;1002;1025;4503;27;986;3356;1892;1162;60;165;15216;8686;467;7561;7988;324,11;291,82;51
2022-08-02T17:30:00;1002;385;975;995;4018;27;986;3361;1947;1251;222;165;15086;9099;277;7710;7624;324,11;291,82;51
2022-08-02T17:45:00;1002;389;985;944;3549;27;986;3353;1987;1329;420;165;14930;9453;57;7820;7316;324,11;291,82;51
2022-08-02T18:00:00;1004;362;1031;853;3088;27;984;3343;2008;1308;121;164;14774;9802;361;7807;6486;435,36;379,06;-893
2022-08-02T18:15:00;1004;374;997;775;2631;27;986;3362;2009;1373;167;165;14425;10022;109;7895;5975;435,36;379,06;-894
2022-08-02T18:30:00;1006;383;955;732;2214;27;986;3352;2009;1423;610;165;14352;10451;11;7935;5927;435,36;379,06;-894
2022-08-02T18:45:00;1001;382;955;726;1807;27;986;3355;2013;1530;973;165;14239;10751;1;8049;5871;435,36;379,06;-894
2022-08-02T19:00:00;1003;362;947;674;1460;27;984;3345;2038;1577;927;165;14087;11008;1;8109;5400;499,47;410,33;-1.342
2022-08-02T19:15:00;1003;380;942;614;1145;27;985;3354;2058;1591;1217;165;14010;11309;1;8153;5328;499,47;410,33;-1.342
2022-08-02T19:30:00;1004;400;897;542;870;27;985;3354;2082;1594;1386;165;13924;11615;1;8180;5126;499,47;410,33;-1.342
2022-08-02T19:45:00;1004;407;893;447;630;27;986;3353;2106;1592;1555;165;13850;11881;1;8202;4963;499,47;410,33;-1.342
2022-08-02T20:00:00;1005;405;918;386;421;27;986;3355;2125;1604;1556;165;13649;11925;0;8235;4718;511,07;416,99;-1.416
2022-08-02T20:15:00;1006;413;942;314;247;27;986;3356;2131;1609;1590;164;13576;12073;0;8246;4539;511,07;416,99;-1.416
2022-08-02T20:30:00;1006;418;972;273;113;27;986;3359;2149;1616;1648;164;13476;12119;0;8274;4457;511,07;416,99;-1.416
2022-08-02T20:45:00;1005;434;974;262;33;27;987;3358;2165;1618;1607;164;13335;12067;0;8292;4342;511,07;416,99;-1.416
2022-08-02T21:00:00;1007;446;987;222;6;27;987;3359;2168;1633;1576;164;13156;11941;0;8311;4271;513,17;413,29;-1.433
2022-08-02T21:15:00;1008;444;1008;177;1;27;987;3352;2105;1628;1550;164;13163;11977;0;8236;4215;513,17;413,29;-1.433
2022-08-02T21:30:00;1009;433;1015;159;0;27;987;3353;2095;1624;1446;164;13193;12019;0;8223;4089;513,17;413,29;-1.433
2022-08-02T21:45:00;1008;424;997;167;0;27;988;3349;2089;1626;1201;164;13056;11893;1;8216;3824;513,17;413,29;-1.433
2022-08-02T22:00:00;1009;435;980;189;0;27;988;3358;2091;1628;1506;164;12905;11736;1;8229;4146;484,91;373,17;-1.034
2022-08-02T22:15:00;1008;428;970;194;0;27;988;3354;2039;1631;1128;165;12670;11507;1;8177;3755;484,91;373,17;-1.034
2022-08-02T22:30:00;1009;384;957;198;0;27;988;3362;2036;1622;927;165;12380;11225;1;8173;3502;484,91;373,17;-1.034
2022-08-02T22:45:00;1009;371;931;217;0;27;988;3356;2039;1617;835;164;12167;11019;1;8164;3390;484,91;373,17;-1.034
2022-08-02T23:00:00;1010;377;899;250;0;27;988;3368;2043;1612;1003;164;11957;10808;1;8175;3566;441,26;332,8;-612
2022-08-02T23:15:00;1011;360;876;261;0;27;988;3358;1990;1605;675;165;11761;10624;12;8106;3210;441,26;332,8;-611
2022-08-02T23:30:00;1012;379;861;276;0;27;988;3363;1984;1569;520;165;11609;10472;64;8069;3075;441,26;332,8;-612
2022-08-02T23:45:00;1012;348;856;295;0;27;988;3357;1982;1488;394;164;11463;10312;82;7979;2932;441,26;332,8;-612
2022-08-03T00:00:00;1011;414;870;331;0;27;989;3354;1988;1386;188;160;11324;10123;9;7877;2841;383,95;287,01;-514
2022-08-03T00:15:00;1012;419;874;348;0;27;989;3328;1977;1184;230;159;11273;10051;4;7637;2910;383,95;287,01;-514
2022-08-03T00:30:00;1012;404;869;387;0;27;988;3315;1978;1090;172;159;11159;9904;11;7530;2871;383,95;287,01;-514
2022-08-03T00:45:00;1011;371;868;413;0;27;989;3317;1978;1040;130;161;11025;9744;38;7485;2820;383,95;287,01;-514
2022-08-03T01:00:00;1012;438;858;456;0;27;989;3331;1981;952;251;161;10954;9640;4;7414;3042;368,07;280;-314
2022-08-03T01:15:00;1012;406;870;492;0;27;988;3318;1892;937;191;161;10858;9496;3;7296;2998;368,07;280;-315
2022-08-03T01:30:00;1012;375;887;534;0;27;988;3322;1888;942;88;262;10760;9339;28;7402;2923;368,07;280;-316
2022-08-03T01:45:00;1011;349;895;589;0;27;989;3330;1887;940;46;161;10646;9162;76;7307;2917;368,07;280;-316
2022-08-03T02:00:00;1011;420;894;642;0;27;991;3341;1877;923;89;163;10573;9037;136;7295;3083;340,14;262,32;-157
2022-08-03T02:15:00;1010;369;906;669;0;27;990;3335;1863;931;59;163;10514;8939;193;7282;3040;340,14;262,32;-157
2022-08-03T02:30:00;1011;347;906;699;0;27;991;3339;1833;926;65;163;10514;8909;287;7252;3055;340,14;262,32;-157
2022-08-03T02:45:00;1010;345;910;736;0;27;991;3337;1831;928;62;163;10530;8884;327;7250;3090;340,14;262,32;-157
2022-08-03T03:00:00;1009;383;917;786;0;27;992;3340;1830;933;64;163;10616;8913;448;7258;3186;326,3;259,85;-211
2022-08-03T03:15:00;1008;360;939;813;0;27;991;3332;1829;933;53;162;10667;8915;400;7247;3200;326,3;259,85;-211
