Date, Biomass , Hydro , Wind Offshore , Wind Onshore , Solar , Other renewable , Nuclear , Brown coal , Hard coal , Fossil Gas , Hydro pumped storage , Other Conventional , Total grid load , Residual load , Reverse hydro pumped , Sum conventional , Sum renewable ,CW,Season
07/04/2017," 1,186.99 ", 401.85 , 622.33 ," 3,835.46 "," 1,019.66 ", 51.78 ," 1,334.74 "," 3,651.57 "," 2,031.55 ", 718.17 , 268.03 ," 1,078.09 "," 15,093.25 "," 9,616.08 ", 294.60 ," 8,814.13 "," 7,386.10 ",14,2
08/04/2017," 1,181.74 ", 381.46 , 94.69 , 764.56 ," 1,329.39 ", 51.31 ," 1,323.72 "," 3,949.70 "," 1,831.06 ", 722.64 , 191.21 , 948.15 ," 12,583.07 "," 10,394.70 ", 174.88 ," 8,775.26 "," 3,994.35 ",14,2
09/04/2017," 1,180.79 ", 369.01 , 314.49 , 397.14 ," 2,063.46 ", 50.09 ," 1,194.20 "," 3,993.36 "," 1,154.92 ", 444.65 , 253.57 , 907.67 ," 11,479.91 "," 8,705.22 ", 305.22 ," 7,694.79 "," 4,628.55 ",15,2
10/04/2017," 1,172.72 ", 364.29 , 937.41 ," 4,181.26 "," 1,623.81 ", 48.91 ," 1,282.60 "," 3,638.81 "," 1,136.47 ", 563.15 , 297.56 ," 1,059.29 "," 14,825.75 "," 8,083.53 ", 350.79 ," 7,680.32 "," 8,625.96 ",15,2
11/04/2017," 1,174.44 ", 371.81 , 748.93 ," 3,076.25 "," 1,410.60 ", 51.96 ," 1,334.66 "," 3,651.30 "," 1,686.39 ", 682.66 , 344.39 ," 1,128.30 "," 15,094.55 "," 9,859.13 ", 214.19 ," 8,483.30 "," 7,178.38 ",15,2
12/04/2017," 1,178.33 ", 376.04 , 919.48 ," 4,814.43 "," 1,189.97 ", 52.28 ," 1,384.35 "," 3,782.72 "," 1,218.27 ", 500.45 , 265.89 ," 1,197.80 "," 15,228.05 "," 8,304.64 ", 295.39 ," 8,083.59 "," 8,796.42 ",15,2
13/04/2017," 1,181.77 ", 360.06 , 873.69 ," 4,139.13 "," 1,044.05 ", 52.30 ," 1,626.55 "," 3,741.61 "," 1,236.47 ", 541.07 , 290.83 ," 1,085.99 "," 14,884.05 "," 8,827.42 ", 266.51 ," 8,231.70 "," 7,941.83 ",15,2
14/04/2017," 1,198.68 ", 354.03 , 528.99 ," 2,323.98 "," 1,183.61 ", 52.94 ," 1,642.76 "," 3,850.93 ", 795.63 , 463.39 , 243.55 , 894.83 ," 11,886.66 "," 7,850.31 ", 244.55 ," 7,647.53 "," 5,885.78 ",15,2
15/04/2017," 1,193.48 ", 345.25 , 901.21 ," 4,425.17 ", 890.16 , 51.97 ," 1,612.06 "," 3,102.10 ", 517.21 , 375.72 , 230.64 , 845.92 ," 12,141.52 "," 5,925.29 ", 293.29 ," 6,453.01 "," 8,037.86 ",15,2
16/04/2017," 1,199.19 ", 344.18 , 437.89 ," 2,952.14 "," 1,056.51 ", 53.45 ," 1,641.08 "," 3,061.02 ", 492.99 , 333.53 , 263.55 , 760.48 ," 11,038.30 "," 6,591.99 ", 328.44 ," 6,289.10 "," 6,306.90 ",16,2
17/04/2017," 1,201.99 ", 374.90 , 524.96 ," 1,630.35 ", 968.34 , 59.82 ," 1,648.06 "," 3,839.85 ", 563.36 , 400.28 , 192.94 , 730.36 ," 11,231.41 "," 8,108.27 ", 302.85 ," 7,181.93 "," 4,953.30 ",16,2
18/04/2017," 1,191.99 ", 407.47 , 478.22 ," 2,512.67 "," 1,064.79 ", 61.67 ," 1,658.91 "," 3,887.15 "," 2,058.01 ", 724.30 , 326.90 ," 1,297.31 "," 14,851.86 "," 10,796.50 ", 218.09 ," 9,625.68 "," 6,043.70 ",16,2
19/04/2017," 1,199.55 ", 424.53 , 62.89 ," 1,776.67 "," 1,285.67 ", 62.16 ," 1,651.46 "," 4,040.15 "," 2,757.16 ", 805.26 , 283.61 ," 1,591.63 "," 15,410.98 "," 12,286.05 ", 228.25 ," 10,845.65 "," 5,095.07 ",16,2
20/04/2017," 1,197.73 ", 412.03 , 427.66 , 720.81 ," 1,844.17 ", 61.95 ," 1,694.06 "," 4,362.92 "," 2,496.01 ", 827.88 , 321.85 ," 1,658.06 "," 15,410.84 "," 12,418.57 ", 233.42 ," 11,038.93 "," 4,986.20 ",16,2
21/04/2017," 1,198.08 ", 382.94 , 739.80 ," 3,617.39 "," 1,548.00 ", 59.32 ," 1,962.56 "," 3,916.66 "," 1,054.93 ", 564.57 , 283.20 ," 1,130.11 "," 15,347.79 "," 9,442.89 ", 233.47 ," 8,628.83 "," 7,828.73 ",16,2
22/04/2017," 1,196.21 ", 369.72 , 971.08 ," 4,810.34 ", 999.41 , 58.20 ," 1,910.92 "," 2,869.00 ", 576.22 , 448.59 , 240.67 , 753.76 ," 13,213.03 "," 6,432.60 ", 247.16 ," 6,558.49 "," 8,645.63 ",16,2
23/04/2017," 1,201.21 ", 377.69 , 801.14 ," 3,463.69 "," 1,355.44 ", 57.47 ," 1,945.42 "," 2,853.46 ", 516.55 , 431.00 , 238.08 , 790.21 ," 12,098.58 "," 6,478.60 ", 330.44 ," 6,536.64 "," 7,494.71 ",17,2
24/04/2017," 1,200.40 ", 382.67 , 677.73 ," 2,835.33 "," 2,002.75 ", 59.07 ," 1,944.41 "," 3,914.17 "," 1,200.39 ", 557.88 , 364.06 ," 1,095.72 "," 15,179.65 "," 9,664.13 ", 295.98 ," 8,712.55 "," 7,522.01 ",17,2
25/04/2017," 1,196.39 ", 387.43 , 233.13 ," 2,270.29 "," 1,034.15 ", 59.27 ," 1,944.64 "," 4,232.66 "," 2,191.73 ", 730.77 , 217.20 ," 1,336.13 "," 15,423.73 "," 11,886.47 ", 256.82 ," 10,435.92 "," 5,397.84 ",17,2
26/04/2017," 1,190.30 ", 459.74 , 112.65 , 501.94 ," 1,089.23 ", 61.26 ," 1,972.99 "," 4,286.47 "," 2,832.66 "," 1,053.59 ", 337.54 ," 1,673.70 "," 15,513.31 "," 13,809.75 ", 183.98 ," 11,819.41 "," 3,752.66 ",17,2
27/04/2017," 1,191.14 ", 484.01 , 422.46 , 763.27 ," 1,163.23 ", 60.57 ," 1,974.45 "," 4,158.11 "," 2,659.72 ", 858.59 , 287.71 ," 1,709.71 "," 15,475.99 "," 13,127.41 ", 165.54 ," 11,360.58 "," 4,372.39 ",17,2
28/04/2017," 1,194.05 ", 507.33 , 170.58 , 797.24 ," 1,099.77 ", 59.05 ," 1,964.54 "," 4,015.94 "," 2,524.20 ", 894.31 , 308.67 ," 1,735.45 "," 15,197.69 "," 13,130.34 ", 169.53 ," 11,134.44 "," 4,136.70 ",17,2
29/04/2017," 1,193.45 ", 492.55 , 170.82 , 903.09 ," 1,525.28 ", 59.02 ," 1,964.06 "," 3,985.06 "," 1,401.29 ", 538.99 , 230.24 , 697.61 ," 12,502.77 "," 9,903.91 ", 168.68 ," 8,587.02 "," 4,574.46 ",17,2
30/04/2017," 1,185.70 ", 453.38 , 611.29 ," 3,538.38 "," 2,413.01 ", 53.73 ," 1,541.59 "," 2,135.34 ", 407.70 , 397.59 , 304.05 , 855.67 ," 11,464.10 "," 4,901.84 ", 445.36 ," 5,337.90 "," 8,559.53 ",18,2
01/05/2017," 1,183.01 ", 430.25 , 869.59 ," 3,864.51 "," 1,247.31 ", 50.19 ," 1,746.49 "," 2,265.29 ", 413.79 , 374.29 , 195.96 , 798.66 ," 11,583.78 "," 5,602.72 ", 316.89 ," 5,598.52 "," 7,840.82 ",18,2
02/05/2017," 1,179.64 ", 478.66 , 894.67 ," 3,247.82 ", 948.72 , 56.58 ," 1,950.76 "," 3,985.04 "," 1,509.19 ", 569.83 , 302.85 ," 1,065.09 "," 15,103.17 "," 10,012.20 ", 244.13 ," 9,079.92 "," 7,108.94 ",18,2
03/05/2017," 1,179.48 ", 477.53 , 963.61 ," 2,173.88 "," 1,313.59 ", 55.08 ," 1,946.91 "," 4,175.61 "," 2,035.92 ", 724.99 , 249.32 ," 1,238.22 "," 15,432.97 "," 10,982.15 ", 200.58 ," 10,121.65 "," 6,412.50 ",18,2
04/05/2017," 1,182.47 ", 468.84 , 951.09 ," 2,874.55 ", 878.77 , 56.38 ," 1,950.95 "," 4,024.04 "," 2,095.80 ", 780.22 , 265.00 ," 1,324.10 "," 15,608.83 "," 10,904.63 ", 196.30 ," 10,175.11 "," 6,677.10 ",18,2
05/05/2017," 1,187.98 ", 477.64 , 555.47 ," 1,129.43 ", 872.97 , 55.61 ," 1,949.09 "," 4,068.42 "," 2,510.01 ", 844.70 , 312.52 ," 1,305.81 "," 15,078.99 "," 12,521.46 ", 261.51 ," 10,678.03 "," 4,591.61 ",18,2
06/05/2017," 1,183.02 ", 464.82 , 134.99 , 950.25 ," 1,704.53 ", 51.70 ," 1,936.54 "," 3,917.44 "," 1,332.17 ", 530.18 , 159.17 ," 1,021.44 "," 12,690.61 "," 9,901.15 ", 203.93 ," 8,737.76 "," 4,648.48 ",18,2
07/05/2017," 1,173.82 ", 467.33 , 194.93 , 810.95 ," 1,150.02 ", 52.17 ," 1,933.19 "," 3,780.60 "," 1,097.89 ", 507.95 , 115.17 , 899.64 ," 11,674.64 "," 9,519.05 ", 199.75 ," 8,219.26 "," 3,964.39 ",19,2
08/05/2017," 1,168.07 ", 509.44 , 643.98 ," 2,152.81 ", 665.99 , 56.47 ," 1,934.30 "," 3,645.57 "," 2,229.44 ", 733.64 , 297.38 ," 1,178.40 "," 14,904.86 "," 11,442.39 ", 189.07 ," 9,721.34 "," 5,494.14 ",19,2
09/05/2017," 1,162.86 ", 536.68 , 212.50 , 579.84 ," 1,568.40 ", 59.57 ," 1,947.18 "," 3,601.10 "," 2,774.20 ", 845.97 , 327.24 ," 1,403.55 "," 14,849.79 "," 12,489.36 ", 208.55 ," 10,572.00 "," 4,447.09 ",19,2
10/05/2017," 1,163.70 ", 519.88 , 267.30 , 902.28 ," 2,134.16 ", 59.41 ," 1,942.25 "," 3,569.98 "," 2,595.09 ", 789.44 , 269.65 ," 1,367.74 "," 14,779.20 "," 11,475.71 ", 229.25 ," 10,264.50 "," 5,316.36 ",19,2
11/05/2017," 1,157.85 ", 492.59 , 390.07 ," 1,457.29 "," 2,055.53 ", 55.84 ," 1,907.29 "," 3,452.68 "," 2,457.88 ", 689.03 , 290.75 ," 1,340.84 "," 14,707.60 "," 10,805.03 ", 195.17 ," 9,847.72 "," 5,899.94 ",19,2
12/05/2017," 1,150.01 ", 497.06 , 750.86 ," 1,419.70 "," 1,541.50 ", 53.40 ," 1,917.46 "," 3,662.78 "," 2,388.80 ", 537.08 , 349.64 ," 1,379.36 "," 14,616.24 "," 10,904.57 ", 235.64 ," 9,885.49 "," 5,762.17 ",19,2
13/05/2017," 1,145.16 ", 510.29 , 206.42 , 651.73 ," 1,619.10 ", 49.65 ," 1,829.24 "," 3,738.63 "," 1,738.34 ", 472.49 , 165.17 ," 1,091.79 "," 12,365.22 "," 9,888.30 ", 268.65 ," 8,870.49 "," 4,347.51 ",19,2
14/05/2017," 1,147.78 ", 497.56 , 219.47 , 647.74 ," 1,577.36 ", 49.38 ," 1,572.70 "," 3,677.81 "," 1,188.05 ", 444.81 , 167.75 , 910.31 ," 11,155.48 "," 8,711.26 ", 274.73 ," 7,793.69 "," 4,307.04 ",20,2
15/05/2017," 1,142.47 ", 534.47 , 153.23 , 549.99 ," 2,009.66 ", 50.46 ," 1,704.63 "," 3,664.26 "," 2,532.96 ", 676.26 , 298.03 ," 1,431.43 "," 14,362.52 "," 11,650.01 ", 207.56 ," 10,009.53 "," 4,738.30 ",20,2
16/05/2017," 1,136.50 ", 545.29 , 630.04 , 678.78 ," 1,870.60 ", 48.48 ," 1,930.05 "," 3,808.94 "," 2,609.65 ", 698.15 , 252.93 ," 1,434.30 "," 14,900.10 "," 11,720.99 ", 214.73 ," 10,481.08 "," 5,162.63 ",20,2
17/05/2017," 1,139.00 ", 536.58 , 289.05 ," 1,342.97 "," 2,297.05 ", 46.54 ," 1,936.32 "," 3,719.57 "," 2,348.96 ", 686.16 , 271.46 ," 1,403.45 "," 14,937.33 "," 11,008.66 ", 209.04 ," 10,094.46 "," 5,922.66 ",20,2
18/05/2017," 1,134.01 ", 538.97 , 446.08 ," 1,838.56 "," 1,863.22 ", 45.80 ," 1,923.53 "," 3,730.60 "," 2,082.17 ", 638.63 , 310.80 ," 1,235.78 "," 14,943.42 "," 10,795.95 ", 196.69 ," 9,610.71 "," 6,177.45 ",20,2
19/05/2017," 1,142.60 ", 546.80 , 359.34 ," 1,695.89 "," 1,280.10 ", 46.10 ," 1,884.19 "," 3,835.02 "," 1,939.33 ", 605.59 , 243.96 ," 1,237.43 "," 14,693.19 "," 11,358.20 ", 239.75 ," 9,501.56 "," 5,314.80 ",20,2
20/05/2017," 1,153.72 ", 535.70 , 231.77 ," 1,598.61 "," 1,786.32 ", 45.92 ," 1,919.47 "," 3,745.93 ", 906.43 , 390.14 , 276.60 , 941.73 ," 12,341.00 "," 8,724.66 ", 269.11 ," 7,903.69 "," 5,628.65 ",20,2
21/05/2017," 1,155.74 ", 492.35 , 198.73 , 523.74 ," 2,068.49 ", 45.50 ," 1,929.40 "," 3,543.39 ", 885.78 , 376.99 , 143.72 , 892.56 ," 11,146.32 "," 8,355.65 ", 361.85 ," 7,628.11 "," 4,628.27 ",21,2
22/05/2017," 1,154.70 ", 488.76 , 106.28 , 557.38 ," 2,193.68 ", 46.97 ," 1,942.39 "," 3,760.55 "," 2,576.51 ", 610.58 , 282.78 ," 1,287.66 "," 14,251.78 "," 11,394.79 ", 150.29 ," 10,177.69 "," 4,830.54 ",21,2
23/05/2017," 1,153.24 ", 514.16 , 436.94 ," 1,833.89 "," 2,086.13 ", 46.31 ," 1,937.58 "," 3,710.40 "," 2,118.29 ", 662.68 , 323.78 ," 1,313.71 "," 14,748.46 "," 10,391.72 ", 164.80 ," 9,742.66 "," 6,394.44 ",21,2
24/05/2017," 1,160.84 ", 518.10 , 278.58 ," 2,629.29 "," 1,508.47 ", 48.50 ," 1,938.07 "," 3,768.83 "," 1,899.27 ", 516.93 , 316.48 ," 1,209.84 "," 14,620.80 "," 10,204.83 ", 212.69 ," 9,332.95 "," 6,460.27 ",21,2
25/05/2017," 1,156.79 ", 527.63 , 226.30 ," 1,352.58 "," 1,957.06 ", 47.23 ," 1,933.73 "," 3,539.81 ", 809.24 , 309.59 , 202.61 , 849.97 ," 11,491.83 "," 7,956.17 ", 307.22 ," 7,442.34 "," 5,470.21 ",21,2
26/05/2017," 1,150.65 ", 504.54 , 62.15 , 847.27 ," 2,406.70 ", 48.14 ," 1,924.91 "," 3,613.58 "," 1,008.07 ", 305.28 , 341.73 ," 1,049.44 "," 12,801.28 "," 9,485.54 ", 239.46 ," 7,901.28 "," 5,361.17 ",21,2
27/05/2017," 1,136.58 ", 512.61 , 470.61 ," 1,539.43 "," 2,516.55 ", 45.91 ," 1,910.99 "," 3,231.59 ", 630.36 , 253.16 , 302.97 , 931.55 ," 12,047.28 "," 7,520.95 ", 284.48 ," 6,957.66 "," 6,524.67 ",21,2
28/05/2017," 1,127.85 ", 503.35 , 441.18 ," 1,465.81 "," 2,254.73 ", 45.24 ," 1,909.04 "," 3,087.80 ", 752.55 , 278.22 , 255.05 , 781.63 ," 11,247.14 "," 7,085.78 ", 305.85 ," 6,809.24 "," 6,093.22 ",22,2
29/05/2017," 1,118.05 ", 515.38 , 84.85 , 481.44 ," 2,174.06 ", 45.04 ," 1,894.88 "," 3,670.54 "," 2,451.67 ", 891.21 , 467.85 ," 1,127.77 "," 14,520.70 "," 11,780.61 ", 226.63 ," 10,036.06 "," 4,886.68 ",22,2
30/05/2017," 1,117.43 ", 540.45 , 243.69 ," 1,762.05 "," 1,733.76 ", 44.91 ," 1,897.31 "," 3,642.49 "," 2,638.25 "," 1,033.10 ", 291.30 ," 1,221.25 "," 14,946.01 "," 11,206.80 ", 258.33 ," 10,432.41 "," 5,733.58 ",22,2
31/05/2017," 1,122.51 ", 550.52 , 666.64 ," 2,639.28 "," 2,054.45 ", 44.71 ," 1,876.91 "," 3,637.00 "," 2,051.88 ", 702.60 , 248.29 ," 1,034.51 "," 14,891.18 "," 9,531.13 ", 258.03 ," 9,302.90 "," 7,326.40 ",22,2
01/06/2017," 1,128.16 ", 557.70 , 134.17 , 902.79 ," 2,343.36 ", 44.85 ," 2,096.01 "," 3,685.01 "," 2,097.64 ", 683.91 , 255.40 ," 1,131.38 "," 14,569.29 "," 11,189.28 ", 196.51 ," 9,693.94 "," 5,366.43 ",22,2
02/06/2017," 1,122.99 ", 556.25 , 35.92 , 378.42 ," 2,177.23 ", 41.47 ," 2,243.47 "," 3,693.31 "," 2,391.82 ", 711.61 , 251.61 ," 1,204.14 "," 14,414.10 "," 11,822.96 ", 171.89 ," 10,244.35 "," 4,563.89 ",22,2
03/06/2017," 1,116.93 ", 560.45 , 57.18 ," 1,015.55 "," 1,719.54 ", 41.80 ," 2,238.86 "," 3,278.04 "," 1,040.29 ", 568.93 , 276.42 , 835.51 ," 12,213.27 "," 9,421.32 ", 164.21 ," 7,961.64 "," 4,787.86 ",22,2
04/06/2017," 1,112.23 ", 561.59 , 285.60 ," 2,091.75 "," 1,263.56 ", 42.19 ," 2,165.99 "," 2,950.53 ", 520.38 , 354.32 , 165.44 , 815.32 ," 10,729.23 "," 7,088.72 ", 394.30 ," 6,806.54 "," 5,522.36 ",23,2
05/06/2017," 1,121.19 ", 554.50 , 377.15 , 722.44 ," 1,695.36 ", 42.16 ," 2,245.74 "," 3,277.72 ", 583.32 , 356.08 , 330.18 , 823.01 ," 10,767.19 "," 7,972.60 ", 197.81 ," 7,285.88 "," 4,842.97 ",23,2
06/06/2017," 1,108.92 ", 552.47 , 988.40 ," 3,503.99 "," 1,314.01 ", 41.55 ," 2,241.02 "," 3,357.81 ", 600.08 , 418.96 , 343.89 ," 1,083.84 "," 14,297.10 "," 8,491.02 ", 252.25 ," 7,701.72 "," 7,853.22 ",23,2
07/06/2017," 1,112.23 ", 567.22 ," 1,057.54 "," 5,910.11 "," 1,721.38 ", 40.88 ," 2,097.83 "," 2,777.49 ", 382.10 , 371.21 , 226.22 ," 1,029.23 "," 14,890.43 "," 6,201.76 ", 383.30 ," 6,657.86 "," 10,635.57 ",23,2
08/06/2017," 1,122.52 ", 559.18 , 670.14 ," 2,549.23 "," 1,998.52 ", 40.45 ," 2,260.52 "," 3,517.99 ", 853.10 , 475.96 , 343.44 ," 1,182.33 "," 14,605.64 "," 9,388.08 ", 218.50 ," 8,289.91 "," 7,283.47 ",23,2
09/06/2017," 1,118.15 ", 542.04 , 349.52 ," 2,206.22 "," 1,712.19 ", 41.25 ," 2,261.76 "," 3,632.60 "," 1,117.15 ", 493.07 , 322.99 ," 1,204.77 "," 14,560.40 "," 10,292.83 ", 237.18 ," 8,709.35 "," 6,292.35 ",23,2
10/06/2017," 1,123.17 ", 534.75 , 236.04 , 659.66 ," 2,233.81 ", 41.74 ," 2,257.14 "," 3,533.73 ", 829.93 , 375.56 , 296.86 , 909.56 ," 12,272.07 "," 9,142.89 ", 223.84 ," 7,905.92 "," 5,126.03 ",23,2
11/06/2017," 1,119.83 ", 512.28 , 633.74 ," 1,316.13 "," 2,312.17 ", 41.72 ," 2,230.00 "," 3,289.11 ", 621.64 , 336.49 , 281.15 , 859.49 ," 11,247.38 "," 6,985.75 ", 342.14 ," 7,336.73 "," 6,217.01 ",24,2
12/06/2017," 1,109.57 ", 505.85 , 973.83 ," 4,158.48 "," 1,789.05 ", 41.34 ," 2,190.46 "," 3,243.92 ", 771.52 , 404.51 , 297.56 ," 1,031.57 "," 14,703.68 "," 7,782.64 ", 322.05 ," 7,641.98 "," 8,875.70 ",24,2
13/06/2017," 1,118.21 ", 525.44 , 582.01 ," 2,830.44 "," 1,845.57 ", 41.34 ," 2,209.78 "," 3,437.71 "," 1,450.28 ", 632.32 , 299.44 ," 1,137.76 "," 14,827.15 "," 9,569.52 ", 195.42 ," 8,867.85 "," 7,242.45 ",24,2
14/06/2017," 1,117.26 ", 531.48 , 96.31 , 653.94 ," 2,404.36 ", 41.25 ," 2,232.40 "," 3,606.35 "," 2,092.84 ", 695.86 , 407.99 ," 1,115.01 "," 14,323.34 "," 11,169.06 ", 185.24 ," 9,742.47 "," 5,252.59 ",24,2
15/06/2017," 1,114.65 ", 526.45 , 374.42 ," 1,027.71 "," 2,200.38 ", 40.79 ," 2,243.23 "," 3,666.43 "," 1,329.59 ", 583.63 , 250.25 ," 1,054.67 "," 12,701.50 "," 9,099.34 ", 171.56 ," 8,877.54 "," 5,534.64 ",24,2
16/06/2017," 1,116.60 ", 526.22 , 787.00 ," 4,095.10 "," 1,721.98 ", 40.85 ," 2,189.72 "," 3,461.21 ", 423.61 , 360.39 , 339.15 , 939.68 ," 13,758.15 "," 7,154.34 ", 308.50 ," 7,374.60 "," 8,626.91 ",24,2
17/06/2017," 1,128.14 ", 512.71 , 301.07 ," 2,658.04 "," 1,649.55 ", 41.67 ," 2,251.99 "," 3,481.05 ", 722.08 , 382.02 , 283.25 , 916.01 ," 12,139.71 "," 7,531.40 ", 235.50 ," 7,753.16 "," 6,574.43 ",24,2
18/06/2017," 1,126.90 ", 487.57 , 101.70 , 392.79 ," 2,283.44 ", 41.04 ," 2,217.76 "," 3,644.79 ", 839.05 , 435.33 , 197.11 , 850.49 ," 11,137.18 "," 8,359.56 ", 317.43 ," 7,987.43 "," 4,630.55 ",25,2
19/06/2017," 1,110.78 ", 476.82 , 40.76 , 282.18 ," 2,477.61 ", 40.83 ," 2,195.85 "," 3,807.91 "," 2,496.63 ", 842.40 , 400.47 ," 1,163.54 "," 14,442.49 "," 11,642.33 ", 156.05 ," 10,506.32 "," 4,829.46 ",25,2
20/06/2017," 1,106.39 ", 490.86 , 272.91 ," 1,148.65 "," 2,271.17 ", 40.21 ," 2,200.05 "," 3,625.92 "," 2,887.03 ", 863.96 , 215.05 ," 1,188.53 "," 14,967.20 "," 11,274.84 ", 254.76 ," 10,765.49 "," 5,545.23 ",25,2
21/06/2017," 1,118.61 ", 498.27 , 73.95 , 570.31 ," 2,274.26 ", 40.14 ," 2,195.95 "," 3,782.54 "," 2,889.59 ", 903.80 , 305.71 ," 1,141.11 "," 14,841.56 "," 11,923.46 ", 140.26 ," 10,913.00 "," 4,881.25 ",25,2
22/06/2017," 1,100.69 ", 492.66 , 497.18 ," 1,978.70 "," 1,961.24 ", 40.15 ," 2,214.94 "," 3,721.09 "," 2,217.44 ", 836.29 , 270.57 ," 1,267.82 "," 15,113.84 "," 10,677.07 ", 160.61 ," 10,257.58 "," 6,341.18 ",25,2
23/06/2017," 1,099.10 ", 480.24 , 734.78 ," 3,785.48 "," 1,764.78 ", 40.15 ," 2,163.78 "," 3,482.67 "," 1,240.81 ", 579.82 , 278.48 ," 1,067.07 "," 14,958.82 "," 8,673.99 ", 247.04 ," 8,534.16 "," 8,183.01 ",25,2
24/06/2017," 1,109.84 ", 476.25 , 724.85 ," 3,280.92 "," 1,786.72 ", 41.17 ," 2,047.04 "," 3,369.03 ", 329.60 , 310.19 , 301.14 , 880.49 ," 12,679.38 "," 6,887.20 ", 240.52 ," 6,936.35 "," 7,720.89 ",25,2
25/06/2017," 1,119.13 ", 475.52 , 695.08 ," 2,908.17 "," 1,267.68 ", 41.71 ," 2,159.22 "," 3,271.67 ", 306.51 , 265.95 , 207.67 , 762.71 ," 11,480.31 "," 6,609.77 ", 254.13 ," 6,766.05 "," 6,714.95 ",26,2
26/06/2017," 1,116.45 ", 510.82 , 535.22 ," 1,817.45 "," 1,995.80 ", 41.01 ," 2,222.36 "," 3,806.06 "," 1,596.41 ", 712.59 , 259.61 ," 1,080.58 "," 14,494.97 "," 10,146.99 ", 177.41 ," 9,418.01 "," 6,276.36 ",26,2
27/06/2017," 1,116.35 ", 498.02 , 156.69 , 714.96 ," 1,575.51 ", 40.72 ," 2,223.16 "," 3,882.34 "," 2,431.44 "," 1,017.99 ", 406.85 ," 1,317.82 "," 14,679.24 "," 12,232.52 ", 160.78 ," 10,872.75 "," 4,509.10 ",26,2
28/06/2017," 1,112.00 ", 507.40 , 818.98 ," 1,964.84 "," 1,480.85 ", 41.79 ," 2,221.49 "," 3,872.84 "," 1,842.46 ", 838.33 , 301.34 ," 1,300.50 "," 14,801.06 "," 10,536.63 ", 188.07 ," 10,075.63 "," 6,227.21 ",26,2
29/06/2017," 1,114.88 ", 524.79 , 92.27 ," 1,739.00 "," 1,099.86 ", 41.59 ," 2,209.40 "," 3,768.63 "," 2,034.51 ", 891.08 , 268.49 ," 1,393.50 "," 14,717.66 "," 11,786.82 ", 218.36 ," 10,297.11 "," 4,880.89 ",26,2
30/06/2017," 1,114.35 ", 546.90 , 322.66 ," 3,745.75 "," 1,566.49 ", 40.97 ," 2,205.80 "," 3,547.61 ", 957.61 , 550.59 , 294.47 ," 1,069.91 "," 14,675.50 "," 9,041.02 ", 235.63 ," 8,331.53 "," 7,631.58 ",26,2
01/07/2017," 1,107.02 ", 526.82 , 527.70 ," 2,846.79 "," 1,145.84 ", 39.00 ," 2,223.08 "," 3,435.25 ", 451.56 , 364.60 , 188.04 , 951.05 ," 12,421.98 "," 7,902.02 ", 162.04 ," 7,425.55 "," 6,381.22 ",26,3
02/07/2017," 1,104.92 ", 495.03 , 579.58 ," 2,717.03 "," 1,108.04 ", 39.00 ," 2,186.08 "," 3,307.25 ", 438.99 , 340.48 , 117.68 , 769.53 ," 11,301.79 "," 6,897.55 ", 290.92 ," 7,042.33 "," 6,161.28 ",27,3
03/07/2017," 1,105.71 ", 508.33 , 580.53 ," 2,276.60 "," 2,047.99 ", 39.16 ," 2,225.73 "," 3,489.22 "," 1,173.02 ", 633.69 , 248.95 ," 1,163.90 "," 14,205.85 "," 9,301.02 ", 205.33 ," 8,685.55 "," 6,807.27 ",27,3
04/07/2017," 1,099.28 ", 514.06 , 333.75 ," 1,690.63 "," 2,018.10 ", 38.97 ," 2,210.01 "," 3,558.44 "," 1,872.79 ", 777.71 , 264.43 ," 1,430.02 "," 14,614.66 "," 10,572.63 ", 156.47 ," 9,848.97 "," 5,959.22 ",27,3
05/07/2017," 1,105.76 ", 497.55 , 38.72 , 298.26 ," 2,098.41 ", 38.66 ," 2,213.16 "," 3,762.90 "," 2,562.22 ", 908.09 , 247.59 ," 1,525.14 "," 14,713.29 "," 12,278.30 ", 152.59 ," 10,971.50 "," 4,324.95 ",27,3
06/07/2017," 1,103.93 ", 491.61 , 31.75 , 325.45 ," 2,264.08 ", 39.13 ," 2,224.70 "," 3,767.34 "," 2,600.39 "," 1,088.09 ", 289.41 ," 1,540.72 "," 14,794.45 "," 12,173.43 ", 181.01 ," 11,221.24 "," 4,545.35 ",27,3
07/07/2017," 1,105.91 ", 485.49 , 47.04 ," 1,352.76 "," 1,810.41 ", 39.36 ," 2,136.49 "," 3,654.89 "," 2,364.16 "," 1,053.89 ", 313.44 ," 1,508.46 "," 14,715.83 "," 11,506.03 ", 191.44 ," 10,717.88 "," 5,154.41 ",27,3
08/07/2017," 1,100.58 ", 485.32 , 203.84 ," 1,147.77 "," 1,892.47 ", 39.51 ," 1,682.38 "," 3,525.74 "," 1,430.92 ", 679.33 , 148.56 ," 1,147.95 "," 12,556.23 "," 9,312.55 ", 214.26 ," 8,466.31 "," 5,018.06 ",27,3
09/07/2017," 1,101.25 ", 482.81 , 53.86 , 399.29 ," 1,881.85 ", 39.80 ," 1,594.34 "," 3,558.88 "," 1,279.52 ", 530.43 , 137.25 ," 1,074.81 "," 11,316.02 "," 8,981.32 ", 155.22 ," 8,037.98 "," 4,096.13 ",28,3
