New date,Biomass avg,Hydrop avg,windOFFshore avg,windONshore avg,photovoltaics avg,other renewable avg,nuclear avg,brown coal avg,hard coal avg,fossil gas avg,hydro pumped storage avg,other conventional avg,total grid load avg,residual load avg,reverse hydro pumbed avg,sum conventional avg,sum renewable avg
2015-01-01T00:00:00,1005.75,284.5,129.42,2119.83,0,25.54,2729.63,3645.63,617.46,225.42,199.75,1255.75,10410.25,8161.33,290.79,8473.88,3764.79
2015-01-01T06:00:00,1002.75,280.08,131.25,2460.5,262.79,21.63,2528.08,3118.88,624.92,220.38,133.33,1399,10317.54,7463.17,508.04,7891.25,4292.33
2015-01-01T12:00:00,1005.63,287.58,131.33,3093.71,449.04,21.33,2689.04,3355.79,682.5,245.88,305.79,1454.96,12178.25,8504.5,139.25,8428.17,5294.42
2015-01-01T18:00:00,1000.63,292.46,129.54,4776.13,0,21.96,2532.17,2988.67,606,300.67,348.42,1479.08,12796.33,7891,141.33,7906.58,6569.13
2015-01-02T00:00:00,999,280.63,79.79,6048.88,0,22,1730.13,2201.21,533.46,284.67,185.46,1513.21,10702.42,4574,602.88,6262.67,7615.75
2015-01-02T06:00:00,999.08,278,111.29,6410.79,92.63,31.79,2285.04,2620.29,940.58,317.46,242.46,1652.88,13759.96,7145.63,171.83,7816.25,8166.04
2015-01-02T12:00:00,1005.42,279.29,117,6164,230.92,33.54,2582.21,3159,1034.71,327,337.04,1559.67,15111.08,8599.5,124.75,8662.58,8167.21
2015-01-02T18:00:00,1007.42,291.38,122.79,6027.88,0,34,2504.67,2742.75,976,318.08,298.96,1473.08,14131.71,7981.5,235.25,8014.58,7782.42
2015-01-03T00:00:00,996.5,299.13,127.75,5338.29,0,34,2130.25,2139.42,540.17,284.21,132.46,1310.04,10347.54,4881.42,525.83,6404.08,6928.13
2015-01-03T06:00:00,994.88,304.38,125.21,5541.5,152.58,34,2554.04,2794.5,599.58,290.63,105.42,1374.92,12332.58,6513.5,312.63,7613.67,7257.96
2015-01-03T12:00:00,998.79,326.71,123.42,4557.96,149.04,34,2793.63,3574.29,718.92,344.54,496.83,1596.71,14132.88,9302.71,41,9028.08,6686.75
2015-01-03T18:00:00,1007.13,367.63,128.83,3606.17,0,34,2741.33,3855.79,683.46,322.38,362.83,1522.88,13742.08,10007.5,149.96,9125.83,5506.58
2015-01-04T00:00:00,1003,444.96,127.42,4552.54,0,34,2449.17,2475.96,434.33,190.5,157.5,1346.33,10415.58,5735.88,474.21,6896.29,6319.42
2015-01-04T06:00:00,1003.5,454.13,124.42,4274.04,331.46,34,2450.42,2514.71,479,237.33,152.83,1337.46,11640.42,6910.75,249.63,7018.92,6374.38
2015-01-04T12:00:00,1013.21,431.17,118.88,3739.04,501.33,34,2774.83,3190.29,522.38,231.17,386.96,1414.38,13394.88,9035.96,84.58,8133.04,6224.58
2015-01-04T18:00:00,1017.54,429.13,110.71,3227.67,0,34,2810.67,3815.42,532.63,236.13,407.21,1423.25,13628.79,10290.71,210.54,8818.08,5226.25
2015-01-05T00:00:00,1014.79,413.33,115.21,3152.75,0,33.08,2696.46,3851.21,624.33,260.33,126.25,1392.83,11330.08,8062.5,779.42,8825.17,4855.42
2015-01-05T06:00:00,995.08,394.25,90.63,3512.83,371.08,34,2740.71,4120.21,1763.63,423.75,126.75,2203.75,15739.54,11765.29,189.92,11252.04,5524.63
2015-01-05T12:00:00,1003,392.71,72.75,1784.58,734.13,33.75,2839.58,4430.79,2360.17,438.08,395.92,2563.38,16705.17,14114.08,56.38,12632,4416.83
2015-01-05T18:00:00,1006.04,387.46,44.75,701.46,0,33.83,2851.96,4480.5,2629.21,342.63,424.04,2501.96,15639.25,14893.5,47.21,12806.25,2597.58
2015-01-06T00:00:00,997.42,386.63,39.63,228.5,0,33,2856.38,4457.58,2273.08,356.29,119.88,1872.5,12285.67,12017.75,602.71,11815.83,1805.04
2015-01-06T06:00:00,986.88,377.92,60.42,545.21,566.38,33.63,2848.92,4481.88,2826.88,470.17,255.83,2474.08,15511.17,14339.58,68.25,13101.92,2826.25
2015-01-06T12:00:00,958.92,369.88,81.88,1231.67,804.17,34.25,2850.79,4413.04,3025.5,476.29,208.83,2433.17,16348.83,14231.54,90.63,13198.79,3689.58
2015-01-06T18:00:00,995.21,372.38,105.63,2274.63,0,34.5,2850.92,4298.42,2672.88,484.13,228.5,2282.04,15641.25,13261.33,167.79,12588.38,4010.83
2015-01-07T00:00:00,995.33,368,101.83,2054.42,0,34,2854.96,4269.58,1954.83,369.67,99.75,1623.13,12498.79,10342.71,497.04,11072.17,3653.33
2015-01-07T06:00:00,988.79,368.75,84.92,1827.42,230.58,34,2860.67,4381.75,3167.71,626.63,342.88,2662.67,17346.17,15203.54,26.58,13699.42,3877.33
2015-01-07T12:00:00,1003.13,364.88,126.63,1786.25,482.71,34,2866.67,4723,3118.13,785.75,382.42,2707.54,18000.67,15605.42,32.21,14201.08,4180
2015-01-07T18:00:00,1001.88,376.58,132.67,3107.46,0,33.96,2861.21,4650.42,2564.63,566.42,291.71,2399.58,16692.29,13452.58,68.25,13042.25,4944.25
2015-01-08T00:00:00,992.42,374.96,133.29,3930.63,0,26.92,2829.58,4463.5,1437.42,296.75,184.83,1609.33,13145.38,9081.71,602.46,10636.58,5643.04
2015-01-08T06:00:00,985.42,374.46,132.71,4359.33,138.5,33.83,2841.92,4180.17,2837.04,448.54,324.46,2329.63,17754.71,13124.29,99.42,12637.29,6348.71
2015-01-08T12:00:00,1007.58,372.71,116.46,4047.71,219.79,33.88,2850.5,4050.71,3026.88,447.79,477.54,2246.13,18234.25,13850.54,19.13,12622,6275.67
2015-01-08T18:00:00,1010.17,371.54,132.04,5185.08,0,31.17,2816.75,3930.71,2025.04,418,295,1714.46,16426.67,11109.83,148.38,10904.96,7025
2015-01-09T00:00:00,1009.21,371.83,126.75,5808.46,0,24.25,2640.83,3282.63,890.42,317.13,122.83,1575.96,12804.29,6869.21,643.17,8706.96,7463.33
2015-01-09T06:00:00,1004.75,379.79,46.13,7161.92,118.75,34.04,2802,3524.88,1383.33,502.29,564.96,1680.75,17839.04,10512.46,30.29,9893.25,9310.33
2015-01-09T12:00:00,1010.58,384.13,88.08,7380.67,165.75,32.92,2797.5,3532.33,1513.21,464,351.33,1613.67,17995.25,10361.13,43.79,9920.71,9413.46
2015-01-09T18:00:00,1027.71,385,106.04,6122.54,0,33.63,2803.38,3495.83,1218.04,363.5,315.96,1530.71,16020.17,9791.75,53.71,9411.46,7990.88
2015-01-10T00:00:00,1015.38,426.63,121.92,5305.58,0,33.29,2729.33,2538.79,506.33,199.13,125.42,1661.46,11987.38,6560.29,431.96,7635.04,7028.21
2015-01-10T06:00:00,1016.67,480.46,61.33,6969.42,285.63,33.04,2734.58,2271.25,523.17,249.42,148.88,1356.63,14053.88,6737.71,283.75,7135.04,8995.42
2015-01-10T12:00:00,1014.38,466.08,40.33,7157.46,567.67,33.71,2707.38,2171.58,451.13,240.21,439.21,1396.67,15134.08,7368.96,123.46,6966.96,9718.83
2015-01-10T18:00:00,1013.42,461.54,47.88,6570.75,0,34,2694.17,2202.58,469.92,204.71,423.5,1395.83,14246.88,7628.5,74.38,6967.21,8551.08
2015-01-11T00:00:00,1006.29,434.88,84.33,5813.92,0,34,2461.33,1761.92,377.71,184.71,128.17,1463.5,11033.38,5135.29,374.29,6249.17,7501.58
2015-01-11T06:00:00,1004.25,444.96,101.25,6471.54,294.96,34,2481.71,1746.08,365.96,191,105.63,1336.96,12431.5,5564.04,353.67,6121.71,8456.58
2015-01-11T12:00:00,1017.75,462,91.67,6968.88,530.67,34,2582.33,1899,395.79,189.29,311.33,1461.38,14145,6553.96,149,6527.79,9416.29
2015-01-11T18:00:00,1014.83,455.75,121.25,6597.08,0,33.96,2686.5,2288.88,518.21,194.83,361.79,1475.79,14278.79,7560.71,113.79,7164.21,8584.67
2015-01-12T00:00:00,1007.79,442.21,122.96,5700.63,0,33,2492.21,2297.21,600,213.63,93.54,264.21,12210.88,6387.29,652.08,5867.25,7400.13
2015-01-12T06:00:00,1016.71,448.04,122.67,6528.63,173.88,32.88,2808.67,3712.5,1334.33,369.71,286.75,261.5,17943.5,11119,43.42,8486.71,8609.54
2015-01-12T12:00:00,1025.88,439.83,118.67,7053.08,285.83,33.04,2811.88,3854.38,1564.08,436.54,348.54,251,18639.75,11182.63,49,8917.88,9304.88
2015-01-12T18:00:00,1026.38,419.92,122.5,6633.58,0,32.58,2762.54,3463.38,1356.5,389.88,322.5,238.25,16715.67,9959.83,190.42,8210.54,8557.46
2015-01-13T00:00:00,1020.33,417.58,76.25,5236.13,0,23.04,2764.38,3255.21,1034.46,349.25,153.58,241,12988.42,7676.29,481.08,7644.29,6926.92
2015-01-13T06:00:00,1007.75,422.04,111.46,6088.63,850.75,22.21,2768.67,3824.75,1881.5,431.42,205.5,233.71,17698.79,10648.25,88.08,9140.04,8708.33
2015-01-13T12:00:00,1008.33,419.17,111.96,5362.5,1244.54,21.92,2778.33,3683.25,1931.46,427.17,422.25,241.54,18003.42,11284.79,40.46,9061.75,8590.67
2015-01-13T18:00:00,1015.46,408.33,73.54,4521.46,0,22.25,2806.79,3786.17,2069.04,373.38,363.13,245.38,16218.08,11623.38,93.29,9280.75,6404.17
2015-01-14T00:00:00,1004.13,400.75,69.83,3853.92,0,23.67,2770.75,4020.5,1284.04,290.29,115.71,249.79,12531.08,8607.67,711.08,8615.38,5468
2015-01-14T06:00:00,1002.79,409.63,79.92,5193.88,343.63,33.04,2830.92,4009.92,2511.83,401.63,258.83,252.42,17660.5,12043.33,78.63,10006.71,7321.71
2015-01-14T12:00:00,1004.29,408.38,106.13,4058.83,411,34.29,2829.5,4202.96,2780.83,410.42,372.54,261,18081.96,13506.25,31.79,10484.71,6395.46
2015-01-14T18:00:00,1018.08,412.08,118.46,3562.54,0,34.96,2808.21,4346.88,2474.42,360.38,448.08,268.58,16487.58,12806.83,67.33,10258.46,5594.21
2015-01-15T00:00:00,1010.08,410.33,132.21,4061.04,0,35,2733.96,4169.33,1183.75,298.42,75.29,1317.08,13109.96,8917.08,751.88,9702.54,5723.96
2015-01-15T06:00:00,1005.58,421.38,123.42,6037.58,289.79,35,2770.46,3973.21,1956.08,435.13,406.58,1674.08,17911.46,11461.08,59.92,10808.96,8319.33
2015-01-15T12:00:00,1013.83,413.17,132,6158.13,425.17,34.88,2708.33,3917.5,2307.08,436.21,461.67,1663.83,18303.54,11588.79,29.17,11032.96,8638.83
2015-01-15T18:00:00,1023.29,407.46,124.21,6108.38,0,35,2790.29,3803.25,1829.25,353.17,271.96,1421.42,16543.17,10310.79,143.42,10197.38,7970.29
2015-01-16T00:00:00,1012.5,392.17,99.79,5015.67,0,34.04,2709.67,3393.33,1137.17,280.88,65.21,1260.92,12837.54,7722.38,659.42,8781.96,6619.38
2015-01-16T06:00:00,1002.63,418.79,130.92,3445.13,425.42,34.63,2829.21,4512,2636.58,432.75,292.63,2392.58,17729.88,13728.54,50.63,12803.13,5750.13
2015-01-16T12:00:00,1006.92,417,113.54,1313.25,525.46,34.25,2821.71,4642.67,3194.88,440.38,457.38,2554.88,17533.25,15581.29,23.38,13654.5,3867.79
2015-01-16T18:00:00,1015.29,404.54,89.71,936.79,0,34.08,2843.83,4677.79,3110.29,372,373.17,2147.75,15819.33,14793.17,48.83,13151.67,2853.58
2015-01-17T00:00:00,1009.79,402.71,114.67,1049.63,0,30.88,2834.92,4503.79,2024.71,263.92,150.13,1484.96,12168,11003.96,562,11112.29,2757.79
2015-01-17T06:00:00,1014.5,411.29,121.5,1318.29,313.21,35,2849.88,4463.71,2549.63,314.29,198.17,1698.71,14188.29,12435.54,137.88,11876.21,3411.96
2015-01-17T12:00:00,1018.13,417.25,115.04,1112.63,578.88,35,2853.33,4441.5,2679.04,319.17,361.79,1804.63,14803.46,12997.29,89.08,12097.67,3638.71
2015-01-17T18:00:00,1019.83,416.46,129.25,1633.88,0,35,2723.25,4543.08,2291.88,366.21,449.5,1787.25,14216.04,12453.04,119.83,11711.67,3683.92
2015-01-18T00:00:00,1015.67,403.92,106.25,1785.13,0,35,2664.33,4326.04,1581.29,316.42,115.5,1256.63,11316.75,9425.46,484.54,10144.71,3461.46
2015-01-18T06:00:00,1018.46,401.54,78.63,1607.58,504.92,35.08,2725.71,4325.58,1861.96,365.04,113.88,1550.96,12502.83,10312.04,326.5,10829.25,3760.08
2015-01-18T12:00:00,1020.71,403.71,24.75,923.13,797.75,35,2837.58,4507.13,2332.04,388.46,371.5,1700.21,13820.92,12075.75,45.96,11765.42,3576.54
2015-01-18T18:00:00,1024.25,398.92,9.21,945.63,0,35,2842.42,4547.96,2707.67,412.96,415.71,1797.33,14156.08,13201.54,94.08,12308.33,2828.71
2015-01-19T00:00:00,1010.63,397.13,3.21,501.5,0,35.17,2836.58,4521.38,2360.42,411.83,177.58,1747.17,12256.71,11752.17,509.04,11877.38,2125.21
2015-01-19T06:00:00,1008.25,408.46,2.29,335.13,395.75,35.13,2842.46,4752.42,2934.33,935.54,346.13,2760.88,17752.04,17019.17,54,14225.63,2531.13
2015-01-19T12:00:00,1005.92,404.33,5.25,212.46,591.17,34.25,2853.92,4819.71,3091.42,1137.21,312,2923.88,18312.33,17503.92,66.08,14826.13,2565.38
2015-01-19T18:00:00,1018.08,418.29,9.79,321.54,0,33.96,2845.38,4824.04,3136.75,810.67,385.79,2651.21,16677.21,16346.17,63.04,14268.04,2187.46
2015-01-20T00:00:00,1009.21,431.63,13.38,262.88,0,34,2847.42,4821.88,2975.04,420.71,142.25,2018.33,13210.79,12935,640,13083.38,1893.33
2015-01-20T06:00:00,1008.63,426.83,11.5,172.25,155.63,34,2857.67,4893.04,3093.75,1090.13,576.13,2995.17,18016.38,17677.58,37.75,14929.75,2384.96
2015-01-20T12:00:00,1021.63,416.96,10.75,85.92,294.25,34.21,2853.38,4916.46,2920.13,1389.63,414.46,2967.29,18475.92,18085.33,5.46,15046.88,2278.17
2015-01-20T18:00:00,1025.96,441.75,18.21,141.75,0,35,2849.54,4926.21,2997.96,1001.83,344.29,2794.88,16775.04,16615.54,110.79,14570.42,2006.96
2015-01-21T00:00:00,1016.96,445.63,22.58,204.5,0,35,2853.75,4907.71,2951.83,429.58,140.92,2089,13293.54,13066.79,677.25,13231.88,1865.58
2015-01-21T06:00:00,1016.04,427.67,20.92,345.21,336.79,34.21,2863.33,4873.96,3131.75,1174.17,427.67,2802.17,17962.38,17259.71,25.04,14845.38,2608.5
2015-01-21T12:00:00,1015.71,433.71,18.63,408.33,585.13,35.21,2852.67,4593.88,3260.38,1330.04,360.67,2887.92,18315.21,17303.38,7.04,14924.88,2857.38
2015-01-21T18:00:00,1021.63,446.25,35.21,927.17,0,35.54,2846.04,4589.83,3146.83,902.08,306,2686.71,16861.58,15899.42,157.96,14171.5,2771.79
2015-01-22T00:00:00,1011.42,423.88,25.92,847.83,0,35,2844.21,4578.21,3081.5,429.92,144.42,1896.04,13400.08,12526.58,731.08,12829.88,2488.46
2015-01-22T06:00:00,1012.04,424.38,21.29,755.83,216.29,35,2862.92,4615.54,3396.67,1100.29,469.21,2822.96,18035.04,17041.96,46.75,14798.38,2934.04
2015-01-22T12:00:00,1016.04,422.42,5.75,496.04,288.83,35,2864.17,4605.71,3411.75,1233.54,529.75,2869.5,18552.5,17762.25,6.5,14984.67,2793.83
2015-01-22T18:00:00,1020.46,428.13,1.33,526.63,0,35,2854.5,4576.13,3471.29,876.54,359.13,2674.92,16926.58,16398.83,89.88,14453.38,2370.67
2015-01-23T00:00:00,1002.04,405.63,0.92,380.13,0,35,2849,4581.75,3277.5,386.5,159.71,1924.08,13416.75,13036.13,689.54,13018.83,1983.42
2015-01-23T06:00:00,999.92,414.25,6.75,280.04,103.83,34.88,2857.04,4622.75,3561.63,966.21,627.08,2774.92,17961.71,17571.38,50.58,14782.54,2466.75
2015-01-23T12:00:00,1008,401.46,63.88,161.25,188.5,34.96,2861.33,4639.58,3569.21,1050.67,379.63,2727.21,18073.33,17660,16.29,14848,2237.67
2015-01-23T18:00:00,1018.67,421.54,112.58,489.38,0,35,2858.46,4619.04,3342.58,667.63,302.88,2386.25,16390.25,15788.58,70.83,13873.96,2380.04
2015-01-24T00:00:00,1009.63,400.21,124.88,1387.21,0,34.54,2834.75,4573.21,2361.54,366.79,151.96,1519.33,13355.04,11843.25,521.92,11655.63,3108.42
2015-01-24T06:00:00,1007,386.38,113.38,1749.04,160.21,35,2833.54,4619.63,2551.96,423.13,240.38,1831.83,14636.33,12614.08,165.67,12260.08,3691.38
2015-01-24T12:00:00,1007.88,378.54,113.17,1184.79,249.58,35,2836.5,4611.17,2965.29,417.25,294,1913.04,15410.67,13863.54,34.42,12743.25,3262.96
2015-01-24T18:00:00,1016.67,372.13,138.42,1598.63,0,34.88,2846.96,4561.79,2723.63,382.33,273.63,1726.42,14592.17,12855.33,85.88,12241.13,3434.33
2015-01-25T00:00:00,1012.58,357.92,144.75,1758.46,0,31,2779.33,4414.21,1622.29,294.25,111.79,1349.75,11650.5,9747.33,489.29,10459.83,3416.5
2015-01-25T06:00:00,1013.54,351.58,106.04,1300.83,177.38,32.96,2723.5,4527.29,2027.38,351.38,205.42,1616.88,12663.42,11079.54,139.67,11246.42,3187.75
2015-01-25T12:00:00,1022.42,341.54,46.79,784.92,304.92,35,2807.38,4528.75,2615.96,382.46,338.29,1856.38,14037.21,12900.88,59.42,12190.92,2873.88
2015-01-25T18:00:00,1021.17,338.33,61.29,642.63,0,35,2818.25,4474.46,3082.33,395.63,315.13,1960.33,14360.25,13656.5,63,12731,2413.54
2015-01-26T00:00:00,1017.67,338.21,140.46,888.96,0,34.33,2829.38,4467.58,2644.04,401.5,127.83,1549.04,12446.63,11417.42,544.63,11891.54,2547.46
2015-01-26T06:00:00,1021.71,342.04,160.54,1714.17,148.38,35,2839.08,4430.29,3464.67,740.08,316.29,2797.75,17959.33,15936.67,45.38,14271.88,3738.13
2015-01-26T12:00:00,1025.42,345.88,147.29,2610.5,293.33,35,2848.54,4283.46,3519.54,738.54,406.75,3010.17,18575.17,15524.29,2.67,14400.25,4864.17
2015-01-26T18:00:00,1022.46,349.79,153.42,3322.38,0,35,2848.46,4183.79,3050.63,514.92,360.42,2410,16894.83,13419.21,89.38,13007.79,5243.46
2015-01-27T00:00:00,1022.63,357.33,160.21,3670.42,0,29.21,2839,4043.17,1938.79,406.63,148,1791.42,13487.79,9657.38,630,11019,5387.79
2015-01-27T06:00:00,1018.88,357.08,155.92,3248.63,279.5,34.13,2842.88,3929,3361.79,562.46,324.13,2749.71,17920.13,14236.46,60.92,13445.83,5418.25
2015-01-27T12:00:00,1022.04,361.79,85.96,2526.96,452.92,34.21,2845.79,4156.42,3465,587.83,285.17,2912.58,18232.33,15166.67,17.46,13967.63,4769.04
2015-01-27T18:00:00,1022.38,378.04,62.17,1661.29,0,34,2842.54,4319.13,3457.75,542.21,327.5,2549.38,16703.92,14980.75,49.58,13711,3485.38
2015-01-28T00:00:00,1015.46,363.58,139.21,1576.54,0,34.13,2841.79,4390.96,2860.29,381.63,147.5,1754.08,13241.67,11526.21,557.83,12228.75,3276.42
2015-01-28T06:00:00,1014.58,364.71,158.25,3333.21,241.08,34.71,2847.5,4072.58,3308.63,558.38,486.21,2319.21,18042.08,14309.79,35.33,13106.29,5632.75
2015-01-28T12:00:00,1014.83,361.71,131.54,6040.75,449.96,34,2819.71,3677.88,2610.88,624.88,188.63,2175.83,18760.08,12138.42,70.13,11909.17,8221.42
2015-01-28T18:00:00,1011.17,369.79,142.92,6221.79,0,31.63,2792.08,3500.75,2098.63,495.63,243.25,2005.67,17182.29,10817.83,105.13,10892.75,8020.54
2015-01-29T00:00:00,1002.58,361.79,146.71,5148,0,26.63,2758.92,3218.38,1468.71,351.38,202.08,1704.21,13088.75,7794.29,705.83,9501.58,6887.79
2015-01-29T06:00:00,1000.04,358.25,130.46,5273.58,508.08,34.67,2831.71,3871.54,2584.17,558,264.46,2142.29,18209.21,12297.38,103.71,11987.71,7569.54
