datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable
2017-08-01T00:00:00;1085;560;31;902;0;44;2253;3442;1637;638;107;1277;11666;10734;334;9247;2729
2017-08-01T00:15:00;1084;550;23;922;0;44;2249;3430;1584;617;86;1245;11538;10593;389;9125;2709
2017-08-01T00:30:00;1083;548;25;947;0;45;2249;3422;1547;600;54;1203;11398;10426;547;9021;2702
2017-08-01T00:45:00;1083;537;23;977;0;45;2240;3412;1503;582;47;1136;11198;10199;671;8873;2712
2017-08-01T01:00:00;1081;549;20;987;0;45;2255;3432;1440;603;130;1122;11158;10152;666;8852;2812
2017-08-01T01:15:00;1081;540;23;946;0;45;2248;3431;1390;606;101;1160;11096;10127;645;8835;2736
2017-08-01T01:30:00;1080;538;33;957;0;45;2248;3429;1353;604;97;1120;11009;10020;666;8754;2750
2017-08-01T01:45:00;1078;534;36;1003;0;45;2247;3433;1275;588;45;1054;10893;9854;667;8597;2741
2017-08-01T02:00:00;1077;543;48;989;0;45;2249;3414;1191;596;42;992;10739;9702;648;8442;2744
2017-08-01T02:15:00;1077;539;54;963;0;45;2251;3432;1173;594;37;967;10680;9663;632;8417;2715
2017-08-01T02:30:00;1079;539;53;948;0;45;2251;3438;1187;581;36;987;10716;9716;635;8444;2700
2017-08-01T02:45:00;1073;537;54;976;0;45;2250;3439;1183;577;31;953;10735;9705;608;8402;2716
2017-08-01T03:00:00;1070;540;62;957;0;45;2253;3435;1162;542;48;920;10728;9710;618;8312;2722
2017-08-01T03:15:00;1071;538;69;936;0;45;2252;3438;1164;502;34;999;10752;9747;627;8355;2693
2017-08-01T03:30:00;1074;539;67;984;0;45;2253;3442;1169;494;30;1021;10745;9694;672;8379;2739
2017-08-01T03:45:00;1074;544;66;1037;0;45;2253;3443;1168;475;37;971;10712;9609;696;8310;2803
2017-08-01T04:00:00;1072;539;70;1059;0;45;2256;3441;1165;476;33;962;10782;9653;693;8299;2818
2017-08-01T04:15:00;1072;541;79;1055;0;45;2254;3432;1167;479;30;998;10856;9722;689;8330;2822
2017-08-01T04:30:00;1071;540;81;1154;0;45;2244;3399;1174;479;23;919;10866;9632;685;8215;2914
2017-08-01T04:45:00;1068;541;75;1128;0;45;2254;3422;1206;476;32;932;10963;9760;621;8289;2889
2017-08-01T05:00:00;1066;540;68;1075;0;45;2248;3400;1223;489;25;1058;11317;10175;589;8417;2819
2017-08-01T05:15:00;1065;538;65;1094;0;45;2236;3394;1270;571;18;1115;11546;10387;589;8585;2825
2017-08-01T05:30:00;1070;554;71;1152;4;45;2252;3412;1350;568;35;1236;11885;10658;516;8818;2931
2017-08-01T05:45:00;1070;550;72;1242;13;45;2251;3419;1456;540;36;1341;12200;10873;387;9006;3028
2017-08-01T06:00:00;1070;544;70;1364;39;45;2248;3393;1508;591;57;1388;12824;11352;521;9128;3189
2017-08-01T06:15:00;1075;550;70;1422;102;44;2254;3413;1560;610;62;1344;13399;11806;240;9180;3325
2017-08-01T06:30:00;1076;547;62;1501;200;44;2255;3418;1608;573;74;1309;13715;11952;77;9162;3504
2017-08-01T06:45:00;1077;547;59;1505;334;44;2250;3412;1681;617;102;1315;14040;12142;47;9274;3668
2017-08-01T07:00:00;1076;538;59;1495;476;44;2227;3381;1680;624;87;1373;14462;12432;86;9285;3775
2017-08-01T07:15:00;1085;545;67;1537;637;44;2241;3359;1689;642;112;1451;14803;12562;107;9382;4027
2017-08-01T07:30:00;1090;542;64;1680;849;44;2261;3396;1725;662;174;1441;15131;12539;83;9485;4443
2017-08-01T07:45:00;1094;547;62;1651;1078;44;2260;3413;1732;671;259;1444;15370;12580;79;9520;4735
2017-08-01T08:00:00;1098;564;58;1572;1315;44;2251;3429;1742;692;603;1300;15586;12642;80;9413;5254
2017-08-01T08:15:00;1100;574;61;1477;1585;44;2259;3437;1753;708;649;1358;15804;12682;74;9514;5490
2017-08-01T08:30:00;1099;571;63;1376;1856;44;2258;3440;1764;736;620;1372;15931;12637;32;9570;5629
2017-08-01T08:45:00;1097;571;66;1232;2149;43;2257;3441;1768;742;559;1434;16053;12606;12;9642;5717
2017-08-01T09:00:00;1098;570;70;1033;2438;43;2254;3440;1844;751;772;1509;16098;12557;12;9798;6024
2017-08-01T09:15:00;1100;569;61;907;2749;43;2256;3451;1863;755;715;1512;16169;12452;4;9838;6144
2017-08-01T09:30:00;1101;564;55;778;3070;43;2256;3457;1877;757;634;1492;16312;12410;1;9838;6245
2017-08-01T09:45:00;1100;544;52;687;3394;43;2255;3453;1871;757;449;1467;16381;12248;3;9803;6269
2017-08-01T10:00:00;1098;537;49;688;3634;43;2254;3446;1882;755;392;1473;16523;12153;1;9811;6441
2017-08-01T10:15:00;1100;541;42;648;3860;43;2255;3446;1869;737;323;1496;16666;12116;2;9803;6557
2017-08-01T10:30:00;1098;560;46;626;4124;43;2247;3442;1854;724;356;1523;16810;12014;2;9790;6853
2017-08-01T10:45:00;1096;561;47;661;4376;43;2241;3452;1846;714;283;1416;16823;11739;3;9669;7067
2017-08-01T11:00:00;1093;548;44;651;4532;43;2236;3509;1837;739;142;1471;16898;11672;62;9792;7053
2017-08-01T11:15:00;1088;556;37;648;4706;43;2239;3554;1793;746;267;1421;17062;11671;133;9754;7345
2017-08-01T11:30:00;1087;554;33;647;4812;43;2244;3568;1786;757;257;1345;17143;11650;26;9699;7433
2017-08-01T11:45:00;1088;553;30;608;4895;43;2245;3589;1782;726;234;1343;17145;11612;19;9685;7451
2017-08-01T12:00:00;1080;560;31;606;4964;43;2245;3615;1767;755;363;1337;16961;11361;1;9719;7647
2017-08-01T12:15:00;1082;558;37;651;5073;43;2243;3656;1767;757;202;1351;16900;11140;0;9774;7646
2017-08-01T12:30:00;1080;556;37;717;5135;43;2242;3677;1763;709;125;1389;16795;10908;99;9779;7693
2017-08-01T12:45:00;1081;552;41;740;5178;43;2238;3701;1753;682;79;1433;16776;10817;152;9806;7714
2017-08-01T13:00:00;1082;556;54;761;5151;43;2239;3700;1764;715;93;1427;16779;10813;40;9845;7740
2017-08-01T13:15:00;1082;550;59;810;5122;43;2232;3701;1793;718;60;1322;16642;10651;50;9766;7726
2017-08-01T13:30:00;1078;549;58;843;5111;43;2237;3698;1801;717;72;1296;16509;10497;91;9748;7754
2017-08-01T13:45:00;1074;548;62;819;5026;43;2232;3690;1801;712;58;1367;16435;10529;136;9802;7630
2017-08-01T14:00:00;1072;563;72;780;4884;43;2234;3694;1841;722;90;1460;16485;10749;87;9951;7504
2017-08-01T14:15:00;1078;565;79;778;4741;43;2236;3696;1833;743;151;1499;16622;11025;36;10006;7435
2017-08-01T14:30:00;1076;564;78;777;4595;43;2236;3693;1832;749;183;1490;16566;11116;36;10000;7316
