"datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable"
"2022-07-07T00:15:00;1034;416;1338;2518;0;28;998;3012;1767;820;81;204;12106;8251;31;6801;5415"
"2022-07-07T00:30:00;1035;424;1315;2627;0;28;999;3031;1691;828;28;203;11998;8056;125;6752;5457"
"2022-07-07T00:45:00;1032;413;1320;2652;0;28;997;3032;1603;835;14;205;11969;7997;181;6672;5459"
"2022-07-07T01:00:00;1035;456;1326;2712;0;28;1000;3021;1471;818;73;205;11871;7833;75;6515;5630"
"2022-07-07T01:15:00;1036;403;1345;2752;0;28;999;3003;1425;826;80;205;11829;7731;131;6458;5644"
"2022-07-07T01:30:00;1035;401;1319;2892;0;28;998;3001;1377;839;31;206;11847;7636;300;6421;5706"
"2022-07-07T01:45:00;1036;397;1244;3003;0;28;998;2980;1342;850;31;207;11861;7615;458;6377;5739"
"2022-07-07T02:00:00;1037;434;1232;2964;0;28;999;2922;1281;845;13;205;12022;7826;621;6252;5708"
"2022-07-07T02:15:00;1037;432;1214;2987;0;28;998;2908;1241;846;13;206;12048;7847;695;6199;5711"
"2022-07-07T02:30:00;1037;400;1217;2979;0;28;998;2912;1240;852;10;206;12046;7849;715;6208;5671"
"2022-07-07T02:45:00;1038;405;1175;3033;0;28;998;2907;1247;853;13;206;12027;7819;712;6211;5692"
"2022-07-07T03:00:00;1038;426;1122;3119;0;28;998;2917;1247;852;13;206;12049;7808;788;6220;5746"
"2022-07-07T03:15:00;1038;418;1099;3134;0;28;998;2932;1249;853;15;204;12147;7914;846;6236;5732"
"2022-07-07T03:30:00;1039;398;1083;3148;0;28;998;2931;1253;850;34;205;12205;7974;845;6237;5730"
"2022-07-07T03:45:00;1037;394;1080;3133;0;28;998;2953;1264;854;42;204;12240;8027;845;6273;5714"
"2022-07-07T04:00:00;1037;409;1067;3136;0;28;998;3021;1291;853;42;206;12345;8142;870;6369;5719"
"2022-07-07T04:15:00;1037;417;1082;3092;0;28;998;3042;1312;849;19;205;12342;8168;882;6406;5675"
"2022-07-07T04:30:00;1037;460;1116;3084;0;28;999;3048;1323;854;36;206;12479;8279;826;6430;5761"
"2022-07-07T04:45:00;1034;411;1184;3140;0;28;998;3061;1316;853;52;206;12513;8189;763;6434;5849"
"2022-07-07T05:00:00;1034;430;1101;3184;3;28;998;3088;1316;815;45;206;12556;8269;674;6423;5825"
"2022-07-07T05:15:00;1034;416;1121;3264;8;28;997;3071;1387;765;13;205;12549;8156;620;6425;5884"
"2022-07-07T05:30:00;1033;423;1144;3328;20;28;995;3079;1448;763;44;205;12744;8252;591;6490;6020"
"2022-07-07T05:45:00;1030;432;1151;3402;58;28;998;3112;1497;761;95;206;13097;8487;477;6574;6196"
"2022-07-07T06:00:00;1031;413;1123;3538;115;28;995;3115;1505;800;60;204;13537;8761;351;6619;6308"
"2022-07-07T06:15:00;1030;426;1106;3566;190;28;999;3129;1559;803;105;203;14041;9179;102;6693;6451"
"2022-07-07T06:30:00;1031;445;1118;3603;271;28;999;3128;1579;802;281;204;14358;9366;76;6712;6777"
"2022-07-07T06:45:00;1031;468;1143;3611;376;28;999;3128;1585;799;454;204;14721;9591;76;6715;7111"
"2022-07-07T07:00:00;1033;446;1261;3603;494;28;999;3129;1587;861;651;204;15034;9677;22;6780;7516"
"2022-07-07T07:15:00;1033;452;1263;3607;626;28;1002;3135;1592;854;852;204;15252;9757;38;6787;7861"
"2022-07-07T07:30:00;1033;441;1248;3698;764;28;1003;3131;1592;856;847;203;15389;9680;3;6785;8059"
"2022-07-07T07:45:00;1032;449;1224;3700;927;28;1002;3136;1596;858;871;203;15617;9766;3;6795;8231"
"2022-07-07T08:00:00;1034;448;1143;3745;1091;28;1002;3130;1609;858;863;209;15833;9854;1;6808;8352"
"2022-07-07T08:15:00;1034;441;1156;3756;1263;28;1002;3129;1609;859;846;209;15991;9816;2;6808;8524"
"2022-07-07T08:30:00;1034;433;1171;3762;1449;28;1002;3123;1618;859;762;208;16157;9775;1;6810;8639"
"2022-07-07T08:45:00;1035;433;1188;3844;1629;28;1002;3124;1626;857;673;208;16232;9572;1;6817;8830"
"2022-07-07T09:00:00;1036;436;1210;3839;1802;28;1003;3122;1614;877;750;215;16340;9490;1;6831;9101"
"2022-07-07T09:15:00;1035;436;1228;3811;1976;28;1003;3117;1603;884;679;220;16542;9527;1;6827;9193"
"2022-07-07T09:30:00;1034;435;1235;3874;2141;28;1002;3124;1585;883;586;213;16682;9432;1;6807;9333"
"2022-07-07T09:45:00;1034;436;1194;3895;2310;28;1001;3121;1599;884;511;212;16807;9408;2;6817;9408"
"2022-07-07T10:00:00;1034;457;1175;3866;2477;28;1001;3092;1606;846;576;212;16962;9444;1;6757;9613"
"2022-07-07T10:15:00;1035;441;1181;3921;2648;28;1000;3087;1622;813;429;208;17079;9330;2;6730;9683"
"2022-07-07T10:30:00;1035;442;1159;4042;2812;28;1001;3094;1610;822;329;209;17276;9263;18;6736;9847"
"2022-07-07T10:45:00;1035;454;1134;4082;2958;28;1000;3085;1593;841;322;210;17459;9286;26;6729;10013"
"2022-07-07T11:00:00;1036;457;1114;4081;3011;28;1001;3027;1554;877;476;210;17418;9213;129;6669;10203"
"2022-07-07T11:15:00;1036;454;1119;4089;3085;28;1001;3015;1536;866;547;210;17555;9263;130;6628;10358"
"2022-07-07T11:30:00;1035;441;1071;4159;3187;28;1001;3013;1502;893;489;211;17570;9153;174;6620;10410"
"2022-07-07T11:45:00;1035;443;1063;4203;3265;28;1001;3001;1480;934;403;210;17428;8898;190;6626;10440"
"2022-07-07T12:00:00;1035;444;1038;4336;3324;28;999;2961;1408;904;375;209;17448;8751;246;6481;10580"
"2022-07-07T12:15:00;1036;440;891;4408;3386;28;1000;2959;1412;907;327;208;17355;8670;238;6486;10516"
"2022-07-07T12:30:00;1037;443;827;4534;3440;28;1000;2961;1382;917;350;207;17378;8578;293;6467;10659"
"2022-07-07T12:45:00;1035;441;814;4581;3449;28;999;2973;1329;912;364;208;17534;8689;271;6421;10712"
"2022-07-07T13:00:00;1035;455;800;4635;3445;28;998;2988;1294;916;282;208;17638;8758;306;6404;10680"
"2022-07-07T13:15:00;1035;454;761;4729;3480;28;998;2999;1254;905;285;208;17543;8574;314;6364;10772"
"2022-07-07T13:30:00;1034;394;755;4775;3561;28;998;3009;1241;898;92;208;17376;8285;291;6354;10639"
"2022-07-07T13:45:00;1034;398;768;4865;3567;28;998;3000;1232;899;37;208;17193;7993;608;6337;10697"
"2022-07-07T14:00:00;1034;411;778;4854;3532;28;997;3016;1230;858;106;208;17106;7942;643;6309;10743"
"2022-07-07T14:15:00;1035;402;775;4901;3616;28;998;3024;1226;856;117;208;17097;7806;663;6312;10874"
"2022-07-07T14:30:00;1035;419;719;5062;3574;28;1001;3028;1238;852;79;208;17076;7721;757;6327;10916"
"2022-07-07T14:45:00;1035;416;706;5124;3461;28;1000;3028;1253;862;19;209;17007;7716;823;6352;10789"
"2022-07-07T15:00:00;1036;411;652;5158;3387;28;999;3054;1273;859;36;210;16908;7711;846;6395;10708"
"2022-07-07T15:15:00;1038;402;647;5362;3369;28;999;3038;1280;862;16;208;16714;7337;903;6387;10862"
"2022-07-07T15:30:00;1038;402;679;5482;3284;28;1000;3048;1280;862;3;207;16684;7240;904;6397;10916"
"2022-07-07T15:45:00;1040;407;684;5570;3183;28;999;3035;1284;863;0;209;16559;7123;1070;6390;10912"
"2022-07-07T16:00:00;1041;414;681;5569;3148;28;1000;3077;1302;873;20;210;16587;7191;1140;6462;10901"
"2022-07-07T16:15:00;1039;399;710;5783;3045;28;1000;3056;1334;875;4;211;16574;7036;1219;6476;11008"
"2022-07-07T16:30:00;1038;407;712;5803;2929;28;1000;3066;1379;872;0;209;16581;7137;1207;6526;10917"
"2022-07-07T16:45:00;1037;427;708;5772;2858;28;1000;3063;1422;877;20;209;16384;7047;1163;6571;10850"
"2022-07-07T17:00:00;1038;415;625;5932;2704;28;999;3077;1409;814;22;211;16611;7349;1169;6510;10764"
"2022-07-07T17:15:00;1038;412;661;5803;2513;28;1001;3089;1408;817;24;213;16264;7288;940;6528;10479"
"2022-07-07T17:30:00;1037;427;663;5917;2288;28;1001;3079;1413;818;89;212;16472;7604;652;6523;10449"
"2022-07-07T17:45:00;1036;434;676;5903;2044;28;1001;3085;1420;827;97;211;16104;7481;557;6544;10218"
"2022-07-07T18:00:00;1039;398;692;5921;1808;28;1000;3085;1430;867;88;211;16385;7964;537;6593;9974"
"2022-07-07T18:15:00;1038;424;706;5990;1608;28;1001;3092;1424;875;164;212;16291;7987;270;6604;9958"
"2022-07-07T18:30:00;1038;430;706;5943;1431;28;1002;3092;1431;874;252;211;15933;7853;134;6610;9828"
"2022-07-07T18:45:00;1036;423;711;5962;1250;28;1001;3094;1430;871;400;212;16017;8094;123;6608;9810"
"2022-07-07T19:00:00;1037;400;766;5946;1051;28;1000;3085;1430;895;194;211;15887;8125;135;6621;9422"
"2022-07-07T19:15:00;1037;410;777;5934;869;28;1002;3095;1445;896;287;211;15766;8186;172;6649;9342"
"2022-07-07T19:30:00;1039;407;771;5918;706;28;1001;3080;1454;894;362;212;15595;8200;105;6641;9231"
"2022-07-07T19:45:00;1038;407;774;5857;567;28;1001;3077;1454;895;422;211;15510;8312;103;6638;9093"
"2022-07-07T20:00:00;1039;408;772;5760;439;28;1000;3085;1439;900;298;210;15416;8445;75;6634;8744"
"2022-07-07T20:15:00;1039;413;764;5683;320;28;1002;3085;1434;896;303;211;15238;8472;40;6628;8550"
"2022-07-07T20:30:00;1039;410;754;5570;216;28;1002;3098;1437;897;330;210;15060;8520;7;6644;8347"
"2022-07-07T20:45:00;1037;400;753;5521;125;28;1001;3084;1434;899;270;212;14765;8367;37;6630;8134"
"2022-07-07T21:00:00;1038;431;858;5411;61;28;1002;3082;1438;880;216;207;14672;8343;63;6609;8043"
"2022-07-07T21:15:00;1040;403;847;5359;22;28;1000;3063;1440;885;127;206;14411;8183;79;6594;7826"
"2022-07-07T21:30:00;1040;398;858;5305;5;28;1000;3071;1435;885;105;207;14291;8123;198;6598;7739"
"2022-07-07T21:45:00;1038;390;858;5167;1;28;1001;3086;1432;866;84;208;14281;8256;223;6593;7566"
"2022-07-07T22:00:00;1038;446;880;5024;0;28;1002;3069;1422;757;292;209;14131;8227;61;6459;7708"
"2022-07-07T22:15:00;1037;432;881;5036;0;28;1002;3069;1418;736;180;208;14028;8111;175;6433;7594"
"2022-07-07T22:30:00;1037;405;850;5025;0;28;1002;3059;1409;731;118;208;13840;7965;310;6409;7463"
"2022-07-07T22:45:00;1035;390;816;4964;0;28;1001;3049;1402;727;31;208;13624;7844;380;6387;7264"
"2022-07-07T23:00:00;1036;402;954;4887;0;28;1002;3042;1380;668;62;208;13429;7589;513;6300;7369"
"2022-07-07T23:15:00;1036;394;967;4809;0;28;1002;3032;1368;648;42;207;13333;7557;663;6257;7276"
"2022-07-07T23:30:00;1035;383;945;4698;0;28;1003;3041;1368;601;14;208;13118;7476;776;6221;7103"
"2022-07-07T23:45:00;1035;383;898;4586;0;28;999;2996;1371;586;26;207;13048;7564;769;6159;6956"
"2022-07-08T00:00:00;1032;423;1103;4410;0;28;1001;3040;1491;554;72;204;12842;7330;619;6290;7068"
"2022-07-08T00:15:00;1031;430;1108;4323;0;28;999;3038;1492;602;49;203;12684;7253;675;6334;6969"
"2022-07-08T00:30:00;1030;413;1066;4236;0;28;1000;3045;1498;607;27;202;12472;7170;777;6352;6800"
"2022-07-08T00:45:00;1030;410;1036;4135;0;28;1000;3039;1493;620;6;203;12364;7193;742;6355;6645"
"2022-07-08T01:00:00;1030;433;1065;4029;0;28;1001;3034;1452;631;93;203;12233;7139;668;6321;6678"
"2022-07-08T01:15:00;1030;408;993;3930;0;28;1001;3033;1431;632;53;206;12130;7208;658;6303;6442"
"2022-07-08T01:30:00;1029;385;930;3858;0;28;1001;3039;1438;630;3;212;11968;7180;501;6320;6233"
"2022-07-08T01:45:00;1030;398;896;3750;0;28;1000;3034;1436;631;5;212;11826;7180;552;6313;6107"
"2022-07-08T02:00:00;1032;418;868;3683;0;28;1002;3047;1414;672;0;213;11910;7359;917;6348;6029"
"2022-07-08T02:15:00;1032;442;854;3548;0;28;1002;3038;1393;686;1;205;11894;7493;882;6324;5905"
"2022-07-08T02:30:00;1033;452;812;3478;0;28;1001;3035;1394;690;0;206;11775;7486;835;6326;5803"
"2022-07-08T02:45:00;1032;461;797;3368;0;28;1001;3031;1395;703;7;206;11815;7651;778;6336;5693"
"2022-07-08T03:00:00;1033;446;888;3297;0;28;1003;2988;1445;705;60;205;11873;7688;821;6346;5752"
"2022-07-08T03:15:00;1034;425;911;3196;0;28;1003;2981;1452;706;29;205;11813;7706;721;6347;5623"
"2022-07-08T03:30:00;1033;437;914;3135;0;28;1003;2979;1455;704;4;204;11765;7716;606;6345;5551"
"2022-07-08T03:45:00;1032;436;918;3115;0;28;1002;2980;1466;705;3;204;11669;7636;517;6357;5532"
"2022-07-08T04:00:00;1034;412;903;3092;0;28;1003;2982;1500;692;14;204;11642;7648;493;6381;5483"
"2022-07-08T04:15:00;1033;414;935;3049;0;28;1003;2980;1494;692;13;205;11709;7726;478;6374;5472"
"2022-07-08T04:30:00;1033;411;937;2979;0;28;1003;2978;1499;693;5;205;11693;7776;466;6378;5393"
"2022-07-08T04:45:00;1031;434;904;2975;2;28;1004;2982;1511;687;14;205;11829;7950;410;6389;5388"
"2022-07-08T05:00:00;1032;397;899;2967;8;28;1004;2988;1529;730;16;205;12005;8132;381;6456;5347"
"2022-07-08T05:15:00;1032;419;887;2943;25;28;1004;2983;1542;731;15;205;12049;8194;218;6465;5349"
"2022-07-08T05:30:00;1031;469;912;2865;54;28;1004;2992;1557;737;29;205;12173;8343;80;6495;5388"
"2022-07-08T05:45:00;1029;448;927;2774;120;28;1004;2995;1585;730;258;206;12506;8685;5;6520;5584"
"2022-07-08T06:00:00;1031;444;930;2690;230;28;1004;2976;1633;763;495;199;13155;9305;33;6575;5848"
"2022-07-08T06:15:00;1031;454;932;2647;370;28;1005;2969;1640;784;798;201;13597;9649;3;6599;6260"
"2022-07-08T06:30:00;1032;495;953;2607;543;28;1005;2953;1652;780;974;201;13945;9843;2;6591;6632"
"2022-07-08T06:45:00;1031;483;924;2548;740;28;1005;2918;1703;781;1231;201;14349;10137;2;6608;6985"
"2022-07-08T07:00:00;1032;499;917;2520;975;28;1004;2876;1783;790;1506;200;14742;10330;2;6653;7477"
"2022-07-08T07:15:00;1033;498;919;2437;1249;28;1006;2882;1800;783;1560;207;15042;10437;1;6678;7724"
"2022-07-08T07:30:00;1033;500;874;2388;1556;28;1006;2882;1816;781;1583;215;15345;10528;1;6700;7962"
"2022-07-08T07:45:00;1033;498;821;2414;1880;28;1006;2887;1830;776;1511;222;15501;10386;1;6721;8185"
"2022-07-08T08:00:00;1035;487;816;2423;2208;28;1006;2857;1840;773;1551;237;15828;10381;1;6713;8548"
"2022-07-08T08:15:00;1035;476;820;2438;2541;28;1006;2843;1855;775;1329;249;15944;10145;1;6728;8667"
"2022-07-08T08:30:00;1035;477;822;2466;2840;28;1008;2838;1861;775;1108;252;16117;9990;1;6734;8776"
"2022-07-08T08:45:00;1034;477;783;2478;3067;28;1008;2830;1855;768;915;258;16189;9862;1;6719;8782"
"2022-07-08T09:00:00;1034;489;733;2508;3324;28;1008;2844;1833;773;1171;262;16202;9638;1;6720;9287"
"2022-07-08T09:15:00;1035;492;682;2520;3553;28;1007;2737;1833;775;1030;267;16277;9523;1;6619;9340"
"2022-07-08T09:30:00;1036;518;676;2486;3797;28;1007;2729;1828;781;825;268;16433;9474;1;6613;9366"
"2022-07-08T09:45:00;1037;500;653;2415;4078;28;1007;2711;1803;780;589;269;16400;9255;2;6570;9300"
"2022-07-08T10:00:00;1036;502;602;2447;4350;28;1006;2679;1744;778;763;273;16435;9035;21;6480;9728"
"2022-07-08T10:15:00;1036;500;606;2418;4577;28;1006;2681;1733;777;654;261;16576;8975;3;6458;9819"
"2022-07-08T10:30:00;1036;496;602;2395;4735;28;1006;2703;1717;781;436;244;15919;8187;3;6451;9728"
"2022-07-08T10:45:00;1036;481;588;2376;4975;28;1005;2712;1718;781;324;235;16270;8332;3;6451;9808"
"2022-07-08T11:00:00;1037;478;583;2448;5240;28;1006;2733;1701;738;363;203;16660;8389;5;6381;10177"
"2022-07-08T11:15:00;1037;484;578;2467;5500;28;1005;2734;1699;713;256;203;16680;8135;38;6354;10350"
"2022-07-08T11:30:00;1037;463;584;2462;5639;28;1005;2736;1697;715;70;202;16665;7981;79;6355;10283"
"2022-07-08T11:45:00;1040;453;581;2457;5789;28;1003;2730;1694;707;63;201;16624;7797;242;6335;10411"
"2022-07-08T12:00:00;1040;498;592;2514;6003;28;1005;2777;1632;623;141;202;16580;7471;213;6239;10816"
"2022-07-08T12:15:00;1041;467;603;2581;6162;28;1007;2798;1619;632;50;206;16635;7290;510;6262;10932"
"2022-07-08T12:30:00;1040;432;596;2629;6280;28;1007;2792;1609;633;2;206;16617;7113;852;6247;11007"
"2022-07-08T12:45:00;1038;428;583;2682;6346;28;1006;2789;1579;635;3;207;16438;6827;1205;6216;11108"
"2022-07-08T13:00:00;1039;434;587;2721;6443;28;1007;2854;1524;630;1;207;16600;6849;1283;6222;11253"
"2022-07-08T13:15:00;1040;423;606;2760;6565;28;1004;2845;1459;618;1;208;16549;6618;1432;6134;11423"
"2022-07-08T13:30:00;1041;421;631;2788;6582;28;1002;2816;1442;610;0;208;16303;6303;1585;6078;11491"
"2022-07-08T13:45:00;1040;424;595;2809;6626;28;1000;2784;1376;611;0;208;16206;6176;1754;5979;11522"
"2022-07-08T14:00:00;1041;470;630;2864;6682;28;1002;2828;1320;619;2;207;16204;6028;1706;5976;11717"
"2022-07-08T14:15:00;1041;460;654;2931;6736;28;1001;2840;1262;625;1;207;16136;5816;1722;5935;11851"
"2022-07-08T14:30:00;1042;470;627;2931;6740;28;1003;2906;1228;620;0;207;16147;5850;1709;5964;11838"
"2022-07-08T14:45:00;1041;481;627;2949;6684;28;1003;2931;1157;622;0;206;16141;5881;1740;5919;11810"
"2022-07-08T15:00:00;1042;469;617;2984;6639;28;1003;2978;1116;607;0;204;16136;5897;1505;5908;11779"
"2022-07-08T15:15:00;1042;446;586;3043;6504;28;1002;2953;1121;600;0;230;15617;5485;1545;5906;11649"
"2022-07-08T15:30:00;1042;451;576;3095;6335;28;1003;2984;1126;599;0;253;15752;5747;1509;5965;11527"
"2022-07-08T15:45:00;1043;450;571;3108;6138;28;1001;2966;1197;596;0;253;15820;6003;1525;6013;11338"
"2022-07-08T16:00:00;1043;445;605;3113;5910;28;1001;2948;1329;596;0;247;15845;6218;1591;6121;11144"
"2022-07-08T16:15:00;1044;443;587;3212;5631;28;1003;2965;1454;595;0;270;15876;6446;1446;6287;10945"
"2022-07-08T16:30:00;1044;437;586;3329;5410;28;1003;2955;1534;589;2;308;15834;6509;1283;6389;10836"
"2022-07-08T16:45:00;1043;450;578;3351;5099;28;1003;2938;1589;592;23;324;15763;6736;1063;6446;10572"
"2022-07-08T17:00:00;1044;418;558;3398;4764;28;1001;2896;1644;652;17;325;15694;6974;867;6518;10227"
"2022-07-08T17:15:00;1044;444;529;3404;4442;28;1001;2904;1698;652;12;323;15791;7416;541;6578;9903"
"2022-07-08T17:30:00;1044;467;522;3398;4095;28;1001;2916;1713;675;80;323;15315;7301;221;6628;9634"
"2022-07-08T17:45:00;1045;511;475;3312;3773;28;1001;2924;1716;705;320;325;15302;7742;29;6671;9464"
"2022-07-08T18:00:00;1045;427;431;3239;3380;28;999;2970;1716;825;108;327;15345;8295;260;6837;8658"
"2022-07-08T18:15:00;1044;460;399;3177;2998;28;1000;2995;1723;854;211;320;15117;8543;5;6892;8317"
"2022-07-08T18:30:00;1041;473;390;3149;2589;28;1000;3007;1727;876;701;309;15069;8942;3;6919;8371"
"2022-07-08T18:45:00;1042;474;400;3078;2206;28;1000;3042;1714;957;986;293;15042;9358;1;7006;8214"
"2022-07-08T19:00:00;1044;428;411;2992;1823;28;999;3063;1701;1002;701;271;14941;9716;2;7036;7427"
"2022-07-08T19:15:00;1044;440;407;2819;1462;28;999;3092;1697;994;1171;269;14793;10105;1;7051;7371"
"2022-07-08T19:30:00;1044;471;415;2728;1140;28;999;3097;1698;1025;1385;270;14716;10433;1;7089;7211"
"2022-07-08T19:45:00;1043;514;420;2513;876;28;1000;3087;1699;1030;1739;271;14601;10792;1;7087;7133"
"2022-07-08T20:00:00;1043;489;393;2388;650;28;1000;3043;1706;1035;1478;269;14421;10991;1;7053;6469"
"2022-07-08T20:15:00;1042;465;372;2220;451;28;1000;3035;1750;1040;1681;272;14260;11217;1;7097;6259"
"2022-07-08T20:30:00;1042;533;366;1988;286;28;1000;3043;1776;1035;1869;273;14141;11501;0;7127;6112"
"2022-07-08T20:45:00;1039;532;380;1836;162;28;1000;3045;1802;1043;1960;273;13962;11585;0;7163;5937"
"2022-07-08T21:00:00;1041;456;387;1728;73;28;1000;3036;1816;1050;1759;273;13677;11489;1;7175;5472"
"2022-07-08T21:15:00;1041;432;370;1734;21;28;999;3043;1836;1043;1635;271;13522;11396;1;7192;5261"
"2022-07-08T21:30:00;1042;431;348;1743;4;28;1000;3040;1836;1043;1581;271;13325;11230;1;7190;5177"
"2022-07-08T21:45:00;1040;454;347;1689;1;28;999;3034;1829;1050;1483;273;13266;11230;1;7185;5042"
"2022-07-08T22:00:00;1039;457;370;1712;0;28;1000;3028;1812;1051;1307;273;13257;11175;2;7164;4913"
"2022-07-08T22:15:00;1038;449;392;1770;0;28;1001;3021;1805;1050;1118;271;13168;11006;2;7148;4795"
"2022-07-08T22:30:00;1038;451;420;1789;0;28;1002;3013;1807;1051;933;270;12984;10775;37;7143;4659"
"2022-07-08T22:45:00;1037;439;442;1826;0;28;1001;2976;1817;1048;639;274;12747;10479;45;7116;4411"
"2022-07-08T23:00:00;1036;506;475;1878;0;28;1002;2933;1834;1043;590;275;12540;10187;234;7087;4513"
"2022-07-08T23:15:00;1036;443;490;1954;0;28;1001;2922;1833;1042;413;274;12357;9913;347;7072;4364"
"2022-07-08T23:30:00;1036;421;565;1948;0;28;1001;2915;1833;1018;223;274;12214;9701;378;7041;4221"
"2022-07-08T23:45:00;1037;437;620;1925;0;28;999;2900;1830;970;94;273;12004;9459;456;6972;4141"
"2022-07-09T00:00:00;1034;506;635;1902;0;28;1002;2953;1833;928;350;274;11765;9228;45;6990;4455"
"2022-07-09T00:15:00;1034;476;669;1901;0;28;1001;2974;1821;864;268;275;11616;9046;4;6935;4376"
"2022-07-09T00:30:00;1034;465;685;1915;0;28;1000;2984;1813;761;186;274;11514;8914;5;6832;4313"
"2022-07-09T00:45:00;1035;420;705;1908;0;28;1001;2989;1795;741;127;274;11355;8742;53;6800;4223"
"2022-07-09T01:00:00;1037;460;713;1888;0;28;1003;3038;1749;715;121;275;11241;8641;5;6780;4247"
"2022-07-09T01:15:00;1037;458;725;1866;0;28;1003;3067;1729;716;31;275;11255;8664;5;6790;4145"
"2022-07-09T01:30:00;1037;436;736;1826;0;28;1002;3064;1688;719;17;275;11069;8507;30;6748;4080"
"2022-07-09T01:45:00;1038;400;772;1803;0;28;1003;3063;1674;717;20;277;10995;8419;52;6734;4061"
"2022-07-09T02:00:00;1038;444;830;1798;0;28;994;3033;1668;693;11;276;10897;8269;208;6664;4149"
"2022-07-09T02:15:00;1037;419;872;1754;0;28;980;3017;1659;690;2;275;10851;8225;245;6621;4112"
"2022-07-09T02:30:00;1038;388;835;1751;0;28;982;3034;1661;694;1;275;10747;8161;235;6646;4041"
"2022-07-09T02:45:00;1038;392;807;1722;0;28;983;3021;1665;698;6;274;10718;8189;304;6641;3993"
"2022-07-09T03:00:00;1040;434;794;1681;0;28;981;3000;1662;671;81;276;10669;8193;77;6590;4058"
"2022-07-09T03:15:00;1040;436;802;1673;0;28;980;2989;1662;638;99;276;10644;8170;11;6545;4078"
"2022-07-09T03:30:00;1040;413;829;1658;0;28;980;2973;1661;644;96;275;10658;8171;79;6533;4064"
"2022-07-09T03:45:00;1039;416;846;1652;0;28;981;2943;1656;648;109;274;10708;8210;89;6502;4090"
"2022-07-09T04:00:00;1038;421;864;1654;0;28;982;2942;1641;624;112;275;10693;8175;155;6464;4117"
"2022-07-09T04:15:00;1037;391;844;1630;0;28;981;2936;1638;622;76;275;10673;8200;183;6452;4006"
"2022-07-09T04:30:00;1038;423;829;1587;0;28;981;2932;1630;627;152;276;10711;8295;207;6446;4057"
"2022-07-09T04:45:00;1034;417;858;1529;0;28;982;2924;1637;622;161;275;10665;8277;219;6440;4027"
"2022-07-09T05:00:00;1034;429;879;1514;5;28;983;2908;1653;627;170;276;10650;8252;168;6447;4059"
"2022-07-09T05:15:00;1032;379;903;1484;18;28;981;2914;1652;631;117;278;10606;8202;161;6456;3961"
"2022-07-09T05:30:00;1032;370;910;1474;49;28;981;2911;1648;638;11;277;10452;8019;32;6455;3874"
"2022-07-09T05:45:00;1030;396;935;1422;122;28;980;2916;1653;634;13;276;10562;8083;35;6459;3946"
"2022-07-09T06:00:00;1030;416;917;1411;231;28;982;2918;1670;646;18;275;10708;8150;131;6491;4051"
"2022-07-09T06:15:00;1030;399;865;1384;377;28;983;2912;1676;645;61;274;10852;8227;51;6490;4144"
"2022-07-09T06:30:00;1031;403;809;1365;531;28;983;2918;1676;641;76;274;10980;8276;60;6492;4243"
"2022-07-09T06:45:00;1029;386;786;1328;714;28;986;2922;1674;640;95;274;11114;8286;55;6496;4366"
"2022-07-09T07:00:00;1031;394;743;1279;926;28;1003;2909;1605;663;229;274;11253;8305;11;6454;4630"
"2022-07-09T07:15:00;1031;388;699;1240;1178;28;1005;2912;1607;667;233;275;11446;8330;12;6466;4797"
"2022-07-09T07:30:00;1031;389;681;1267;1448;28;1006;2914;1601;679;197;272;11698;8302;6;6472;5041"
"2022-07-09T07:45:00;1030;385;706;1245;1726;28;1005;2900;1572;679;154;275;11889;8213;10;6431;5274"
"2022-07-09T08:00:00;1031;398;719;1261;2018;28;1006;2899;1574;623;266;272;12204;8207;66;6374;5721"
"2022-07-09T08:15:00;1031;394;761;1248;2333;28;1005;2903;1528;636;131;272;12447;8106;95;6344;5926"
"2022-07-09T08:30:00;1030;372;818;1294;2649;28;1005;2905;1460;649;109;270;12658;7897;113;6289;6300"
"2022-07-09T08:45:00;1030;372;860;1311;2983;28;1004;2910;1447;655;55;273;12845;7691;263;6289;6639"
"2022-07-09T09:00:00;1031;397;894;1381;3318;28;1004;2904;1418;637;259;272;13012;7420;213;6235;7308"
"2022-07-09T09:15:00;1031;381;908;1466;3676;28;1004;2898;1339;634;117;271;13090;7040;292;6146;7607"
"2022-07-09T09:30:00;1031;370;950;1545;4040;28;1003;2908;1215;637;26;272;13308;6773;419;6035;7990"
"2022-07-09T09:45:00;1031;375;1064;1623;4362;28;1003;2871;1059;640;13;272;13373;6324;577;5845;8496"
"2022-07-09T10:00:00;1030;382;1156;1682;4698;28;1003;2829;944;615;112;271;13590;6054;490;5662;9088"
"2022-07-09T10:15:00;1029;380;1187;1781;4941;28;1002;2786;782;604;104;270;13687;5779;474;5444;9450"
"2022-07-09T10:30:00;1029;373;1169;1867;5148;28;981;2712;696;592;104;268;13889;5705;446;5249;9718"
"2022-07-09T10:45:00;1032;377;1160;1958;5327;28;1000;2725;577;596;75;271;14044;5600;526;5169;9957"
"2022-07-09T11:00:00;1033;382;1111;2096;5460;28;1001;2712;565;588;218;271;14010;5343;387;5137;10328"
