Date,Biomass,Hydro,Wind Offshore,Wind Onshore,Solar,Other renewable,Nuclear,Brown coal,Hard coal,Fossil Gas,Hydro pumped storage,Other Conventional,Total grid load,Residual load,Reverse hydro pumped,Sum conventional,Sum renewable,CW,Season,Net exp MWh
01/01/2019,1199,371,572,7862,105,31,1785,1266,648,715,176,371,11436,2897,491,4785,10316,1,1,3329
02/01/2019,1202,353,793,6391,324,32,2052,2290,1380,1131,211,373,14467,6960,377,7226,9306,1,1,2348
03/01/2019,1211,351,666,2403,235,32,2371,3520,3011,2062,359,383,15243,11939,241,11347,5258,1,1,1857
04/01/2019,1218,358,918,4616,100,32,2312,3727,2076,1749,213,389,15477,9843,240,10253,7456,1,1,2563
05/01/2019,1209,353,926,5449,71,31,2283,3260,1365,1369,173,386,13712,7266,467,8662,8213,1,1,3111
06/01/2019,1206,357,673,1974,123,31,2349,3816,2143,1625,234,395,12573,9803,239,10329,4599,2,1,2607
07/01/2019,1207,381,736,3866,109,32,2326,3669,2734,1992,422,372,15878,11167,307,11094,6753,2,1,2435
08/01/2019,1196,391,921,9121,141,32,2252,2229,1091,1315,217,379,16738,6556,439,7265,12020,2,1,2884
09/01/2019,1200,384,1128,6979,135,32,2313,2835,1888,1632,252,383,16936,8694,291,9051,10111,2,1,2811
10/01/2019,1219,432,245,1668,114,42,2371,3566,3708,2562,481,429,16456,14429,298,12635,4202,2,1,1213
11/01/2019,1229,393,1069,4092,56,51,2285,3593,2972,2244,277,411,16748,11531,290,11504,7167,2,1,2609
12/01/2019,1229,359,1106,6413,72,50,2229,2716,1249,1332,196,396,14294,6704,281,7921,9424,2,1,3461
13/01/2019,1216,378,1127,8269,63,39,2178,1370,631,833,104,356,13343,3884,381,5368,11196,3,1,3332
14/01/2019,1208,454,1071,7698,263,48,2132,2046,1466,1508,346,366,16313,7281,290,7519,11088,3,1,2408
15/01/2019,1204,438,877,7768,157,51,2256,2642,1869,1702,301,369,16745,7943,381,8839,10797,3,1,3195
16/01/2019,1213,396,1117,6507,323,50,2254,3043,1700,1840,296,365,16745,8797,389,9201,9902,3,1,2867
17/01/2019,1211,379,1211,6596,210,49,2262,3308,1948,1685,172,360,16929,8912,362,9563,9828,3,1,3180
18/01/2019,1210,414,325,2336,494,51,2355,3956,3579,2346,432,344,16250,13095,176,12580,5261,3,1,2238
19/01/2019,1227,403,294,1127,657,51,2373,3825,3631,1884,151,351,14194,12117,379,12065,3910,3,1,2301
20/01/2019,1230,376,102,551,557,51,2372,3794,3548,1936,180,340,13331,12121,222,11990,3047,4,1,2462
21/01/2019,1228,410,411,977,539,50,2370,4065,4010,2732,482,347,16652,14726,209,13524,4096,4,1,1866
22/01/2019,1234,437,1014,2051,391,50,2369,4061,3892,2631,302,374,17210,13754,308,13327,5479,4,1,2363
23/01/2019,1234,442,343,1419,282,51,2373,4061,3910,2960,504,391,17156,15112,325,13695,4275,4,1,1321
24/01/2019,1216,444,163,378,151,51,2376,4050,3809,3109,456,437,16993,16301,412,13781,2860,4,1,-39
25/01/2019,1233,421,592,1309,169,51,2369,4003,3547,2822,392,384,16907,14838,362,13125,4167,4,1,937
26/01/2019,1226,363,716,4538,120,50,2360,3610,2039,1549,218,368,14744,9371,361,9926,7231,4,1,3158
27/01/2019,1217,329,853,5293,250,47,2323,2989,1301,1165,169,365,13294,6898,565,8143,8157,5,1,3290
28/01/2019,1194,325,783,4391,254,50,2357,3820,2750,1955,292,375,16522,11095,261,11257,7289,5,1,2891
29/01/2019,1205,389,867,2776,375,50,2365,3744,3609,2492,429,375,16679,12662,258,12586,6090,5,1,2729
30/01/2019,1211,374,785,3892,353,50,2319,3905,3285,2393,316,308,16892,11862,375,12210,6982,5,1,3195
31/01/2019,1213,372,653,1924,567,50,2367,3958,3853,2530,443,390,16649,13506,299,13097,5222,5,1,2324
01/02/2019,1227,358,993,2738,212,48,2340,3687,3330,2450,318,389,16651,12708,350,12196,5895,5,1,2335
02/02/2019,1225,362,331,867,209,48,2363,3743,3092,1875,179,405,14262,12856,226,11476,3220,5,1,1288
03/02/2019,1218,336,663,2344,204,49,2359,3673,2247,1763,173,404,13404,10193,363,10447,4987,6,1,2745
04/02/2019,1211,327,1019,4017,590,49,2238,3639,2560,1920,253,400,16495,10870,306,10758,7465,6,1,2591
05/02/2019,1211,357,829,2938,367,50,2280,3945,3025,2478,362,371,16849,12715,287,12098,6114,6,1,2141
06/02/2019,1219,347,951,2884,569,49,2365,4029,2991,2402,316,368,16813,12410,267,12156,6336,6,1,2404
07/02/2019,1219,345,864,5398,288,50,2330,3466,1873,1649,301,384,16918,10368,253,9702,8465,6,1,2104
08/02/2019,1220,351,1112,6961,579,48,2275,2691,1186,1407,339,377,16537,7885,354,7936,10610,6,1,2491
09/02/2019,1190,343,907,8770,597,40,2048,1227,660,755,188,352,14271,3997,551,5042,12035,6,1,2762
10/02/2019,1211,338,833,7376,264,41,2087,1390,502,848,217,350,13033,4560,400,5177,10279,7,1,2605
11/02/2019,1200,393,883,7437,418,46,2178,2614,1206,1276,383,368,16336,7599,241,7643,10760,7,1,2382
12/02/2019,1217,391,825,4097,485,48,2330,3823,2728,1997,288,399,16534,11127,403,11277,7350,7,1,2318
13/02/2019,1226,379,1115,3806,751,47,2315,3939,2487,2061,254,446,16617,10946,352,11248,7578,7,1,2533
14/02/2019,1224,380,648,1319,1073,48,2360,4157,2941,2037,341,456,16277,13237,309,11950,5033,7,1,1199
15/02/2019,1219,389,543,1612,1317,49,2347,4170,2467,1863,277,457,15935,12463,330,11304,5407,7,1,1241
16/02/2019,1232,371,1066,2964,1331,47,2298,3822,1182,1160,219,463,13698,8338,301,8925,7228,7,1,2867
17/02/2019,1228,350,675,1569,1270,47,2351,4120,1182,1137,155,462,12526,9013,353,9253,5293,8,1,2432
18/02/2019,1220,360,705,1983,1362,47,2353,4148,2109,1594,341,459,15459,11409,316,10663,6017,8,1,1616
19/02/2019,1217,362,1193,4889,694,47,2269,3837,1778,1605,237,462,16289,9513,363,9952,8639,8,1,2702
20/02/2019,1212,368,1074,2819,783,48,2345,3931,2288,1849,341,452,16111,11436,369,10864,6645,8,1,1666
21/02/2019,1222,382,943,3411,663,48,2342,4259,2197,1789,234,459,16082,11066,351,11047,6902,8,1,2256
22/02/2019,1229,422,380,2110,496,49,2350,4307,2490,1833,319,453,15737,12751,252,11433,5006,8,1,1212
23/02/2019,1235,430,371,1881,1338,50,2354,3994,1537,1169,127,443,13583,9994,276,9497,5430,8,1,1991
24/02/2019,1225,389,173,927,1330,47,2308,4015,1511,1178,138,435,12360,9929,374,9449,4231,9,1,1650
25/02/2019,1221,391,176,1019,1447,48,2342,4110,2227,1753,330,406,15316,12674,284,10838,4632,9,1,647
26/02/2019,1210,424,95,799,1368,47,2350,3991,2403,1852,331,355,15467,13206,276,10952,4273,9,1,291
27/02/2019,1190,427,452,1418,1557,46,2346,3908,2098,1719,317,355,15640,12213,366,10426,5407,9,1,637
28/02/2019,1195,417,374,4242,1266,46,2328,3824,1693,1198,176,446,15600,9718,485,9490,7716,9,1,1879
01/03/2019,1223,449,384,1853,332,50,2347,3837,2370,1634,409,446,15519,12950,211,10634,4700,9,1,487
02/03/2019,1228,468,611,2063,367,50,2347,3639,1319,1242,146,443,13437,10396,171,8990,4933,9,1,1213
03/03/2019,1209,409,1149,7599,507,37,1744,1428,407,706,306,400,12465,3211,575,4685,11214,10,1,3258
04/03/2019,1183,427,957,8819,629,43,2150,1582,629,1113,368,414,15327,4923,397,5887,12425,10,1,3035
05/03/2019,1193,436,901,6920,729,47,2263,2522,828,1340,342,418,15797,7247,427,7371,10569,10,1,2093
06/03/2019,1193,437,1179,5092,1042,48,2323,3082,867,1231,269,431,15759,8447,251,7935,9261,10,1,1781
07/03/2019,1200,434,1272,7635,728,45,2250,2110,847,1144,291,417,15868,6234,492,6768,11605,10,1,2527
08/03/2019,1204,466,1230,7207,870,45,2125,2050,947,1182,445,417,15532,6226,321,6720,11468,10,1,2492
09/03/2019,1193,450,1191,8435,618,38,1977,1244,488,903,227,396,13565,3321,500,5008,12152,10,1,3303
10/03/2019,1198,472,628,5023,535,46,2249,1601,454,976,345,414,12424,6239,247,5694,8246,11,1,1725
11/03/2019,1201,520,676,6106,694,47,2332,2525,747,1149,429,341,15649,8172,323,7094,9673,11,1,1439
12/03/2019,1210,489,1165,5982,1156,47,2308,2571,797,1122,265,347,15961,7658,347,7144,10315,11,1,1972
13/03/2019,1155,455,1141,8833,832,46,2274,1591,987,999,394,344,16230,5425,382,6195,12855,11,1,3127
14/03/2019,1134,444,1301,7993,356,47,2324,2022,884,1004,375,256,16251,6602,351,6492,11649,11,1,2568
15/03/2019,1136,467,1287,8227,376,44,2295,1917,751,1045,347,331,15904,6015,374,6340,11884,11,1,2517
16/03/2019,1135,485,1228,6996,553,40,2227,1333,462,804,417,278,13474,4697,387,5105,10854,11,1,2622
17/03/2019,1135,482,1134,6982,1075,40,2010,1264,485,640,237,268,12525,3334,509,4667,11086,12,1,3202
18/03/2019,1123,494,1088,6425,1062,47,2222,2299,1231,1167,385,330,15429,6855,379,7249,10624,12,1,2375
19/03/2019,1166,494,425,1753,1410,49,2358,3636,2343,1904,370,324,15716,12128,318,10566,5667,12,1,1058
20/03/2019,1219,499,775,1790,1674,45,2344,3841,1862,1798,262,328,15795,11556,302,10173,6265,12,1,1291
21/03/2019,1218,500,913,1392,1719,44,2343,3983,1825,1746,248,323,15652,11628,268,10220,6033,12,1,1331
22/03/2019,1218,479,297,885,1713,44,2345,4166,1777,1744,273,328,15101,12207,260,10360,4908,12,1,842
23/03/2019,1216,461,459,1576,1616,44,2342,3892,843,1164,213,345,12900,9249,308,8586,5584,12,1,1701
24/03/2019,1214,450,577,1300,1432,45,2334,3366,659,999,189,341,11997,8689,439,7698,5207,13,1,1324
25/03/2019,1208,457,1261,4889,1136,47,2324,3085,990,1069,307,348,15321,8035,436,7816,9304,13,1,2157
26/03/2019,1215,462,970,3820,896,49,2259,3840,1405,1267,283,352,15616,9930,295,9123,7695,13,1,1593
27/03/2019,1211,448,634,1905,958,49,2333,4063,1559,1692,217,326,15531,12034,271,9973,5421,13,1,505
28/03/2019,1185,442,159,1045,1068,47,2347,4081,1556,1866,312,328,15254,12983,233,10178,4257,13,1,-273
29/03/2019,1187,427,574,942,1822,43,2340,3953,987,1671,258,329,14756,11418,291,9280,5253,13,1,133
30/03/2019,1209,418,343,1272,2129,41,2336,3270,666,939,274,330,12434,8690,304,7540,5687,13,1,1107
