New date,Biomass avg,Hydrop avg,windOFFshore avg,windONshore avg,photovoltaics avg,other renewable avg,nuclear avg,brown coal avg,hard coal avg,fossil gas avg,hydro pumped storage avg,other conventional avg,total grid load avg,residual load avg,reverse hydro pumbed avg,sum conventional avg,sum renewable avg
2019-01-01T00:00:00,1193.83,373.46,671.5,6031.92,0,31.67,1954,1357.71,601,710.21,23.75,376.71,10086.58,3383.5,511.63,4999.63,8326.13
2019-01-01T06:00:00,1206.71,370.5,547.54,7773.38,170.46,31,1737.75,1242.79,612.96,713.08,9.21,368.88,10485.13,1994.17,939.13,4675.46,10108.79
2019-01-01T12:00:00,1201.63,389.42,569.71,8729.29,250.17,31,1806.58,1241.79,698.5,727.96,319.17,369.08,12500.25,2951.54,273.13,4843.92,11490.38
2019-01-01T18:00:00,1192.38,349.54,499.63,8911.46,0,31,1642.17,1223.46,677.92,707.54,353.58,369.71,12670.83,3259.88,239.21,4620.79,11337.58
2019-02-01T00:00:00,1164.71,334.46,657.08,7791.96,0,31.58,1453.75,1303.88,653.96,667.5,21.92,304.54,10887.75,2438.88,1021.21,4383.63,10001.71
2019-02-01T06:00:00,1207,352.17,1035.96,7419.46,503.04,31,2172,1950.29,1114.75,1146.08,161.54,391.08,15253.88,6295.79,193.29,6774.21,10710.17
2019-02-01T12:00:00,1221,365.75,765.33,6364,793.67,31.25,2276.67,2604.21,1673,1292,288.54,397.29,16378.21,8455.79,189.29,8243.17,9829.54
2019-02-01T18:00:00,1216.08,360.29,712.08,3987,0,32.21,2305.88,3301.13,2077,1418.5,373.17,399.13,15349.75,10650.79,102.71,9501.63,6680.83
2019-03-01T00:00:00,1184.83,355.83,974.25,2882.38,0,32.83,2371.71,3337.92,1776.92,1368.92,42.46,379.04,12664.75,8808.38,762.71,9234.5,5472.58
2019-03-01T06:00:00,1219.46,357.33,905.5,2860.96,418.25,32,2369.88,3528.46,3119.29,2222.58,397.5,382.46,16050.21,11865.71,105.25,11622.67,6191
2019-03-01T12:00:00,1220.63,345.13,422.63,1843.42,520.79,32.38,2372.13,3506.04,3751.75,2377.63,474.29,385.21,16696.25,13909.83,25.33,12392.75,4859.25
2019-03-01T18:00:00,1220.33,347,362.29,2026.21,0,32.42,2369.21,3706.96,3397.33,2278.96,520,387.08,15559.75,13171.46,71.46,12139.54,4508.25
2019-04-01T00:00:00,1197.54,345.33,825.71,2218.54,0,31.79,2354.04,3827.04,2132.25,1667,60.21,390.88,12741.83,9697.79,659.88,10371.21,4679.13
2019-04-01T06:00:00,1227.04,363.63,985.83,4446.25,186.75,31.58,2315.75,3809.75,2282.13,1891.92,421.08,391.38,16494.08,10875.67,44.25,10690.92,7662.17
2019-04-01T12:00:00,1225.46,366.67,897.5,5921.54,212.63,32,2296.21,3769.38,2283.38,1852.96,229.79,385,17120.33,10088.96,39.88,10586.92,8885.58
2019-04-01T18:00:00,1220.75,357.83,963.79,5878.42,0,32.13,2280.46,3501.63,1606.79,1585.13,142.79,389.83,15552.92,8710.75,215.42,9363.83,8595.71
2019-05-01T00:00:00,1190.38,343.42,923.92,6864.96,0,32.13,2232.96,2235.25,914.67,1146.46,10.83,381.79,12162.17,4373.21,1030.21,6911.13,9365.63
2019-05-01T06:00:00,1213.75,358.5,897.58,6464.58,116,31,2260.83,3192.83,1191.58,1344.5,35.21,382.54,13817.58,6340,553.29,8372.29,9116.63
2019-05-01T12:00:00,1219.38,355.04,882.58,4743,167.83,31,2288.5,3811.21,1795.29,1506.58,295.92,388.29,14906.79,9113.79,62.54,9789.88,7694.75
2019-05-01T18:00:00,1214.08,355.21,999.17,3723.79,0,31,2348.58,3799.21,1556.79,1480.25,351.92,391.54,13961.54,9238.71,222.33,9576.38,6675.17
2019-06-01T00:00:00,1182.88,359.67,869.92,2730.46,0,31,2359.42,3599.54,1236.29,1306.13,49.21,394.08,10964.42,7364.29,582.58,8895.46,5223.13
2019-06-01T06:00:00,1211.67,351.5,561.63,1690.21,208.54,31,2336.75,3750.38,1949.79,1549.21,110.54,393.5,12019,9559.29,215.46,9979.63,4165.08
2019-06-01T12:00:00,1215.88,358.71,542.83,1532.54,285.17,31,2354.38,3926.58,2651.79,1835.63,347.17,398.42,13673.04,11312.96,19.46,11166.79,4313.29
2019-06-01T18:00:00,1214.21,359.96,718.08,1943.79,0,31,2347.33,3987.63,2735.21,1809.29,427.83,395.83,13636.58,10975,137.63,11275.29,4694.88
2019-07-01T00:00:00,1187.46,352.25,598.38,2231.5,0,31,2350.63,3928.67,2275.33,1636.96,7.88,394.5,11740.92,8911.33,879.58,10586.08,4408.46
2019-07-01T06:00:00,1216.88,376.04,365.38,2114.75,183.67,31.17,2362.88,3988,3570.42,2164.58,1093.75,391.29,17017.83,14354.25,25.42,12477.17,5381.63
2019-07-01T12:00:00,1214.54,396.17,1013.25,3555.5,250.92,31.71,2326.63,3982.33,3342.08,2478.38,505.13,351.58,18063.46,13244,34.29,12481,6967.21
2019-07-01T18:00:00,1210.79,400.83,967.5,7562.46,0,32.13,2264.29,2778.63,1748.5,1689.92,80.46,350.71,16687.79,8157.96,289.71,8832.04,10254.17
2019-08-01T00:00:00,1179.08,402.04,838.08,8486.79,0,32.25,2221.13,1830.25,746.54,969.29,22.29,345.5,13468.08,4143.46,1101.63,6112.71,10960.54
2019-08-01T06:00:00,1195.25,386.25,747.96,9420.04,219.04,32,2270.92,2488.21,1248.21,1461.54,296.13,381.21,17988.46,7601.75,201.58,7850.08,12296.67
2019-08-01T12:00:00,1200.38,389.29,1003.92,9534.42,343.42,32,2265.08,2409.83,1235.75,1508.67,305.25,394.42,18556.17,7674.88,94.83,7813.75,12808.67
2019-08-01T18:00:00,1208.54,387.42,1095.71,9043.38,0,32,2250.58,2187.46,1132.54,1320.75,246.17,393.71,16940.88,6802.25,357.88,7285.04,12013.21
2019-09-01T00:00:00,1171.33,384,890.96,8062.21,0,32.21,2275.67,1914.67,839.08,1107.5,31,356.33,13659.75,4706.88,926.75,6493.25,10571.71
2019-09-01T06:00:00,1196.88,386.58,1139.96,7360.67,233.42,31.33,2290.29,3029.58,2003.75,1707.42,336.96,382.96,18199.46,9465.75,62.54,9414,10685.79
2019-09-01T12:00:00,1209.04,381.58,1252.33,7053.25,308.54,31.29,2323.83,3134.96,2348.63,1829.13,254.63,395.38,18827.75,10214.13,50.96,10031.92,10490.67
2019-09-01T18:00:00,1224.25,384.38,1229.04,5441.33,0,32.29,2362.88,3259.75,2362,1883.75,383.5,397.33,17058.21,10388,122.17,10265.71,8694.79
2019-10-01T00:00:00,1205.17,390.96,461,3132.5,0,32.83,2372.21,3275.04,2894.79,1771.75,28.67,402.29,13620.04,10026.58,984.17,10716.08,5251.13
2019-10-01T06:00:00,1223.25,458.79,57.79,1654.04,193.33,34.38,2373.54,3560.63,4005.54,2790.42,885.63,433.92,17609.21,15704.29,29.83,13164.04,4507.21
2019-10-01T12:00:00,1221.88,458.29,84.75,837.92,264.17,51,2363.96,3705.33,3965.92,3037.96,625.25,455.5,18050.88,16864.21,3.63,13528.67,3543.25
2019-10-01T18:00:00,1227.67,418.75,376.17,1045.92,0,51.17,2373.46,3723.5,3964.88,2646.42,385.96,423.17,16544.92,15122.88,175.29,13131.42,3505.63
2019-11-01T00:00:00,1205.5,419.67,946.88,1980.08,0,51.79,2365.63,3718.67,3192.5,1963.5,13.71,405.21,13817.54,10890.79,995.88,11645.5,4617.63
2019-11-01T06:00:00,1237.58,401.13,1187.5,3507.42,92.79,50.17,2290.71,3642.88,3548.88,2519.79,711.83,439.42,18344.54,13557.08,15.67,12441.67,7188.42
2019-11-01T12:00:00,1238.42,380.83,1113.58,5388.08,130,50.46,2235.54,3635.13,3021.13,2490.83,158.67,401.54,18438.04,11806.88,50.5,11784.17,8460.04
2019-11-01T18:00:00,1236.33,371.25,1028.08,5492.58,0,51,2247,3374.29,2124.17,2001.67,222.58,396.29,16391.42,9871.13,96.04,10143.42,8401.83
2019-12-01T00:00:00,1211.75,369.75,974,4676.92,0,50.38,2288.92,3064.71,1512.38,1322.42,59.54,397.29,12438.38,6787.79,627.75,8585.71,7342.33
2019-12-01T06:00:00,1233.38,353.25,1055.04,5680.17,128.5,50,2234.08,2927,1385.58,1496.08,435.08,398.83,14568.54,7705.17,103.83,8441.58,8935.42
2019-12-01T12:00:00,1235.46,351.79,1180.42,7723.25,158.04,49.67,2198.42,2619.96,1187.67,1331.29,133.13,399.08,15660.29,6599,173.92,7736.42,10831.75
2019-12-01T18:00:00,1234.17,360.54,1213.46,7570.54,0,48.79,2192.71,2253.17,909.25,1176.96,157.79,387.5,14507.29,5723.88,219.54,6919.58,10585.29
2019-13-01T00:00:00,1201.33,360.25,1174.21,6645.21,0,39.13,2245.79,1420.13,645.04,817.42,18.79,358.75,11365.54,3546.17,314.42,5487.13,9438.92
2019-13-01T06:00:00,1226.79,349.71,1311.71,7415.92,107.17,39,2203.5,1471.13,621.38,842.42,224.63,357.04,12828.17,3993.63,293.29,5495.46,10674.92
2019-13-01T12:00:00,1224.54,381.38,1051.38,9254.92,146.13,38.96,2221.04,1342.92,621.17,833.54,119.75,354.92,14738.88,4286.67,340.92,5373.58,12217.04
2019-13-01T18:00:00,1209.96,420.54,969.96,9758.63,0,38.63,2039.88,1246.25,638.13,838.58,53.79,354.71,14438.79,3710.38,576.42,5117.54,12451.5
2019-14-01T00:00:00,1185.58,445.67,959.83,8525.13,0,41.08,1856.25,1336.46,617.88,919.79,35.33,359.67,12549.29,3064.75,906.54,5090.04,11192.63
2019-14-01T06:00:00,1212.54,464.63,1009.92,7770.67,426.63,50,2217.38,2022.58,1702.21,1644.92,513.38,380.21,17718.21,8511.38,45.88,7967.29,11447.75
2019-14-01T12:00:00,1212.54,454.75,1152.21,7776.63,626.88,50.38,2227,2296.29,1709,1736.38,475.33,361.71,18287.83,8732.33,39.42,8330.38,11748.71
2019-14-01T18:00:00,1221.63,452.08,1163.5,6717.96,0,51.04,2228.67,2529.29,1836.33,1731.58,358.21,363.25,16695.42,8814.25,167.33,8689.13,9964.42
2019-15-01T00:00:00,1195.08,443.83,1140.46,6701,0,51,2227.88,2492.5,1428.33,1370.92,37.21,372.5,13621.54,5780.46,1049.5,7892.13,9568.58
2019-15-01T06:00:00,1208.88,457.54,802.46,7622.08,240.67,51,2273.63,2790.13,2324.33,1897.54,787.79,372.08,18002.75,9337.88,24,9657.71,11170.42
2019-15-01T12:00:00,1201.21,429.17,754,8371.83,388.79,50.75,2276.88,2852.67,2191.88,1900.46,257.21,367.08,18515.75,9001.58,44.67,9588.96,11452.96
2019-15-01T18:00:00,1209.25,422.33,812.92,8376.33,0,50.54,2246.71,2433.58,1532.67,1640.5,123.13,364.42,16841.63,7652.42,407.29,8217.88,10994.5
2019-16-01T00:00:00,1197,411.42,865.29,7012.29,0,50.04,2246.33,2434.46,1075.46,1311.29,27.79,370.58,13441.83,5564.54,1071.92,7438.13,9563.83
2019-16-01T06:00:00,1220.25,388.21,1196.33,6018.58,484.71,50.25,2241.88,3299.04,2197.42,1988.71,616.38,366.04,18115.33,10416.04,106.17,10093.08,9974.71
2019-16-01T12:00:00,1215.29,393.29,1244.04,6091.58,809.04,50.17,2288.29,3347.08,1955.88,2176.21,348.04,361.63,18512.54,10368.17,106.21,10129.08,10151.46
2019-16-01T18:00:00,1220.75,389.46,1161.08,6907.25,0,49.96,2238.83,3090.42,1570.67,1882.75,190.75,360.38,16909.04,8841.04,271.54,9143.04,9919.25
2019-17-01T00:00:00,1192.42,390.83,1262.58,7339.71,0,46.92,2230,2334,1078.58,1205,25.21,358.38,13695.96,5094.04,975,7205.96,10257.67
2019-17-01T06:00:00,1215.83,384.75,1170.46,6663.04,352.46,50,2262.21,3469.5,2321.38,1912.63,236.25,359.04,18235.79,10050.21,97.5,10324.75,10072.79
2019-17-01T12:00:00,1213.79,371,1275.54,6118.08,487.71,50,2276.75,3819.42,2368.13,1866.17,208.67,359.88,18726.13,10845.13,132.92,10690.33,9724.79
2019-17-01T18:00:00,1220.21,368.42,1135.75,6263.04,0,50.92,2278.88,3609.67,2022.58,1756.13,218.21,362.13,17058.04,9659.63,244.5,10029.38,9256.54
2019-18-01T00:00:00,1178.79,374.63,572.04,4130.21,0,51,2313.33,3722.92,2354.88,1579.29,56.17,353.13,13651.71,8949.67,414.38,10323.54,6362.83
2019-18-01T06:00:00,1212.42,420.54,392.88,2182.33,663.83,51,2363.75,3975.46,4003.83,2607.38,922.38,332.08,17663.5,14424.83,54.54,13282.5,5845.38
2019-18-01T12:00:00,1216.21,420.58,163.13,1342.75,1311.79,51,2370.42,4044,3995,2716.08,368.67,341,17505.21,14687.63,103.38,13466.5,4874.13
2019-18-01T18:00:00,1231.96,438.58,172.5,1688.75,0,51.08,2370.83,4081.75,3963.29,2481.83,379.83,350.33,16180.33,14319.25,132.63,13248.04,3962.71
2019-19-01T00:00:00,1203.08,429.38,262.21,1144.71,0,51.96,2377.33,3887.96,3534.63,1855.08,17.92,359.21,12979.04,11572.38,827.33,12014.21,3109.25
2019-19-01T06:00:00,1234.33,397.83,391.42,1004.79,1040.21,51.08,2371.58,3804.88,3739.58,1910.96,64.92,349.54,14447.21,12011.25,375.33,12176.54,4184.58
2019-19-01T12:00:00,1237.71,399.25,277,591.71,1589.21,51,2370.21,3802.83,3710.5,1870.54,258.13,346.25,14879.58,12422.08,189.46,12100.33,4404
2019-19-01T18:00:00,1232.25,386.63,243.88,1766.17,0,51,2373.92,3804.46,3540.75,1900.83,261.71,347.33,14470.13,12460.46,125.29,11967.29,3941.63
2019-20-01T00:00:00,1209.54,381.5,123.21,986.17,0,50.79,2379.58,3811.46,2927.88,1846.04,32.46,347.29,11954.13,10845.04,455.5,11312.25,2783.67
2019-20-01T06:00:00,1236.75,374.58,30.29,443.96,912.42,50.88,2365.63,3689.96,3548.29,1919.67,164,323.92,12934.46,11548.21,129.67,11847.46,3212.88
2019-20-01T12:00:00,1238.25,374.33,73.17,161.67,1317.5,51,2373.88,3742.38,3818.92,1937.04,209.5,344.29,13965.88,12413.75,114.54,12216.5,3425.42
2019-20-01T18:00:00,1236.5,374.33,182.25,611,0,51,2369.96,3930.46,3896.21,2042.92,312.88,344.46,14469.13,13676.25,187.46,12584,2767.96
2019-21-01T00:00:00,1209.79,362.42,559.29,822.88,0,51,2366.71,3998.92,3761.58,2048.54,33.63,344.17,13170.96,11789.17,694.96,12519.92,3039
2019-21-01T06:00:00,1229.63,413.92,443,1049.04,799.88,50.63,2370.58,4094.13,4126.83,2944.46,825.79,339.42,18032.92,15741.46,29.58,13875.42,4811.88
2019-21-01T12:00:00,1232.08,416.96,356.83,921.54,1355.17,50,2371.96,4110.08,4083.63,3059.46,424.79,349,18243,15610,7.88,13974.13,4757.38
