New date,Biomass avg,Hydrop avg,windOFFshore avg,windONshore avg,photovoltaics avg,other renewable avg,nuclear avg,brown coal avg,hard coal avg,fossil gas avg,hydro pumped storage avg,other conventional avg,total grid load avg,residual load avg,reverse hydro pumbed avg,sum conventional avg,sum renewable avg
01/01/2018 00:00,1169.58,420.63,776.25,7578.63,0,42,1234.04,1686.08,418.54,601.33,62.96,271.08,10842.54,2487.96,667.75,4211.08,10050.04
01/01/2018 06:00,1188.33,405.96,815.29,7708.42,490.75,42,1181.75,1644.04,395.96,593.38,117.75,272.08,11221.63,2207.54,736.42,4087.21,10768.5
01/01/2018 12:00,1205.38,433.17,906.38,6076.13,738,42.83,1841.29,1908.38,429.29,664.13,269.71,275.46,12891.13,5170.79,292.13,5118.54,9671.58
01/01/2018 18:00,1209.04,425.63,667.88,4196.96,0,52.04,2273.71,3068.63,485,808.08,802.58,297.63,12895.75,8031.17,122.38,6933.04,7354.13
02/01/2018 00:00,1182.42,422.63,420.46,3790.63,0,51.29,2279.33,2825.79,486.58,865.63,46.13,304.83,10754.46,6543.58,1053.75,6762.17,5913.54
02/01/2018 06:00,1216.42,427.83,517.54,4012.29,264.63,57.67,2326.33,3893.33,1162.92,1309.88,730.79,322.79,15597.38,10803.13,87.21,9015.25,7227.17
02/01/2018 12:00,1225.17,427.5,678.21,3677.92,415.88,58,2320.96,4106.46,1619.42,1378.08,748.88,324.71,16932.13,12160.5,12.5,9749.63,7231.54
02/01/2018 18:00,1214.08,427.92,1030,5006.13,0,57.29,2275.38,3601.29,995.29,1188.54,335.46,324.08,15762.04,9726.21,164.13,8384.58,8070.88
03/01/2018 00:00,1186,425.42,1090.04,7667.33,0,46.92,1571.21,1952.54,524.54,739.71,49.67,303.08,12952.33,4195.25,923.5,5091.08,10465.38
03/01/2018 06:00,1205.25,437.5,1020.25,8584.17,190.08,55.58,2117.83,2659.63,685.21,959.17,642.25,327.92,17404.58,7610.25,184.75,6749.75,12135.08
03/01/2018 12:00,1213.75,444.92,776.54,8760.33,356.13,56.88,2244.96,3160.83,682.08,1101.54,458.58,328.21,18180.29,8287.79,169.5,7517.63,12067.13
03/01/2018 18:00,1209.08,469.58,939.08,9379.79,0,54.75,2229.63,2301.75,694.38,904.21,311.42,323.5,16796.33,6477.83,360.92,6453.46,12363.71
04/01/2018 00:00,1181.79,475.46,773.5,8332.88,0,50.29,2087.54,1957.21,730.42,796.96,37.92,312.42,13277.71,4171.54,960.88,5884.54,10851.83
04/01/2018 06:00,1209.42,464.38,272.29,5734.29,176,57,2299.63,3522,1851.63,1280.21,601.96,328.21,17052.96,10870.92,113.79,9281.67,8515.33
04/01/2018 12:00,1230.67,464.54,158.63,3571.92,210.25,57,2329.42,3784.58,2559.63,1380.83,1121.83,324.5,17537.58,13597.08,21.67,10378.96,6814.83
04/01/2018 18:00,1218.96,486.08,353.13,5504,0,56.88,2314.58,3734.21,1857.17,1094.88,360.17,321.63,16187.17,10330.25,414.21,9322.46,7979.21
05/01/2018 00:00,1184.63,483.13,763.38,8212.79,0,52.17,1879.79,2297.38,856.33,786.92,93.83,305.83,13092.83,4117,1011.08,6126.25,10789.92
05/01/2018 06:00,1215.13,467.21,143.92,7185.38,406.88,57,2209.5,3582.04,1753.58,1200.88,269.67,307.75,17075.13,9339.33,253.25,9053.75,9745.17
05/01/2018 12:00,1232.88,462.67,89.33,3434.5,359.17,57.13,2321.17,3941.96,2686.25,1558.42,976.75,299.83,17218.17,13335.42,16.21,10807.63,6612.42
05/01/2018 18:00,1220.92,476.71,164.38,2647,0,48.75,2322.46,3933.54,2346.79,1413.63,711,278.25,15324.13,12512.96,146,10294.67,5268.75
06/01/2018 00:00,1189.71,469.67,133.25,3024.83,0,48,2327.63,3942.79,1208.5,878.17,95.5,286.46,11864.17,8706.33,937.04,8643.54,4960.96
06/01/2018 06:00,1214.33,469.5,131.54,1747.71,540.63,48,2310.92,3958.96,1802.75,1116,324.58,281.13,13357.13,10937.71,304.5,9469.75,4476.29
06/01/2018 12:00,1225.63,465.71,203.17,670.54,674.33,48.13,2325.79,3977.21,2132.08,1200.42,722.88,283.96,14411.75,12864.13,80.58,9919.46,4010.38
06/01/2018 18:00,1210.25,464.88,751.5,1767.42,0,49,2311.75,3936.5,1402.04,1119.67,585.83,286.21,14034.88,11516.33,224.46,9056.17,4828.88
07/01/2018 00:00,1188.29,444.46,626.42,3103.38,0,47.42,2295.71,3187.38,638.13,864.67,137.21,286.88,11055.5,7326,784.58,7272.75,5547.17
