datetime;biomass;hydropower;windOffshore;windOnshore;photovoltaics;otherRenewable;nuclear;brownCcoal;hardCoal;fossilGas;hydroPumpedStorage;otherConventional;totalGridLoad;residualLoad;reverseHydroPumpedStorage;sumConventional;sumRenewable
2021-11-01T00:00:00;997;237;1286;5871;0;38;1783;1464;530;663;112;373;11661;4505;709;4813;8541
2021-11-01T00:15:00;995;219;1289;5725;0;38;1785;1470;499;667;78;371;11494;4479;679;4792;8344
2021-11-01T00:30:00;992;222;1292;5653;0;38;1784;1467;465;662;78;371;11406;4461;688;4749;8275
2021-11-01T00:45:00;988;228;1286;5586;0;38;1773;1440;460;670;44;372;11274;4403;806;4715;8170
2021-11-01T01:00:00;985;241;1288;5447;0;38;1774;1431;433;656;21;371;11136;4401;878;4665;8020
2021-11-01T01:15:00;984;241;1296;5172;0;38;1782;1427;427;652;17;373;11063;4594;921;4661;7748
2021-11-01T01:30:00;985;241;1289;4914;0;38;1787;1447;404;658;30;372;10998;4796;813;4668;7497
2021-11-01T01:45:00;987;242;1286;4824;0;38;1786;1448;397;661;25;371;10983;4873;836;4663;7402
2021-11-01T02:00:00;983;233;1280;4710;0;38;1783;1451;365;656;48;372;10943;4953;853;4627;7292
2021-11-01T02:15:00;982;225;1284;4669;0;38;1779;1434;361;657;51;371;10788;4836;881;4602;7249
2021-11-01T02:30:00;984;240;1291;4632;0;38;1780;1445;361;662;47;372;10790;4867;863;4620;7232
2021-11-01T02:45:00;983;229;1297;4561;0;38;1779;1442;362;662;46;372;10810;4953;882;4617;7154
2021-11-01T03:00:00;986;224;1297;4489;0;38;1780;1436;365;663;41;370;10823;5037;898;4614;7075
2021-11-01T03:15:00;984;242;1352;4459;0;38;1778;1418;365;660;8;370;10833;5023;907;4591;7083
2021-11-01T03:30:00;984;236;1377;4462;0;38;1776;1426;364;665;1;371;10835;4996;965;4602;7098
2021-11-01T03:45:00;984;242;1385;4439;0;38;1772;1418;370;662;1;370;10836;5013;997;4592;7089
2021-11-01T04:00:00;986;249;1396;4262;0;38;1775;1444;366;663;1;368;10899;5241;888;4616;6932
2021-11-01T04:15:00;986;248;1418;4215;0;39;1775;1432;363;667;1;367;10988;5355;853;4604;6907
2021-11-01T04:30:00;989;252;1420;4234;0;39;1777;1428;362;668;1;370;11069;5415;814;4605;6935
2021-11-01T04:45:00;991;247;1417;4235;0;40;1777;1456;365;672;1;372;11234;5583;776;4642;6931
2021-11-01T05:00:00;999;241;1417;4342;0;40;1776;1447;365;675;4;370;11379;5621;765;4633;7043
2021-11-01T05:15:00;1003;234;1415;4426;0;40;1776;1444;370;672;1;371;11471;5630;734;4633;7119
2021-11-01T05:30:00;1005;233;1419;4473;0;41;1778;1470;374;671;14;372;11570;5679;727;4665;7185
2021-11-01T05:45:00;1006;241;1414;4468;0;42;1777;1565;385;680;8;375;11710;5828;715;4782;7179
2021-11-01T06:00:00;1018;249;1405;4483;0;42;1784;1740;387;684;54;373;12113;6226;726;4968;7251
2021-11-01T06:15:00;1026;251;1401;4561;0;42;1799;1834;396;687;65;372;12357;6396;702;5088;7346
2021-11-01T06:30:00;1028;226;1398;4550;0;42;1802;1914;432;686;19;372;12621;6673;651;5206;7263
