New date;Biomass avg;Hydrop avg;windOFFshore avg;windONshore avg;photovoltaics avg;other renewable avg;nuclear avg;brown coal avg;hard coal avg;fossil gas avg;hydro pumped storage avg;other conventional avg;total grid load avg;residual load avg;reverse hydro pumbed avg;sum conventional avg;sum renewable avg
2021-01-01T00:00:00;1145.63;293.71;88.88;754.79;0;57.33;2037.83;3016.83;744.17;1314.58;47.5;417.88;10369.04;9525.5;456.21;7531.29;2387.83
2021-01-01T06:00:00;1185.08;289.79;104.75;489.5;366.04;58;2039.63;3041.71;752.79;1481.17;57.96;423.38;10657.42;9697.58;445.33;7738.67;2551.13
2021-01-01T12:00:00;1184.83;294.96;190.04;431.79;532.42;58;2038.67;2721.75;861.17;1963.29;200.96;424.96;12306.92;11153.08;83.83;8009.83;2893
2021-01-01T18:00:00;1198.92;302.58;178.25;1060.33;0;57.67;2037.25;2733.92;916.71;2046.54;395.21;422.63;12484.54;11246.17;78.58;8157.04;3192.96
2021-02-01T00:00:00;1152.54;291.42;105.54;1029.88;0;57.33;2028.46;2874.38;664.63;1404.83;20.42;408.83;10268.29;9132.96;910.67;7381.13;2657.13
2021-02-01T06:00:00;1190.42;292.17;103.96;597.92;277.08;58;2031.63;3193.5;909.83;1876.04;177.04;412.67;11959.17;10980.46;254.67;8423.67;2696.58
2021-02-01T12:00:00;1195.58;283.63;101.63;344.33;383.33;58;2038.83;3304.17;1076.71;2123.88;369.63;412.46;13562.63;12733.67;20.75;8956.04;2736.13
2021-02-01T18:00:00;1202.29;282.67;397.96;1010.33;0;58;2034.96;3242.04;1061;2030.5;473.21;410.96;13075.75;11667.58;152.5;8779.46;3424.46
2021-03-01T00:00:00;1156.79;284.42;860.42;2179.25;0;58.21;1921;2303;815.71;1159.96;25.75;423.13;10621.54;7582.04;784.54;6622.79;4564.83
2021-03-01T06:00:00;1191.42;287.29;1355.46;3452.17;111.33;58;1894.04;2266.63;899.21;1207.63;94.71;423.25;12180.21;7261.5;493.88;6690.75;6550.38
2021-03-01T12:00:00;1189.13;285.54;1159.5;4138.13;166.63;58;1894.42;2855.63;783.58;1268.71;345.21;426.17;14090.58;8626.67;82.33;7228.5;7342.13
2021-03-01T18:00:00;1190.58;277.42;900.04;3970.54;0;58.08;1896.83;2692.75;947.04;1293.63;417.38;424.25;13679.96;8809.58;167.63;7254.5;6814.04
2021-04-01T00:00:00;1144.92;274.13;887.75;3296.92;0;58.33;1892.67;2642.63;1090.5;1292.75;33.75;423.75;11771.96;7587.42;952.33;7342.29;5695.79
2021-04-01T06:00:00;1184.13;291.88;1254.38;2780.54;92.33;57.67;1894.79;3429.92;1866.92;2414.17;492.13;416.08;16118.08;11991.33;91.88;10021.88;6153.04
