Date,Biomass,Hydro,Wind Offshore,Wind Onshore,Solar,Other renewable,Nuclear,Brown coal,Hard coal,Fossil Gas,Hydro pumped storage,Other Conventional,Total grid load,Residual load,Reverse hydro pumped,Sum conventional,Sum renewable,CW,Season,Net exp MWh
20/02/2021,1085,360,1450,3729,1449,54,1974,1411,462,1108,134,362,13503,6875,271,5316,8262,8,1,1136
21/02/2021,1078,371,845,3036,1600,49,1983,1560,488,1128,208,356,12373,6893,525,5515,7186,9,1,1002
22/02/2021,1076,352,981,2558,1325,54,2019,2547,949,2132,242,371,15187,10322,258,8019,6588,9,1,172
23/02/2021,1069,368,1062,3243,1330,50,2008,2383,738,1821,270,375,15532,9896,264,7325,7394,9,1,-11
24/02/2021,1109,374,1557,3831,1522,45,1945,2310,504,1299,325,367,15603,8693,383,6424,8763,9,1,123
25/02/2021,1165,382,1191,2746,1632,45,1977,2562,698,1677,332,369,15424,9855,298,7283,7493,9,1,-110
26/02/2021,1166,370,828,2507,983,48,2011,2705,647,2022,249,382,15441,11123,221,7767,6151,9,1,-464
27/02/2021,1162,379,315,1681,1050,54,2027,2525,513,1738,171,401,13260,10214,323,7204,4812,9,1,-369
28/02/2021,1155,371,155,1250,1564,52,2018,2376,625,1387,151,398,12463,9494,389,6804,4698,10,1,-224
01/03/2021,1154,350,94,871,1491,55,2030,3427,1152,2365,372,403,15327,12872,279,9378,4387,10,1,-566
02/03/2021,1150,372,245,743,1826,52,2027,3577,1378,2700,346,397,15478,12664,342,10078,4734,10,1,113
03/03/2021,1159,384,139,1382,1266,50,2025,3633,1716,2630,338,399,15636,12850,234,10404,4717,10,1,305
04/03/2021,1171,396,719,1799,762,52,2025,3664,1397,2507,348,404,15734,12454,300,9997,5247,10,1,128
05/03/2021,1179,390,358,1574,1195,55,2034,3601,1141,2559,257,405,15637,12510,297,9740,5007,10,1,61
06/03/2021,1178,378,750,2081,1766,56,1995,3120,808,1667,236,416,13673,9077,304,8007,6444,10,1,1615
07/03/2021,1164,344,943,2857,1422,56,1998,2940,731,1580,118,404,13077,7856,433,7652,6904,11,1,2076
08/03/2021,1165,357,217,630,1634,53,2038,3984,1713,2569,343,386,15471,12990,122,10691,4400,11,1,697
09/03/2021,1156,379,218,761,1176,56,2039,3836,2290,2839,298,400,16043,13888,217,11403,4045,11,1,333
10/03/2021,1161,384,1063,2481,1081,55,2009,3257,1463,2221,244,399,16040,11415,181,9349,6469,11,1,373
11/03/2021,1122,355,1298,9220,664,52,1896,1005,752,1077,304,394,16774,5592,409,5123,13015,11,1,1713
12/03/2021,1143,367,1417,8734,1274,49,1898,946,575,1010,341,378,16282,4858,413,4807,13324,11,1,2405
13/03/2021,1140,348,1470,8905,743,44,1683,886,485,828,179,371,14451,3334,444,4252,12828,11,1,3223
14/03/2021,1148,359,1323,6348,935,48,1916,1043,336,849,239,358,13394,4789,345,4503,10398,12,1,2306
15/03/2021,1153,365,1291,5425,861,56,1972,2122,867,1286,285,308,15879,8302,296,6555,9436,12,1,749
16/03/2021,1158,395,688,3559,968,55,2018,2820,1357,2025,319,322,16078,10863,252,8541,7142,12,1,560
17/03/2021,1165,399,547,1093,945,57,2037,3025,1742,2443,275,395,15872,13286,297,9642,4481,12,1,-1009
18/03/2021,1168,393,216,546,1191,56,2041,2971,2171,2784,283,403,15844,13892,206,10370,3853,12,1,-834
19/03/2021,1172,391,368,2372,1164,56,2008,2850,1401,2188,342,415,15916,12013,311,8863,5865,12,1,-192
20/03/2021,1167,363,782,2175,1514,56,1676,2539,953,1877,205,413,13811,9341,231,7458,6262,12,1,503
21/03/2021,1131,337,1170,5649,792,55,1591,1817,725,1409,84,396,13219,5609,535,5937,9218,13,1,2024
22/03/2021,1088,321,608,1982,1096,55,1688,3037,1588,2618,337,407,15650,11965,145,9338,5486,13,1,260
23/03/2021,1088,343,553,1170,827,55,1691,3393,1994,2946,240,413,15819,13270,223,10435,4277,13,1,-190
24/03/2021,1082,336,952,1275,2130,52,1664,3192,1444,2502,268,446,15586,11229,414,9248,6097,13,1,379
25/03/2021,1083,341,508,856,1943,50,1689,3358,1780,2511,293,440,15295,11988,201,9777,5075,13,1,219
26/03/2021,1138,363,1388,2622,2038,46,1653,2560,1011,1450,309,440,14985,8937,305,7114,7903,13,1,194
27/03/2021,1155,366,1203,6359,1373,46,1531,1302,362,967,273,367,13723,4787,449,4529,10776,13,1,2236
28/03/2021,1158,351,1654,4699,1853,49,1531,1282,358,920,221,385,12640,4433,491,4477,9987,14,1,2077
29/03/2021,1151,352,1501,4523,2170,48,1640,1699,645,1244,355,396,14979,6785,390,5624,10101,14,1,732
30/03/2021,1142,375,839,1327,2536,46,1670,2391,1022,1785,370,428,14913,10212,395,7297,6636,14,1,-610
31/03/2021,1138,396,97,427,2499,46,1670,2494,1149,2186,348,394,14542,11520,258,7893,4951,14,1,-1268
01/04/2021,1134,399,866,2342,1901,44,1653,2291,739,1712,330,412,14362,9253,320,6807,7018,14,2,-424
02/04/2021,1146,408,1168,3330,1751,46,1628,1480,357,943,263,389,12169,5920,364,4796,8112,14,2,1088
03/04/2021,1156,414,878,2564,1814,46,1664,1033,352,908,306,385,12189,6933,382,4341,7178,14,2,-293
04/04/2021,1158,374,932,2344,2023,44,1664,998,403,852,340,365,11437,6139,368,4282,7215,15,2,361
05/04/2021,1129,329,1046,7233,1139,38,1469,915,362,787,172,336,12592,3174,629,3869,11087,15,2,2855
06/04/2021,1146,367,1418,5675,1386,42,1646,1547,703,1371,473,387,15666,7188,307,5654,10507,15,2,1034
07/04/2021,1156,392,1122,6226,1025,43,1660,2220,1020,1470,308,356,16392,8020,332,6726,10271,15,2,960
08/04/2021,1168,368,1049,4786,1466,41,1656,2373,1239,1778,405,378,15888,8587,325,7424,9284,15,2,954
09/04/2021,1168,347,674,4398,2038,43,1658,2151,1250,1586,312,391,15525,8416,406,7035,8980,15,2,737
10/04/2021,1162,369,204,1508,1275,44,1664,2595,974,2022,220,404,12926,9940,168,7658,4782,15,2,141
11/04/2021,1150,355,1022,3461,1534,42,1619,2103,873,988,156,397,12480,6464,456,5980,7720,16,2,1337
12/04/2021,1147,385,732,2390,1249,45,1618,3246,1738,2423,284,411,15349,10978,214,9435,6232,16,2,636
13/04/2021,1139,376,914,2797,1898,45,1621,2966,1821,2304,182,391,15840,10232,287,9103,7351,16,2,971
14/04/2021,1147,378,326,1485,1875,45,1630,3219,2074,2589,265,382,15645,11960,191,9894,5522,16,2,552
15/04/2021,1152,361,173,1757,1899,48,1682,3228,2000,2749,178,391,15702,11873,221,10050,5568,16,2,661
16/04/2021,1161,342,363,1932,1655,45,1948,3232,1730,2563,211,379,15517,11568,224,9853,5708,16,2,956
17/04/2021,1164,329,408,1355,1477,45,1954,2981,1356,2024,178,380,13182,9942,228,8695,4957,16,2,1030
18/04/2021,1153,313,158,663,1196,44,1964,3128,1312,2146,139,381,12036,10020,267,8931,3666,17,2,1048
19/04/2021,1142,317,216,571,1519,43,1989,3389,1867,2585,297,374,14978,12673,168,10203,4105,17,2,222
20/04/2021,1134,332,79,576,2283,42,1954,3305,1975,2593,204,391,15123,12186,288,10219,4649,17,2,326
21/04/2021,1123,313,763,2389,2393,42,1942,2944,1448,1721,199,392,15127,9581,184,8446,7224,17,2,743
22/04/2021,1129,321,875,4301,2381,45,1907,2003,1257,1331,229,385,15290,7733,300,6883,9281,17,2,912
23/04/2021,1158,322,528,2543,2781,45,1926,2076,1244,1566,284,386,14720,8868,251,7197,7662,17,2,290
24/04/2021,1157,309,524,1728,2712,44,1932,1917,588,1164,220,369,12516,7553,319,5970,6694,17,2,416
25/04/2021,1160,305,356,1737,2676,43,1950,1632,491,1010,127,353,11636,6868,399,5436,6404,18,2,433
26/04/2021,1165,309,58,1256,2923,46,1940,2784,1130,1755,269,369,14375,10139,296,7977,6025,18,2,-23
27/04/2021,1153,330,370,2375,3089,45,1956,2838,1282,1711,267,377,14674,8840,267,8163,7629,18,2,1342
28/04/2021,1153,348,394,2083,2740,43,1930,2910,1443,1684,263,382,14683,9466,248,8348,7024,18,2,951
29/04/2021,1148,372,744,3269,1401,43,1888,3060,1336,1697,219,399,14989,9574,289,8380,7197,18,2,1007
30/04/2021,1156,399,141,1143,1414,45,1893,3259,1608,2126,325,400,14650,11953,194,9286,4623,18,2,-256
01/05/2021,1153,437,129,620,1474,46,1677,2367,824,1162,203,407,11611,9389,228,6437,4061,18,2,-851
02/05/2021,1143,461,693,2575,1324,47,1652,1889,660,1007,96,401,11722,7131,412,5608,6337,19,2,445
03/05/2021,1142,460,413,3112,2204,47,1616,1990,1250,1367,253,407,14741,9011,199,6629,7631,19,2,-84
04/05/2021,1119,434,881,8747,1421,40,1577,1076,727,914,232,377,15766,4717,375,4671,12874,19,2,2168
05/05/2021,1092,442,827,7533,1843,45,1575,1499,720,919,265,393,15762,5559,303,5105,12046,19,2,2059
06/05/2021,1159,479,482,3225,1522,47,1592,2228,1552,1821,280,400,15524,10295,199,7593,7194,19,2,-297
07/05/2021,1188,483,558,3078,1875,47,1641,2407,1294,1590,288,401,14839,9328,221,7333,7517,19,2,167
08/05/2021,1191,457,531,2525,2559,46,1651,1521,538,948,247,400,12668,7054,246,5059,7556,19,2,98
09/05/2021,1156,396,773,4221,2911,40,1520,965,351,610,93,364,11737,3832,490,3809,9591,20,2,1667
10/05/2021,1150,455,638,3348,2186,39,1607,1800,850,1108,269,382,14451,8279,246,5748,8085,20,2,-515
11/05/2021,1165,551,201,1388,1446,40,1650,2872,1325,1470,253,398,14568,11534,185,7716,5044,20,2,-1936
12/05/2021,1177,581,146,1549,1057,43,1666,2793,1169,1470,220,408,14498,11746,192,7505,4773,20,2,-1954
13/05/2021,1185,588,77,1158,1372,46,1651,1758,558,837,230,413,11756,9149,269,5218,4656,20,2,-1678
14/05/2021,1187,569,158,1279,1881,45,1667,1797,670,954,218,417,12691,9373,215,5504,5338,20,2,-1556
15/05/2021,1174,550,150,1595,1893,43,1663,1656,479,850,202,411,12021,8383,208,5058,5607,20,2,-1060
16/05/2021,1144,504,59,1954,2063,41,1638,1302,698,713,127,392,11409,7333,474,4742,5891,21,2,-775
17/05/2021,1139,543,24,2083,1965,43,1768,2079,770,1149,270,415,14174,10101,207,6182,6067,21,2,-1725
18/05/2021,1138,559,84,1706,1878,45,1994,2406,1005,1163,275,397,14586,10917,199,6965,5686,21,2,-1707
19/05/2021,1136,552,86,1117,2154,45,1985,2427,1158,1316,215,413,14503,11146,200,7299,5305,21,2,-1863
20/05/2021,1160,553,255,1421,2232,42,1977,2232,1053,1275,272,398,14522,10613,185,6935,5937,21,2,-1539
21/05/2021,1185,500,1126,5586,1813,37,1875,927,531,796,239,376,14711,6186,295,4505,10485,21,2,418
22/05/2021,1178,454,1108,6271,2059,38,1849,852,376,538,200,340,12815,3377,417,3955,11308,21,2,2613
23/05/2021,1182,504,838,3481,2137,38,1882,952,501,530,224,351,11289,4834,414,4216,8403,22,2,1399
24/05/2021,1183,512,688,3741,2087,37,1923,1106,507,598,246,328,11422,4906,341,4462,8494,22,2,1653
25/05/2021,1175,567,318,4821,1885,37,1991,2015,649,823,311,340,14365,7341,224,5818,9114,22,2,1087
26/05/2021,1181,567,840,4696,1498,37,1900,2362,862,955,263,334,14976,7942,211,6414,9083,22,2,717
27/05/2021,1185,563,766,3905,1512,38,1960,2822,1094,1251,235,353,14831,8649,231,7480,8204,22,2,938
28/05/2021,1193,577,235,1319,2238,38,1975,2987,1150,1508,201,351,14117,10324,155,7970,5800,22,2,-238
29/05/2021,1177,538,183,1155,2528,38,1980,2321,526,942,190,347,12142,8277,220,6116,5808,22,2,4
30/05/2021,1129,488,58,1215,3143,38,1899,1494,481,827,119,352,11143,6726,484,5054,6190,23,2,53
31/05/2021,1122,516,91,876,3275,38,1973,2549,606,1302,284,370,13693,9452,230,6800,6201,23,2,-650
01/06/2021,1113,523,210,1117,3127,37,1969,2574,625,1319,297,369,14078,9624,231,6856,6425,23,2,-743
02/06/2021,1108,542,837,1870,3077,36,1929,2382,626,1034,227,374,14262,8479,286,6344,7698,23,2,-355
03/06/2021,1094,564,565,2166,2610,36,1882,2339,686,966,264,375,12863,7522,278,6248,7299,23,2,551
04/06/2021,1035,583,164,792,2230,36,1923,2609,806,1413,329,377,13296,10111,176,7128,5168,23,2,-904
05/06/2021,1078,609,186,941,1970,36,1933,2607,501,966,228,375,11928,8831,203,6381,5048,23,2,-460
06/06/2021,1093,585,368,881,1318,36,1861,2440,566,834,109,376,11190,8624,369,6077,4390,24,2,-877
07/06/2021,1092,597,89,638,1976,35,1887,3007,1067,1936,304,380,14006,11303,125,8277,4732,24,2,-999
08/06/2021,1078,608,22,553,2377,35,1922,3096,1323,2152,274,372,14358,11407,193,8866,4947,24,2,-574
09/06/2021,1067,588,26,319,2634,35,1922,3063,1319,2038,254,368,14452,11473,212,8711,4923,24,2,-721
10/06/2021,1068,579,76,391,2778,35,1923,3022,1278,2049,247,370,14446,11201,224,8642,5175,24,2,-685
11/06/2021,1091,597,432,649,2923,35,1734,2819,1226,1694,304,389,14317,10313,188,7861,6031,24,2,-491
12/06/2021,1101,593,787,3858,2177,35,1565,1604,491,804,229,384,12523,5702,343,4848,8780,24,2,885
13/06/2021,1115,582,608,2387,2946,35,1518,1343,425,659,211,381,11423,5483,494,4325,7883,25,2,583
14/06/2021,1108,595,574,847,3341,35,1577,2562,982,1189,322,394,14027,9266,203,6704,6821,25,2,-825
15/06/2021,1109,589,93,526,2923,34,1628,3101,1402,1782,285,396,14567,11024,218,8309,5560,25,2,-760
16/06/2021,1078,595,168,898,3101,34,1616,3013,1645,2045,261,383,14702,10535,232,8702,6135,25,2,84
17/06/2021,982,578,518,2064,3137,33,1579,2923,1428,1747,274,385,15250,9531,351,8062,7587,25,2,407
18/06/2021,979,563,555,1176,2985,33,1600,3088,1524,1797,305,383,15040,10324,257,8393,6597,25,2,9
19/06/2021,994,552,436,1348,2874,33,1585,2808,800,1124,266,381,12901,8244,249,6697,6502,25,2,239
20/06/2021,1003,550,646,2428,2212,33,1589,2194,542,763,245,378,11871,6586,425,5465,7118,26,2,570
21/06/2021,1014,574,719,2385,2480,33,1625,3291,983,1378,213,376,14748,9165,261,7653,7418,26,2,395
22/06/2021,1032,568,666,1222,1801,34,1650,3344,1409,1932,251,377,14822,11133,203,8712,5574,26,2,-300
23/06/2021,1034,566,180,507,2002,34,1652,3362,1847,2047,259,363,14385,11697,247,9270,4582,26,2,-551
24/06/2021,1033,592,27,383,1694,34,1654,3255,1698,2209,311,365,14296,12192,187,9180,4073,26,2,-1049
25/06/2021,1048,579,99,308,2009,35,1655,3300,1543,1977,194,344,14083,11667,229,8819,4272,26,2,-935
26/06/2021,1044,597,32,217,2700,35,1640,2864,952,1099,182,350,12042,9094,187,6906,4807,26,2,-437
27/06/2021,1037,589,71,703,2842,34,1632,2426,625,820,176,354,11218,7602,408,5856,5452,27,2,-218
28/06/2021,1025,599,392,700,2666,36,1614,3130,1584,1717,268,336,14641,10883,156,8381,5686,27,2,-174
29/06/2021,1021,597,944,964,1891,37,1621,3207,1533,1898,312,342,14806,11008,207,8601,5766,27,2,-241
30/06/2021,1040,589,456,1700,1434,34,1631,3146,1521,1837,235,359,14704,11115,220,8493,5488,27,2,-540
01/07/2021,1044,611,371,2548,1053,35,1655,3055,1338,1737,202,357,15012,11040,188,8141,5863,27,3,-385
02/07/2021,1048,582,176,1191,2103,35,1655,3054,1331,1890,195,347,14281,10811,188,8276,5331,27,3,-376
03/07/2021,1040,557,47,431,2799,35,1638,2948,1089,1025,152,368,12074,8797,200,7069,5061,27,3,83
04/07/2021,1030,545,48,550,2134,35,1638,2889,1037,949,116,378,11258,8526,348,6892,4457,28,3,-188
05/07/2021,1037,573,167,1165,1811,35,1651,2921,1621,1539,304,388,14213,11070,168,8120,5091,28,3,-760
06/07/2021,936,571,949,3327,2147,34,1609,2674,1158,932,120,391,14919,8497,335,6764,8083,28,3,-199
07/07/2021,962,566,719,1153,1776,35,1620,2852,1733,1464,230,331,14668,11021,156,7999,5440,28,3,-816
08/07/2021,955,581,135,525,1341,35,1643,2912,2026,1828,363,315,14484,12484,133,8723,3935,28,3,-1329
09/07/2021,955,560,121,1715,1297,35,1722,2881,1605,1642,208,312,14382,11250,218,8161,4890,28,3,-802
10/07/2021,944,544,190,1166,2553,35,1954,2814,1046,752,168,315,12223,8315,242,6881,5598,28,3,585
11/07/2021,931,553,143,843,1954,35,1975,2807,888,758,158,314,11276,8336,264,6743,4617,29,3,350
12/07/2021,950,564,377,808,2540,35,1959,2857,1583,1387,212,312,14423,10699,119,8099,5486,29,3,-75
13/07/2021,945,565,143,953,1587,35,1965,2875,1871,1632,219,316,14823,12140,102,8658,4447,29,3,-1101
14/07/2021,943,550,461,1575,1344,35,1967,2748,1690,1505,333,384,14776,11396,198,8294,5241,29,3,-1085
15/07/2021,948,549,1146,774,1914,35,1976,2037,1722,1680,196,375,14445,10611,155,7790,5563,29,3,-1165
16/07/2021,950,572,769,1153,2153,35,1970,2334,1437,1300,244,371,14290,10214,112,7412,5877,29,3,-949
17/07/2021,938,565,511,2630,1822,35,1913,1864,421,600,286,362,12278,7316,228,5159,6787,29,3,-276
18/07/2021,942,384,516,2260,2762,34,1870,1400,379,559,200,352,11460,5922,463,4560,7098,30,3,267
19/07/2021,949,421,425,1322,2304,34,1962,2255,1179,1157,278,361,14103,10052,193,6912,5733,30,3,-1000
20/07/2021,952,482,316,719,2466,34,1978,2249,1529,1423,239,371,14429,10928,226,7551,5209,30,3,-1141
21/07/2021,956,565,201,582,2403,34,1979,2303,1577,1503,217,375,14222,11036,201,7737,4959,30,3,-1111
22/07/2021,961,591,159,372,2463,35,1971,2286,1696,1637,238,390,14242,11248,126,7981,4818,30,3,-1038
23/07/2021,967,598,98,304,2647,34,1972,2428,1550,1563,211,380,14011,10962,190,7893,4860,30,3,-892
24/07/2021,961,581,351,1609,2104,34,1964,2454,607,689,168,389,12145,8081,131,6104,5809,30,3,42
25/07/2021,949,576,615,1260,2076,34,1938,2277,522,667,100,381,11504,7553,411,5785,5611,31,3,76
26/07/2021,950,580,58,806,2170,35,1968,2897,1380,1368,235,384,14063,11030,147,7998,4833,31,3,-784
27/07/2021,953,589,165,1469,2243,34,1966,2911,1502,1253,221,372,14321,10444,135,8004,5675,31,3,-138
28/07/2021,956,587,851,2649,1733,34,1958,2748,767,833,182,382,14240,9008,249,6688,6991,31,3,-270
29/07/2021,951,567,1382,5064,2428,34,1772,1436,454,582,203,391,14443,5569,468,4635,10629,31,3,796
30/07/2021,963,571,736,2841,2771,34,1876,1999,481,684,302,381,13910,7563,261,5420,8217,31,3,-234
31/07/2021,956,548,760,4916,2154,35,1786,1236,294,531,140,370,12308,4478,535,4217,9509,31,3,1506
01/08/2021,961,570,591,1518,1580,34,1940,1730,290,547,116,370,11021,7332,259,4876,5369,32,3,-616
02/08/2021,953,582,680,2035,2017,33,1964,2527,631,657,258,366,13546,8814,229,6145,6559,32,3,-501
03/08/2021,951,586,70,481,1838,33,1985,2894,1452,956,236,373,13777,11389,125,7660,4194,32,3,-1392
04/08/2021,952,594,32,380,1715,34,1980,2928,1480,1170,267,378,13596,11470,123,7936,3974,32,3,-1134
05/08/2021,953,539,280,743,1867,34,1979,2954,1251,970,191,381,13773,10883,192,7535,4607,32,3,-959
06/08/2021,966,546,769,2286,1950,33,1970,2413,429,680,242,381,13598,8595,271,5873,6791,32,3,-726
07/08/2021,966,583,542,1929,1738,35,1966,1888,375,630,225,386,11726,7517,207,5245,6019,32,3,-144
08/08/2021,960,546,817,4172,1897,34,1761,1071,315,542,139,364,11277,4391,490,4052,8565,33,3,1522
09/08/2021,969,559,873,2780,2254,36,1935,2147,386,663,264,385,13307,7399,186,5517,7735,33,3,264
10/08/2021,969,573,308,1587,2125,38,1974,2868,827,816,298,369,13570,9550,208,6854,5899,33,3,-464
11/08/2021,966,586,138,478,2459,38,1971,2915,1058,954,252,375,13638,10564,178,7273,4917,33,3,-940
12/08/2021,966,589,159,386,2585,35,1964,2907,1058,1135,203,372,13679,10549,172,7436,4924,33,3,-917
13/08/2021,958,587,730,1446,2390,33,1950,2867,1088,740,223,362,13794,9228,178,7007,6367,33,3,-60
14/08/2021,957,564,1118,1906,2662,33,1891,2255,274,559,228,371,12037,6351,238,5349,7468,33,3,991
15/08/2021,953,542,616,1240,2343,33,1927,2263,269,630,119,374,11214,7016,301,5461,5845,34,3,259
16/08/2021,948,538,1038,5120,1373,33,1945,2448,364,682,181,374,14109,6579,210,5813,9230,34,3,1394
17/08/2021,959,521,1058,6260,1541,34,1768,2080,381,651,199,371,14488,5628,270,5251,10573,34,3,1564
18/08/2021,969,564,1360,4165,1228,35,1911,2536,511,759,192,375,14420,7667,152,6092,8514,34,3,426
19/08/2021,967,585,733,2573,1174,34,1963,2736,1472,918,208,364,14325,9846,195,7453,6274,34,3,-109
20/08/2021,976,574,94,717,1780,34,1966,2849,1954,869,297,373,13740,11150,149,8012,4472,34,3,-680
21/08/2021,969,558,39,271,2330,34,1964,2651,1154,707,185,377,11651,9011,156,6853,4386,34,3,27
22/08/2021,958,521,573,1789,1129,34,1958,2576,584,602,152,371,11081,7590,283,6093,5157,35,3,501
23/08/2021,966,564,382,2463,1378,34,1967,2780,1522,867,220,324,13978,9756,169,7459,6007,35,3,391
24/08/2021,971,567,100,1819,1893,35,1967,2770,1821,838,268,300,14121,10309,229,7696,5652,35,3,107
25/08/2021,973,540,980,2589,2304,35,1938,2690,1081,683,204,381,14276,8404,289,6773,7624,35,3,634
26/08/2021,975,542,1064,2981,1392,35,1963,2698,1237,837,265,366,14314,8877,169,7101,7255,35,3,447
